,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,3.85,0.97,4.31,0.92,cloudy,334.4,,0.0093,0.02,rain,1001.2,Stark bewölkt,5.47,1612652400,0,16.093,128,3.26,2.06
1,3.99,0.96,3.94,0.92,cloudy,338.0,,0.0115,0.02,rain,1000.7,Stark bewölkt,5.13,1612656000,0,15.062,197,1.94,1.59
2,3.72,0.96,4.14,0.93,cloudy,339.6,,0.0066,0.02,rain,1000.2,Stark bewölkt,5.19,1612659600,0,16.093,52,1.99,1.88
3,2.69,0.98,3.87,0.96,cloudy,340.7,,0.0087,0.03,rain,999.8,Stark bewölkt,4.38,1612663200,0,16.093,102,2.1,1.96
4,2.46,0.96,3.52,0.96,cloudy,342.7,,0.0059,0.02,rain,999.5,Stark bewölkt,4.05,1612666800,0,16.093,151,1.97,1.82
5,1.64,0.88,3.21,0.97,cloudy,344.1,,0.0,0.0,,999.3,Stark bewölkt,3.61,1612670400,0,16.093,139,2.27,2.1
6,1.06,0.89,2.87,0.97,cloudy,345.7,,0.0,0.0,,998.7,Stark bewölkt,3.26,1612674000,0,16.093,132,2.6,2.27
7,0.45,0.87,1.87,0.95,partly-cloudy-night,341.9,,0.0,0.0,,998.8,Überwiegend bewölkt,2.52,1612677600,0,16.093,146,2.03,2.03
8,1.06,0.99,1.68,0.91,cloudy,343.2,,0.0,0.0,,998.5,Stark bewölkt,2.94,1612681200,0,16.093,136,1.93,1.93
9,2.52,0.98,2.07,0.87,cloudy,343.2,,0.0,0.0,,998.7,Stark bewölkt,4.03,1612684800,0,16.093,147,1.76,1.75
10,3.52,0.99,2.52,0.83,cloudy,345.4,,0.0,0.0,,998.4,Stark bewölkt,5.24,1612688400,1,16.093,146,2.38,2.13
11,4.48,0.99,3.09,0.8,cloudy,347.0,,0.0,0.0,,998.3,Stark bewölkt,6.22,1612692000,1,16.093,155,3.21,2.34
12,5.48,0.99,3.46,0.78,cloudy,346.3,,0.0056,0.08,rain,997.9,Stark bewölkt,6.95,1612695600,1,16.093,159,3.31,2.17
13,3.7,0.99,3.44,0.87,rain,349.6,,0.2153,0.41,rain,996.9,Nieselregen möglich,5.45,1612699200,1,16.093,152,3.28,2.2
14,3.0,1.0,3.25,0.87,rain,351.3,,0.4612,0.64,rain,996.6,Leichter Regen möglich,5.24,1612702800,1,10.435,121,3.05,2.73
15,2.33,1.0,3.34,0.9,rain,352.8,,1.2282,0.85,rain,996.5,Regen,4.84,1612706400,1,7.324,36,3.16,2.99
16,1.73,1.0,3.38,0.94,rain,354.2,,1.6835,0.88,rain,996.7,Regen,4.31,1612710000,0,4.798,324,2.99,2.93
17,0.56,1.0,2.88,0.95,rain,350.8,,1.6363,0.87,rain,997.2,Regen,3.63,1612713600,0,4.36,307,6.06,3.42
18,-0.07,1.0,2.21,0.95,rain,352.3,,1.5036,0.86,rain,997.7,Regen,2.98,1612717200,0,4.744,308,6.03,3.19
19,-0.05,1.0,1.87,0.93,rain,352.6,,1.4872,0.85,rain,997.7,Regen,2.84,1612720800,0,9.779,299,6.01,2.95
20,-0.38,1.0,1.58,0.93,rain,352.3,,1.1423,0.8,rain,998.0,Regen,2.54,1612724400,0,8.762,292,6.53,2.92
21,-0.48,1.0,1.14,0.91,rain,352.2,,0.8587,0.75,rain,998.3,Leichter Regen,2.42,1612728000,0,7.568,290,7.08,2.87
22,-0.65,1.0,0.58,0.89,rain,355.2,,0.7573,0.74,rain,998.5,Leichter Regen,2.14,1612731600,0,8.523,298,6.74,2.67
23,-0.87,1.0,-0.14,0.87,snow,357.8,0.2244,0.4716,0.66,snow,998.7,Leichter Schneefall,1.8,1612735200,0,9.82,329,6.18,2.48
