,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,17.34,0.75,11.31,0.68,17.34,1568671200,0,10.003,292,1.19
1,16.64,0.75,10.62,0.68,16.64,1568674800,0,10.003,272,1.19
2,14.57,0.75,11.62,0.82,14.57,1568678400,0,10.003,276,2.26
3,15.33,0.75,11.62,0.79,15.33,1568682000,0,10.003,290,1.45
4,14.95,0.75,11.62,0.8,14.95,1568685600,0,10.003,263,1.16
5,14.64,0.75,11.62,0.82,14.64,1568689200,0,10.003,230,1.5
6,14.64,0.75,12.0,0.84,14.64,1568692800,0,10.003,311,2.09
7,14.64,0.75,11.69,0.82,14.64,1568696400,0,10.003,320,2.11
8,13.95,0.36,12.69,0.92,13.95,1568700000,0,10.003,300,3.6
9,13.95,0.75,12.69,0.92,13.95,1568703600,1,10.003,311,2.48
10,14.26,0.65,11.69,0.84,14.26,1568707200,2,10.003,319,3.14
11,14.88,0.65,12.0,0.83,14.88,1568710800,3,10.003,306,3.3
12,15.57,0.65,11.31,0.76,15.57,1568714400,3,10.003,326,3.3
13,15.57,0.75,10.99,0.74,15.57,1568718000,4,10.003,315,2.6
14,16.26,0.75,11.31,0.72,16.26,1568721600,4,10.003,288,2.95
15,17.27,0.53,11.31,0.68,17.27,1568725200,3,10.003,305,3.29
16,17.65,0.53,11.31,0.66,17.65,1568728800,2,10.003,288,3.6
17,17.96,0.36,10.3,0.61,17.96,1568732400,1,10.003,333,4.74
18,16.95,0.44,10.3,0.65,16.95,1568736000,0,10.003,332,4.48
19,16.26,0.19,9.62,0.65,16.26,1568739600,0,10.003,312,4.48
20,14.95,0.19,9.31,0.69,14.95,1568743200,0,10.003,302,2.6
21,12.58,0.19,9.31,0.81,12.58,1568746800,0,10.003,272,1.35
22,13.64,0.19,7.62,0.67,13.64,1568750400,0,10.003,2,3.67
23,12.33,0.58,6.93,0.7,12.33,1568754000,0,10.003,358,2.45
