,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,2.25,0.75,1.68,0.85,3.95,1554328800,0,10.003,258,1.91
1,1.73,0.36,0.99,0.85,3.27,1554332400,0,10.003,254,1.69
2,3.27,0.36,0.99,0.85,3.27,1554336000,0,10.003,283,1.16
3,2.96,0.75,1.68,0.91,2.96,1554339600,0,10.003,354,0.65
4,0.83,0.53,1.38,0.94,2.27,1554343200,0,10.003,11,1.5
5,0.08,0.75,1.68,0.96,2.27,1554346800,0,10.003,30,2.09
6,-0.25,0.75,1.68,0.96,2.27,1554350400,0,10.003,41,2.41
7,-0.67,0.75,2.0,0.98,2.27,1554354000,0,10.003,19,2.87
8,-1.44,0.75,1.68,0.96,2.27,1554357600,0,10.003,18,3.91
9,-1.57,0.75,2.0,0.98,2.27,1554361200,1,5.517,350,4.11
10,-0.73,0.75,2.27,1.0,2.27,1554364800,2,4.237,327,2.95
11,-0.3,0.75,2.69,0.98,2.96,1554368400,3,3.309,321,3.49
12,-0.16,0.75,2.69,0.98,2.96,1554372000,4,8.005,322,3.29
13,0.1,0.83,2.69,0.98,2.96,1554375600,4,8.625,316,2.95
14,0.68,0.83,2.37,0.89,3.95,1554379200,4,10.003,300,3.82
15,-0.24,0.83,2.69,0.91,3.95,1554382800,3,9.07,287,5.55
16,-1.02,0.83,2.31,0.93,3.27,1554386400,3,10.003,288,5.4
17,0.22,0.83,2.0,0.87,3.95,1554390000,2,10.003,300,4.63
18,0.3,0.75,1.68,0.85,3.95,1554397200,0,10.003,285,4.48
19,0.21,0.83,1.68,0.87,3.65,1554400800,0,10.003,290,3.98
20,-0.25,0.75,1.68,0.91,2.96,1554404400,0,10.003,263,3.41
21,-0.51,0.75,2.0,0.95,2.65,1554408000,0,10.003,273,3.25
22,-0.24,0.75,1.68,0.93,2.65,1554411600,0,10.003,246,2.91
