,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,13.81,0.29,12.41,0.91,13.81,1565647200,0,10.003,180,,0.87
1,13.81,0.33,12.41,0.91,13.81,1565650800,0,10.003,211,,2.58
2,13.23,0.29,12.41,0.95,13.23,1565654400,0,10.003,210,,1.28
3,13.23,0.08,11.41,0.89,13.23,1565658000,0,10.003,221,,0.87
4,13.23,0.62,12.41,0.95,13.23,1565661600,0,10.003,205,,1.75
5,13.23,0.9,12.41,0.95,13.23,1565665200,0,10.003,210,,0.87
6,12.81,0.33,12.0,0.95,12.81,1565668800,0,10.003,191,,0.62
7,12.22,0.33,12.0,0.99,12.22,1565672400,0,10.003,150,,0.62
8,14.22,0.77,13.0,0.92,14.22,1565676000,0,10.003,200,,1.7
9,15.22,0.75,12.41,0.83,15.22,1565679600,1,10.003,233,,4.47
10,16.39,0.62,11.24,0.72,16.39,1565683200,3,10.003,248,8.8,5.04
11,17.22,0.9,10.24,0.64,17.22,1565686800,3,10.003,246,,3.01
12,18.22,0.62,9.0,0.55,18.22,1565690400,5,10.003,257,,4.83
13,19.81,0.44,8.17,0.47,19.81,1565694000,6,10.003,268,,4.6
14,20.81,0.29,6.83,0.4,20.81,1565697600,6,10.003,270,,4.47
15,21.23,0.19,6.0,0.37,21.23,1565701200,6,10.003,254,,4.59
16,21.64,0.0,5.0,0.34,21.64,1565704800,5,10.003,235,7.2,4.51
17,21.23,0.19,4.59,0.34,21.23,1565708400,3,10.003,251,,4.01
18,21.23,0.19,5.41,0.36,21.23,1565712000,2,10.003,255,,3.52
19,21.23,0.0,6.0,0.37,21.23,1565715600,1,10.003,256,,4.31
20,20.23,0.75,6.0,0.39,20.23,1565719200,0,10.003,269,,3.81
21,19.23,1.0,7.41,0.46,19.23,1565722800,0,10.003,295,,2.6
22,15.64,0.75,9.0,0.65,15.64,1565726400,0,10.003,354,11.8,4.97
23,15.64,1.0,9.0,0.65,15.64,1565730000,0,10.003,324,,2.72
