,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,18.87,1.0,11.93,0.64,cloudy,326.2,0.0499,0.11,rain,1012.6,Stark bewölkt,18.87,1596492000,0,16.093,225,4.41,1.82
1,18.31,1.0,11.68,0.65,cloudy,326.2,0.037,0.09,rain,1012.7,Stark bewölkt,18.31,1596495600,0,16.093,47,5.15,2.06
2,17.88,1.0,11.3,0.65,cloudy,326.4,0.0254,0.07,rain,1012.9,Stark bewölkt,17.88,1596499200,0,16.093,2,5.68,2.38
3,18.02,1.0,10.24,0.6,cloudy,329.1,0.0,0.0,,1012.7,Stark bewölkt,18.02,1596502800,0,16.093,353,5.17,1.99
4,17.28,1.0,9.76,0.61,cloudy,328.9,0.0,0.0,,1012.7,Stark bewölkt,17.28,1596506400,0,16.093,5,5.43,2.39
5,16.76,0.97,9.55,0.62,cloudy,329.6,0.0,0.0,,1013.0,Stark bewölkt,16.76,1596510000,0,16.093,14,5.43,2.68
6,16.54,1.0,9.58,0.63,cloudy,332.3,0.0,0.0,,1013.4,Stark bewölkt,16.54,1596513600,0,16.093,10,4.93,2.73
7,16.77,0.97,9.96,0.64,cloudy,335.8,0.0,0.0,,1013.8,Stark bewölkt,16.77,1596517200,0,16.093,4,4.15,2.78
8,17.82,0.97,10.18,0.61,cloudy,337.3,0.0,0.0,,1014.5,Stark bewölkt,17.82,1596520800,1,16.093,3,3.83,2.74
9,18.74,0.86,9.84,0.56,partly-cloudy-day,338.2,0.0062,0.03,rain,1015.5,Überwiegend bewölkt,18.74,1596524400,1,16.093,7,3.74,2.63
10,20.0,0.72,9.41,0.51,partly-cloudy-day,338.5,0.0331,0.04,rain,1015.6,Überwiegend bewölkt,20.0,1596528000,2,16.093,14,3.82,2.51
11,21.08,0.58,9.0,0.46,partly-cloudy-day,338.7,0.0561,0.03,rain,1015.8,Leicht bewölkt,21.08,1596531600,4,16.093,16,3.8,2.32
12,22.13,0.5,8.68,0.42,partly-cloudy-day,339.6,0.0348,0.03,rain,1015.8,Leicht bewölkt,22.13,1596535200,5,16.093,4,3.51,2.12
13,22.88,0.41,8.33,0.39,partly-cloudy-day,340.5,0.0116,0.01,rain,1015.8,Leicht bewölkt,22.88,1596538800,5,16.093,345,3.14,1.91
14,23.73,0.39,8.16,0.37,partly-cloudy-day,340.1,0.0089,0.01,rain,1015.7,Leicht bewölkt,23.73,1596542400,5,16.093,328,2.83,1.9
15,24.36,0.34,6.0,0.31,partly-cloudy-day,336.3,0.0051,0.01,rain,1016.2,Leicht bewölkt,24.36,1596546000,5,16.093,311,2.7,1.78
16,25.09,0.32,5.9,0.29,partly-cloudy-day,332.4,0.0,0.0,,1016.2,Leicht bewölkt,25.09,1596549600,4,16.093,309,2.89,2.13
17,24.42,0.33,6.25,0.31,partly-cloudy-day,328.6,0.0,0.0,,1016.2,Leicht bewölkt,24.42,1596553200,3,16.093,313,2.73,2.34
18,24.79,0.39,6.89,0.32,partly-cloudy-day,326.0,0.0,0.0,,1016.2,Leicht bewölkt,24.79,1596556800,2,16.093,319,2.69,2.28
19,24.5,0.49,7.16,0.33,partly-cloudy-day,323.6,0.0,0.0,,1016.4,Leicht bewölkt,24.5,1596560400,1,16.093,326,2.63,2.09
20,23.74,0.54,7.39,0.35,partly-cloudy-day,319.8,0.0,0.0,,1016.6,Leicht bewölkt,23.74,1596564000,0,16.093,326,2.43,1.61
21,22.51,0.58,7.79,0.39,partly-cloudy-night,316.1,0.0,0.0,,1017.1,Leicht bewölkt,22.51,1596567600,0,16.093,331,2.3,1.5
22,20.92,0.6,7.98,0.43,partly-cloudy-night,312.2,0.0062,0.01,rain,1017.5,Überwiegend bewölkt,20.92,1596571200,0,16.093,337,2.15,1.36
23,19.5,0.58,8.17,0.48,partly-cloudy-night,308.9,0.0083,0.01,rain,1017.9,Leicht bewölkt,19.5,1596574800,0,16.093,347,1.97,1.08
