,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,12.4,0.19,8.0,0.75,12.4,1558648800,0,10.003,,0.0
1,11.22,0.0,8.0,0.81,11.22,1558652400,0,10.003,,0.0
2,9.81,0.0,7.41,0.85,9.81,1558656000,0,10.003,221.0,0.62
3,10.4,0.75,7.41,0.82,10.4,1558659600,0,10.003,221.0,0.62
4,9.4,0.75,7.41,0.87,9.4,1558663200,0,10.003,210.0,0.21
5,10.63,1.0,7.82,0.83,10.63,1558666800,0,10.003,30.0,1.08
6,10.81,1.0,7.41,0.8,10.81,1558670400,0,10.003,80.0,1.28
7,11.22,1.0,8.42,0.83,11.22,1558674000,0,10.003,80.0,1.28
8,13.23,1.0,9.41,0.78,13.23,1558677600,1,10.003,20.0,0.87
9,15.22,1.0,9.41,0.68,15.22,1558681200,2,10.003,0.0,0.62
10,17.64,0.52,9.99,0.61,17.64,1558684800,4,10.003,,0.0
11,20.23,0.66,9.41,0.5,20.23,1558688400,4,6.248,,0.0
12,21.64,0.33,8.42,0.43,21.64,1558692000,6,6.484,,0.0
13,22.23,0.75,6.99,0.37,22.23,1558695600,5,7.657,155.0,1.75
14,22.64,0.19,7.24,0.37,22.64,1558699200,8,7.657,150.0,0.62
15,23.22,0.19,6.83,0.35,23.22,1558702800,7,9.414,230.0,1.49
16,23.22,0.19,8.83,0.4,23.22,1558706400,5,5.662,210.0,1.08
17,23.05,0.75,8.0,0.38,23.05,1558710000,3,10.003,300.0,1.28
18,23.22,0.75,8.42,0.39,23.22,1558713600,2,10.003,268.0,2.16
19,22.64,0.44,9.0,0.42,22.64,1558717200,1,10.003,233.0,2.3
20,22.23,0.44,9.0,0.43,22.23,1558720800,0,5.662,265.0,2.3
21,20.4,0.19,9.99,0.51,20.4,1558724400,0,5.778,255.0,1.75
22,17.4,0.19,9.99,0.62,17.4,1558728000,0,7.657,346.0,1.85
23,15.81,1.0,9.99,0.68,15.81,1558731600,0,10.003,260.0,0.62
