,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-9.02,0.51,-9.22,0.79,partly-cloudy-night,286.4,,0.0,0.0,,1024.4,Leicht bewölkt,-6.19,1610319600,0,16.093,111,2.27,1.61
1,-8.92,0.44,-10.3,0.74,partly-cloudy-night,287.2,,0.0,0.0,,1023.8,Leicht bewölkt,-6.4,1610323200,0,16.093,115,1.94,1.43
2,-6.73,0.37,-10.05,0.77,partly-cloudy-night,283.8,,0.0,0.0,,1023.7,Leicht bewölkt,-6.73,1610326800,0,16.093,114,1.8,1.29
3,-7.17,0.33,-10.83,0.75,partly-cloudy-night,283.0,,0.0,0.0,,1023.4,Leicht bewölkt,-7.17,1610330400,0,16.093,122,1.85,1.23
4,-7.74,0.37,-11.51,0.74,partly-cloudy-night,287.0,,0.0,0.0,,1023.2,Leicht bewölkt,-7.74,1610334000,0,16.093,133,1.98,1.29
5,-8.25,0.42,-12.0,0.74,partly-cloudy-night,287.6,,0.0,0.0,,1024.2,Leicht bewölkt,-8.25,1610337600,0,15.259,136,1.81,1.26
6,-8.59,0.44,-11.86,0.77,partly-cloudy-night,285.7,,0.0,0.0,,1024.9,Leicht bewölkt,-8.59,1610341200,0,14.715,143,1.66,1.31
7,-9.41,0.34,-11.87,0.82,partly-cloudy-night,286.5,,0.0,0.0,,1025.5,Leicht bewölkt,-9.41,1610344800,0,15.14,147,1.55,1.33
8,-9.75,0.42,-12.11,0.83,partly-cloudy-night,285.9,,0.0,0.0,,1025.3,Leicht bewölkt,-9.75,1610348400,0,16.093,153,1.45,1.3
9,-12.12,0.38,-11.61,0.83,partly-cloudy-day,285.7,,0.0,0.0,,1025.4,Leicht bewölkt,-9.23,1610352000,0,16.093,154,1.56,1.43
10,-10.11,0.33,-9.91,0.83,partly-cloudy-day,283.8,,0.0,0.0,,1025.2,Leicht bewölkt,-7.55,1610355600,0,16.093,151,1.38,1.37
11,-8.19,0.34,-8.86,0.78,partly-cloudy-day,284.7,,0.0,0.0,,1025.4,Leicht bewölkt,-5.71,1610359200,1,16.093,155,1.86,1.46
12,-6.97,0.4,-7.97,0.76,partly-cloudy-day,280.6,,0.0,0.0,,1024.8,Leicht bewölkt,-4.33,1610362800,1,16.093,165,2.57,1.66
13,-5.59,0.3,-7.33,0.73,clear-day,280.8,,0.0,0.0,,1024.1,Klar,-3.19,1610366400,1,16.093,171,2.64,1.62
14,-2.41,0.63,-6.86,0.71,partly-cloudy-day,282.1,,0.0,0.0,,1023.5,Überwiegend bewölkt,-2.41,1610370000,1,16.093,165,2.44,1.32
15,-2.97,0.74,-6.99,0.74,partly-cloudy-day,282.9,,0.0,0.0,,1023.4,Überwiegend bewölkt,-2.97,1610373600,0,16.093,183,1.96,1.18
16,-4.1,0.79,-7.56,0.77,partly-cloudy-day,284.8,0.0063,0.0051,0.03,snow,1023.4,Überwiegend bewölkt,-4.1,1610377200,0,16.093,195,1.38,1.16
17,-7.73,0.83,-8.18,0.8,partly-cloudy-night,288.0,0.0069,0.0051,0.03,snow,1023.7,Überwiegend bewölkt,-5.32,1610380800,0,16.093,190,1.88,1.45
18,-8.72,0.81,-8.28,0.83,partly-cloudy-night,287.4,,0.0,0.0,,1023.7,Überwiegend bewölkt,-5.8,1610384400,0,16.093,195,2.22,1.69
19,-8.85,0.76,-8.36,0.83,partly-cloudy-night,289.1,,0.0,0.0,,1023.8,Überwiegend bewölkt,-5.93,1610388000,0,16.093,203,2.06,1.69
20,-9.27,0.38,-8.67,0.82,partly-cloudy-night,290.4,,0.0,0.0,,1023.3,Leicht bewölkt,-6.09,1610391600,0,16.093,209,2.26,1.82
21,-9.51,0.64,-8.7,0.82,partly-cloudy-night,299.0,,0.0,0.0,,1023.1,Überwiegend bewölkt,-6.14,1610395200,0,16.093,210,2.37,1.93
22,-9.85,0.67,-10.03,0.75,partly-cloudy-night,302.2,,0.0,0.0,,1022.8,Überwiegend bewölkt,-6.36,1610398800,0,16.093,214,2.37,1.99
23,-9.69,0.7,-10.01,0.73,partly-cloudy-night,307.9,,0.0,0.0,,1022.3,Überwiegend bewölkt,-5.96,1610402400,0,16.093,219,2.71,2.2
