,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-17.73,0.1,-15.41,0.77,clear-night,340.0,0,0,1031.5,Klar,-12.2,1613084400,0,16.093,94,5.83,2.69
1,-17.41,0.32,-15.55,0.72,partly-cloudy-night,339.4,0,0,1031.1,Leicht bewölkt,-11.48,1613088000,0,16.093,95,8.11,3.1
2,-17.93,0.34,-15.76,0.72,partly-cloudy-night,336.7,0,0,1030.9,Leicht bewölkt,-11.8,1613091600,0,16.093,95,8.57,3.21
3,-17.41,0.44,-15.24,0.73,partly-cloudy-night,336.2,0,0,1030.7,Leicht bewölkt,-11.39,1613095200,0,16.093,95,8.35,3.19
4,-18.43,0.47,-15.92,0.74,partly-cloudy-night,336.0,0,0,1030.7,Leicht bewölkt,-12.22,1613098800,0,16.093,95,8.23,3.21
5,-19.21,0.35,-16.75,0.72,partly-cloudy-night,336.1,0,0,1030.5,Leicht bewölkt,-12.83,1613102400,0,16.093,93,8.73,3.24
6,-20.02,0.48,-17.46,0.72,partly-cloudy-night,336.3,0,0,1029.5,Leicht bewölkt,-13.42,1613106000,0,16.093,92,9.6,3.32
7,-19.72,0.49,-17.18,0.7,partly-cloudy-night,338.3,0,0,1029.4,Leicht bewölkt,-12.84,1613109600,0,16.093,92,9.81,3.67
8,-19.54,0.68,-16.83,0.69,partly-cloudy-day,340.0,0,0,1030.2,Überwiegend bewölkt,-12.33,1613113200,0,16.093,93,10.62,4.1
9,-18.79,0.54,-16.03,0.67,partly-cloudy-day,341.2,0,0,1030.4,Leicht bewölkt,-11.18,1613116800,0,16.093,93,12.23,4.87
10,-17.73,0.56,-15.32,0.64,partly-cloudy-day,342.2,0,0,1030.2,Leicht bewölkt,-9.84,1613120400,1,16.093,96,12.7,5.69
11,-16.66,0.51,-14.54,0.63,partly-cloudy-day,344.2,0,0,1029.7,Leicht bewölkt,-8.8,1613124000,1,16.093,93,12.53,6.05
12,-14.91,0.5,-13.69,0.61,partly-cloudy-day,346.4,0,0,1029.3,Leicht bewölkt,-7.41,1613127600,2,16.093,91,11.97,6.08
13,-14.11,0.15,-12.99,0.61,clear-day,347.1,0,0,1029.2,Klar,-6.77,1613131200,2,16.093,86,11.36,6.1
14,-12.44,0.27,-12.74,0.57,clear-day,348.7,0,0,1029.2,Klar,-5.54,1613134800,1,16.093,84,11.39,5.91
15,-13.19,0.32,-12.53,0.61,partly-cloudy-day,350.1,0,0,1029.4,Leicht bewölkt,-6.12,1613138400,1,16.093,83,11.47,5.95
16,-15.14,0.5,-12.69,0.67,partly-cloudy-day,352.4,0,0,1029.5,Leicht bewölkt,-7.67,1613142000,0,16.093,82,11.75,5.92
17,-16.0,0.61,-13.19,0.69,partly-cloudy-day,355.8,0,0,1030.3,Überwiegend bewölkt,-8.48,1613145600,0,16.093,81,12.45,5.67
18,-16.81,0.48,-13.87,0.68,partly-cloudy-night,358.7,0,0,1031.1,Leicht bewölkt,-9.08,1613149200,0,16.093,81,14.08,5.75
19,-16.97,0.15,-13.93,0.68,clear-night,361.4,0,0,1031.4,Klar,-9.12,1613152800,0,16.093,84,15.07,5.91
20,-17.05,0.26,-13.76,0.69,clear-night,366.0,0,0,1031.2,Klar,-9.11,1613156400,0,16.093,86,15.19,6.06
21,-17.43,0.14,-13.97,0.69,clear-night,370.7,0,0,1031.6,Klar,-9.27,1613160000,0,16.093,87,15.45,6.32
22,-17.99,0.1,-14.6,0.67,clear-night,373.4,0,0,1031.9,Klar,-9.61,1613163600,0,16.093,88,15.76,6.54
23,-18.62,0.08,-15.19,0.66,clear-night,374.0,0,0,1032.1,Klar,-10.08,1613167200,0,16.093,88,15.92,6.58
