,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-3.73,0.76,-6.24,0.83,partly-cloudy-night,299.2,0.0285,0.0228,0.02,snow,1020.7,Überwiegend bewölkt,-3.73,1610146800,0,4.684,267,1.48,1.27
1,-3.7,0.82,-6.28,0.82,partly-cloudy-night,298.3,0.0211,0.0168,0.02,snow,1020.8,Überwiegend bewölkt,-3.7,1610150400,0,4.966,249,1.44,1.21
2,-3.24,0.85,-5.55,0.84,partly-cloudy-night,297.9,0.0191,0.0157,0.02,snow,1020.9,Überwiegend bewölkt,-3.24,1610154000,0,4.274,271,1.29,0.83
3,-3.55,0.88,-5.74,0.85,cloudy,299.6,0.0133,0.0107,0.01,snow,1020.9,Stark bewölkt,-3.55,1610157600,0,4.752,254,1.08,0.84
4,-3.79,0.91,-5.76,0.86,cloudy,301.3,0.0264,0.021,0.02,snow,1021.2,Stark bewölkt,-3.79,1610161200,0,3.642,267,1.15,0.87
5,-4.05,0.89,-5.75,0.88,cloudy,301.1,0.03,0.0235,0.02,snow,1021.3,Stark bewölkt,-4.05,1610164800,0,4.024,276,1.45,0.88
6,-3.95,0.91,-5.62,0.88,cloudy,298.5,0.0492,0.0387,0.04,snow,1021.6,Stark bewölkt,-3.95,1610168400,0,8.464,264,1.62,0.81
7,-3.75,0.98,-5.81,0.86,cloudy,298.9,0.0561,0.0449,0.03,snow,1021.8,Stark bewölkt,-3.75,1610172000,0,9.562,267,1.02,0.63
8,-3.54,0.97,-6.0,0.83,cloudy,298.1,0.0665,0.054,0.03,snow,1022.1,Stark bewölkt,-3.54,1610175600,0,14.455,30,0.79,0.61
9,-3.36,0.94,-6.12,0.81,cloudy,297.9,0.028,0.023,0.02,snow,1022.3,Stark bewölkt,-3.36,1610179200,0,8.996,44,1.01,0.8
10,-2.66,0.93,-5.85,0.79,cloudy,296.7,0.0231,0.0199,0.03,snow,1022.7,Stark bewölkt,-2.66,1610182800,0,8.012,47,1.11,0.92
11,-1.93,0.83,-5.9,0.74,partly-cloudy-day,295.0,0.0109,0.0099,0.03,snow,1022.8,Überwiegend bewölkt,-1.93,1610186400,1,15.298,52,1.37,0.98
12,-3.0,0.75,-5.55,0.72,partly-cloudy-day,292.8,0.0144,0.0139,0.06,snow,1022.6,Überwiegend bewölkt,-1.21,1610190000,1,13.523,42,2.61,1.42
13,-2.88,0.84,-5.33,0.71,partly-cloudy-day,293.3,0.0141,0.0142,0.08,snow,1022.1,Überwiegend bewölkt,-0.7,1610193600,1,10.323,43,3.37,1.71
14,-4.09,0.78,-5.12,0.75,partly-cloudy-day,295.2,0.0132,0.0128,0.09,snow,1022.1,Überwiegend bewölkt,-1.2,1610197200,1,13.828,41,4.09,2.19
15,-4.57,0.73,-5.08,0.77,partly-cloudy-day,296.5,0.013,0.0123,0.08,snow,1022.1,Überwiegend bewölkt,-1.51,1610200800,0,16.093,43,4.53,2.28
16,-5.59,0.49,-5.4,0.81,partly-cloudy-day,297.3,0.0144,0.0125,0.05,snow,1022.5,Leicht bewölkt,-2.55,1610204400,0,16.093,49,3.46,2.12
17,-6.44,0.35,-6.13,0.8,partly-cloudy-night,295.9,0.0123,0.0103,0.03,snow,1023.1,Leicht bewölkt,-3.2,1610208000,0,16.093,54,3.29,2.19
18,-7.39,0.46,-6.8,0.81,partly-cloudy-night,299.9,0.0078,0.0061,0.01,snow,1023.5,Leicht bewölkt,-4.09,1610211600,0,16.093,62,3.48,2.12
19,-7.7,0.58,-6.94,0.82,partly-cloudy-night,303.8,,0.0,0.0,,1024.0,Leicht bewölkt,-4.4,1610215200,0,14.395,69,3.81,2.08
20,-6.94,0.76,-6.35,0.82,partly-cloudy-night,306.5,,0.0,0.0,,1023.8,Überwiegend bewölkt,-3.67,1610218800,0,9.386,75,4.99,2.15
21,-6.72,0.82,-5.94,0.82,partly-cloudy-night,307.6,,0.0,0.0,,1024.5,Überwiegend bewölkt,-3.35,1610222400,0,6.979,77,5.73,2.28
22,-7.08,0.81,-6.23,0.83,partly-cloudy-night,310.1,0.01,0.0081,0.01,snow,1024.8,Überwiegend bewölkt,-3.77,1610226000,0,6.868,74,5.18,2.17
23,-7.23,0.78,-6.36,0.83,partly-cloudy-night,313.8,0.0092,0.0073,0.01,snow,1024.9,Überwiegend bewölkt,-3.93,1610229600,0,9.878,73,4.99,2.14
