,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,1.22,0.75,2.69,0.98,2.96,1550876400,0.0,10.003,61.0,1.81
1,-0.43,0.75,2.31,0.98,2.57,1550880000,0.0,10.003,74.0,3.02
2,-2.42,0.75,1.3,0.98,1.58,1550883600,0.0,10.003,60.0,4.11
3,-2.19,0.75,0.63,0.98,0.88,1550887200,0.0,10.003,56.0,2.72
4,-4.01,,-0.39,0.95,0.26,1550890800,0.0,10.003,56.0,4.06
5,-3.08,0.75,-0.7,0.93,0.26,1550894400,0.0,10.003,65.0,2.87
6,-3.91,0.75,-1.01,0.91,0.26,1550898000,0.0,10.003,72.0,3.91
7,-4.97,0.36,-1.69,0.93,-0.73,1550901600,0.0,10.003,71.0,3.72
8,-6.84,0.36,-2.68,0.93,-1.74,1550905200,0.0,9.691,66.0,4.6
9,-4.77,0.36,-2.3,0.87,-0.36,1550908800,0.0,9.691,76.0,4.06
10,-4.17,0.19,-2.3,0.78,1.03,1550912400,1.0,9.691,74.0,6.05
11,-2.09,0.44,-3.3,0.65,2.65,1550916000,2.0,10.003,60.0,6.01
12,0.03,0.44,-5.3,0.5,4.34,1550919600,2.0,10.003,67.0,6.05
13,0.88,0.44,-8.98,0.35,5.33,1550923200,2.0,10.003,73.0,7.17
14,2.11,0.44,-10.94,0.28,6.34,1550926800,2.0,10.003,67.0,7.35
15,3.89,0.75,-9.92,0.28,7.33,1550930400,1.0,10.003,76.0,5.9
16,7.33,,-10.62,0.27,7.33,1550934000,,,,
17,2.91,0.75,-11.31,0.27,6.34,1550937600,0.0,10.003,71.0,5.22
18,0.34,0.75,-9.61,0.37,3.95,1550941200,0.0,10.003,73.0,4.41
19,-0.54,0.75,-10.38,0.36,3.33,1550944800,0.0,10.003,77.0,4.6
20,-2.18,0.75,-9.69,0.41,2.34,1550948400,0.0,10.003,74.0,5.36
21,-2.96,0.75,-9.69,0.45,1.03,1550952000,0.0,10.003,72.0,3.91
22,-4.77,0.44,-10.31,0.47,-0.36,1550955600,0.0,10.003,72.0,4.06
23,-5.15,0.19,-10.7,0.49,-1.35,1550959200,0.0,10.003,64.0,3.02
