,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,18.26,0.0,15.24,0.83,18.22,1561240800,0,10.003,349,,1.96
1,17.81,0.0,14.83,0.83,17.81,1561244400,0,10.003,23,,1.85
2,17.24,0.0,14.83,0.86,17.22,1561248000,0,10.003,35,,2.72
3,17.05,0.75,13.83,0.81,17.05,1561251600,0,10.003,30,,1.9
4,18.81,0.0,13.41,0.71,18.81,1561255200,0,10.003,32,,3.63
5,18.4,0.0,13.41,0.73,18.4,1561258800,0,10.003,39,,3.92
6,18.4,0.0,13.41,0.73,18.4,1561262400,0,10.003,48,,3.33
7,19.4,0.08,13.41,0.68,19.4,1561266000,0,10.003,38,,3.33
8,20.99,0.08,13.41,0.62,20.99,1561269600,1,10.003,58,,4.31
9,22.39,0.08,14.41,0.61,22.39,1561273200,3,10.003,67,,4.47
10,23.22,0.19,14.41,0.58,23.22,1561276800,4,10.003,95,7.2,4.4
11,24.22,0.19,14.41,0.54,24.22,1561280400,6,10.003,85,,4.31
12,25.64,0.08,14.59,0.5,25.64,1561284000,8,10.003,103,,3.43
13,27.26,0.44,14.0,0.44,27.21,1561287600,7,10.003,87,,4.89
14,28.23,0.44,14.0,0.42,28.23,1561291200,7,10.003,94,,4.59
15,28.82,0.44,13.41,0.39,28.82,1561294800,6,10.003,86,10.3,6.79
16,29.23,0.44,14.0,0.39,29.23,1561298400,5,10.003,106,9.8,5.55
17,29.23,0.44,13.41,0.38,29.23,1561302000,4,10.003,96,8.8,5.45
18,29.23,0.44,14.0,0.39,29.23,1561305600,2,10.003,126,,4.4
19,28.82,0.44,14.41,0.41,28.82,1561309200,1,10.003,105,,4.51
20,27.76,0.0,15.0,0.46,27.64,1561312800,0,10.003,91,,4.51
21,26.64,0.0,15.0,0.49,26.64,1561316400,0,10.003,110,,3.1
22,25.05,0.0,14.41,0.52,25.05,1561320000,0,10.003,75,,3.01
23,24.63,0.0,14.41,0.53,24.63,1561323600,0,10.003,83,,2.89
