,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,23.4,0.19,14.41,0.57,23.4,1566684000,0,10.003,,0.0
1,22.23,0.19,14.41,0.61,22.23,1566687600,0,10.003,41.0,0.87
2,20.88,0.0,14.41,0.67,20.88,1566691200,0,10.003,341.0,2.58
3,20.88,0.0,15.0,0.69,20.88,1566694800,0,10.003,355.0,2.78
4,19.88,0.0,14.83,0.73,19.88,1566698400,0,10.003,30.0,1.28
5,19.47,0.0,14.83,0.75,19.47,1566702000,0,10.003,50.0,1.28
6,18.46,0.0,14.83,0.79,18.46,1566705600,0,10.003,359.0,1.75
7,18.05,0.0,14.41,0.79,18.05,1566709200,0,10.003,80.0,0.87
8,19.09,1.0,15.41,0.79,19.05,1566712800,0,10.003,101.0,0.62
9,22.28,0.19,16.0,0.68,22.23,1566716400,1,10.003,101.0,0.87
10,24.37,0.44,17.0,0.64,24.22,1566720000,2,10.003,116.0,2.39
11,25.97,0.19,17.0,0.58,25.81,1566723600,4,10.003,101.0,2.39
12,27.88,0.19,17.0,0.54,27.21,1566727200,5,10.003,110.0,0.62
13,29.28,0.0,17.41,0.51,28.65,1566730800,6,10.003,80.0,1.08
14,30.79,0.08,17.41,0.46,30.22,1566734400,6,10.003,171.0,2.68
15,30.64,0.19,15.59,0.4,30.64,1566738000,5,10.003,,0.0
16,31.23,0.0,14.59,0.36,31.23,1566741600,4,10.003,230.0,3.1
17,31.23,0.08,12.59,0.32,31.23,1566745200,2,10.003,193.0,2.6
18,31.23,0.08,12.59,0.32,31.23,1566748800,1,10.003,187.0,3.19
19,30.64,0.08,13.41,0.35,30.64,1566752400,0,10.003,226.0,2.39
20,29.23,0.08,13.41,0.38,29.23,1566756000,0,10.003,219.0,2.3
21,26.39,0.08,13.83,0.46,26.39,1566759600,0,10.003,240.0,0.87
22,24.39,0.08,14.41,0.54,24.39,1566763200,0,10.003,344.0,1.5
23,23.4,0.0,13.83,0.55,23.4,1566766800,0,10.003,,0.0
