,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,21.29,0.08,16.0,0.72,21.23,1564437600,0,10.003,60,,1.08
1,20.93,0.08,16.41,0.76,20.81,1564441200,0,10.003,48,,2.16
2,19.96,0.18,16.41,0.81,19.81,1564444800,0,10.003,71,,0.87
3,17.72,0.08,15.41,0.87,17.64,1564448400,0,10.003,41,,0.62
4,17.41,0.08,16.0,0.93,17.22,1564452000,0,10.003,20,,0.62
5,17.97,0.08,16.0,0.89,17.81,1564455600,0,10.003,71,,1.08
6,17.78,0.0,15.82,0.89,17.64,1564459200,0,10.003,60,,1.08
7,18.83,0.0,16.41,0.87,18.64,1564462800,0,10.003,41,,0.62
8,20.44,0.08,17.0,0.82,20.23,1564466400,1,10.003,20,,0.62
9,21.82,1.0,17.0,0.75,21.64,1564470000,2,10.003,110,,0.62
10,23.37,0.0,17.0,0.68,23.22,1564473600,4,10.003,171,,1.96
11,25.37,0.08,17.0,0.6,25.22,1564477200,5,10.003,192,,2.6
12,27.1,0.08,15.41,0.5,26.64,1564480800,7,10.003,210,,1.28
13,28.23,0.19,13.59,0.41,28.23,1564484400,7,10.003,195,,4.83
14,29.23,0.44,12.24,0.35,29.23,1564488000,6,10.003,221,,1.7
15,29.64,0.0,12.41,0.35,29.64,1564491600,7,10.003,220,,3.52
16,31.23,0.19,11.83,0.3,31.23,1564495200,5,10.003,244,9.8,3.9
17,30.82,0.75,11.83,0.31,30.82,1564498800,3,10.003,237,8.8,6.0
18,30.22,0.33,10.99,0.31,30.22,1564502400,2,10.003,271,,6.29
19,28.65,0.52,10.82,0.33,28.65,1564506000,1,10.003,265,,7.49
20,26.64,0.66,9.41,0.34,26.64,1564509600,0,10.003,265,,4.77
21,25.64,1.0,9.99,0.37,25.64,1564513200,0,10.003,268,13.9,4.68
22,24.05,0.75,12.76,0.49,24.05,1564516800,0,10.003,274,,2.16
23,23.22,0.66,13.0,0.53,23.22,1564520400,0,10.003,225,,2.37
