,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,22.64,0.52,15.41,0.64,22.64,1563660000,0,10.003,80,,1.08
1,21.27,0.33,15.82,0.71,21.23,1563663600,0,10.003,131,,0.87
2,19.71,0.66,15.82,0.79,19.64,1563667200,0,10.003,124,,1.5
3,19.26,0.08,15.41,0.79,19.23,1563670800,0,10.003,240,,0.62
4,18.69,0.52,15.41,0.82,18.64,1563674400,0,10.003,210,,0.41
5,19.26,0.57,15.41,0.79,19.23,1563678000,0,10.003,341,,1.85
6,18.81,0.18,14.83,0.78,18.81,1563681600,0,10.003,330,,1.85
7,19.26,0.66,15.41,0.79,19.23,1563685200,0,10.003,297,,1.96
8,20.81,0.52,14.83,0.69,20.81,1563688800,1,10.003,280,,1.75
9,22.81,0.29,14.41,0.59,22.81,1563692400,2,10.003,276,,2.6
10,24.22,0.33,13.41,0.51,24.22,1563696000,3,10.003,267,,3.3
11,25.22,0.08,13.0,0.47,25.22,1563699600,6,10.003,242,,5.09
12,26.23,0.75,12.0,0.41,26.23,1563703200,5,10.003,245,8.21,4.68
13,28.23,0.19,12.0,0.37,28.23,1563706800,7,10.003,247,9.3,6.79
14,28.23,0.75,10.58,0.33,28.23,1563710400,5,10.003,275,8.21,5.76
15,28.23,0.44,9.99,0.32,28.23,1563714000,6,10.003,276,11.3,4.8
16,28.65,0.44,9.41,0.3,28.65,1563717600,5,10.003,263,9.71,5.25
17,28.65,0.19,9.58,0.3,28.65,1563721200,4,10.003,266,,3.52
18,28.23,0.75,9.0,0.3,28.23,1563724800,2,10.003,276,,2.58
19,27.64,0.19,11.58,0.37,27.64,1563728400,1,10.003,9,,3.39
20,26.64,0.19,12.0,0.4,26.64,1563732000,0,10.003,6,,3.6
21,24.63,0.19,13.0,0.48,24.63,1563735600,0,10.003,343,,3.1
22,24.05,0.0,12.0,0.47,24.05,1563739200,0,10.003,21,,3.43
23,22.46,0.0,12.0,0.52,22.46,1563742800,0,10.003,20,,1.28
