,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-0.08,0.11,-0.81,0.79,clear-night,337.4,0,0,1018.1,Klar,2.55,1578956400,0,16.093,171,3.67,2.58
1,-0.14,0.11,-1.26,0.75,clear-night,335.5,0,0,1017.9,Klar,2.65,1578960000,0,16.093,173,4.29,2.79
2,0.43,0.36,-0.63,0.76,partly-cloudy-night,333.3,0,0,1017.4,Leicht bewölkt,3.22,1578963600,0,16.093,180,5.92,2.93
3,-0.18,0.68,-1.25,0.75,partly-cloudy-night,329.3,0,0,1017.0,Überwiegend bewölkt,2.74,1578967200,0,16.093,182,6.49,2.96
4,-0.59,1.0,-1.82,0.74,cloudy,326.4,0,0,1016.4,Stark bewölkt,2.44,1578970800,0,16.093,184,6.87,3.02
5,-0.88,0.95,-2.44,0.71,cloudy,326.2,0,0,1016.4,Stark bewölkt,2.23,1578974400,0,16.093,185,6.91,3.08
6,-0.79,1.0,-3.14,0.67,cloudy,327.1,0,0,1016.7,Stark bewölkt,2.3,1578978000,0,16.093,188,6.76,3.07
7,-0.55,0.71,-3.82,0.63,partly-cloudy-night,329.2,0,0,1016.9,Überwiegend bewölkt,2.54,1578981600,0,16.093,191,7.27,3.13
8,-0.36,0.38,-3.83,0.62,partly-cloudy-night,327.6,0,0,1017.0,Leicht bewölkt,2.68,1578985200,0,16.093,193,7.5,3.1
9,-0.09,0.6,-3.66,0.62,partly-cloudy-day,324.9,0,0,1017.4,Überwiegend bewölkt,2.89,1578988800,0,16.093,196,7.76,3.08
10,1.46,0.81,-2.86,0.6,partly-cloudy-day,322.9,0,0,1017.5,Überwiegend bewölkt,4.2,1578992400,0,16.093,196,8.01,3.12
11,3.25,0.63,-1.85,0.58,partly-cloudy-day,322.5,0,0,1017.5,Überwiegend bewölkt,5.74,1578996000,1,16.093,196,8.26,3.2
12,5.42,0.78,-0.82,0.55,partly-cloudy-day,322.8,0,0,1017.3,Überwiegend bewölkt,7.55,1578999600,1,16.093,199,8.5,3.23
13,6.44,0.95,-0.49,0.54,cloudy,325.0,0,0,1017.3,Stark bewölkt,8.38,1579003200,1,16.093,198,8.79,3.2
14,6.86,0.96,-0.31,0.53,cloudy,323.3,0,0,1017.1,Stark bewölkt,8.73,1579006800,1,16.093,189,8.62,3.21
15,6.32,0.94,-0.33,0.55,cloudy,320.7,0,0,1017.1,Stark bewölkt,8.28,1579010400,0,16.093,189,8.27,3.21
16,4.58,0.9,-1.43,0.56,cloudy,318.4,0,0,1017.2,Stark bewölkt,6.84,1579014000,0,16.093,189,7.94,3.2
17,3.66,0.86,-0.61,0.62,partly-cloudy-night,316.8,0,0,1017.7,Überwiegend bewölkt,6.05,1579017600,0,16.093,187,7.73,3.16
18,3.28,0.83,-0.88,0.63,partly-cloudy-night,315.4,0,0,1018.3,Überwiegend bewölkt,5.73,1579021200,0,16.093,186,7.53,3.15
19,3.97,0.98,-1.84,0.56,cloudy,314.2,0,0,1018.5,Stark bewölkt,6.26,1579024800,0,16.093,187,7.27,3.06
20,4.18,0.99,-2.05,0.55,cloudy,311.9,0,0,1018.4,Stark bewölkt,6.35,1579028400,0,16.093,182,6.63,2.93
21,4.01,0.97,-2.59,0.54,cloudy,310.8,0,0,1018.1,Stark bewölkt,6.14,1579032000,0,16.093,181,6.23,2.81
22,3.64,0.89,-3.16,0.52,cloudy,310.1,0,0,1018.1,Stark bewölkt,5.83,1579035600,0,16.093,178,5.77,2.81
23,3.55,0.94,-3.61,0.51,cloudy,310.5,0,0,1018.1,Stark bewölkt,5.7,1579039200,0,16.093,178,5.22,2.73
