,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,10.22,0,3.42,0.63,10.22,1569016800,0,10.003,86,,1.85
1,10.98,0,2.83,0.57,10.98,1569020400,0,10.003,77,,2.68
2,9.06,0,3.42,0.64,9.98,1569024000,0,10.003,87,,2.15
3,8.28,0,2.83,0.61,9.98,1569027600,0,10.003,76,,3.39
4,8.68,0,2.41,0.59,9.98,1569031200,0,10.003,71,,2.68
5,7.93,0,2.41,0.61,9.57,1569034800,0,10.003,76,,3.1
6,8.11,0,2.41,0.61,9.57,1569038400,0,10.003,85,,2.81
7,6.86,0,2.41,0.65,8.57,1569042000,0,10.003,83,,2.89
8,7.78,0,3.0,0.64,9.4,1569045600,0,10.003,80,,3.01
9,11.39,0,3.42,0.58,11.39,1569049200,1,10.003,79,,4.69
10,13.81,0,3.42,0.49,13.81,1569052800,2,10.003,82,,5.09
11,15.81,0,4.01,0.45,15.81,1569056400,3,10.003,99,,4.69
12,18.22,0,3.42,0.37,18.22,1569060000,4,10.003,104,8.21,4.89
13,20.23,0,2.58,0.31,20.23,1569063600,4,10.003,108,,6.5
14,22.23,0,1.58,0.26,22.23,1569067200,4,10.003,90,,5.06
15,23.22,0,0.83,0.23,23.22,1569070800,3,10.003,109,8.21,5.7
16,24.22,0,2.41,0.24,24.22,1569074400,2,10.003,93,,5.25
17,24.22,0,3.0,0.25,24.22,1569078000,1,10.003,114,,4.8
18,24.22,0,3.0,0.25,24.22,1569081600,0,10.003,101,,4.6
19,22.64,0,4.01,0.3,22.64,1569085200,0,10.003,109,,2.81
20,21.05,0,4.01,0.33,21.05,1569088800,0,10.003,52,,1.96
21,17.64,0,4.42,0.42,17.64,1569092400,0,10.003,60,,2.16
22,17.64,0,4.42,0.42,17.64,1569096000,0,10.003,55,,2.51
23,17.22,0,5.0,0.44,17.22,1569099600,0,10.003,68,,4.11
