,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-7.59,0.98,-8.12,0.74,cloudy,300.9,0.0882,0.0679,0.03,snow,1016.5,Stark bewölkt,-4.23,1610060400,0,16.093,222,2.79,2.15
1,-7.39,0.99,-8.35,0.72,cloudy,303.7,0.0355,0.0277,0.02,snow,1016.1,Stark bewölkt,-4.01,1610064000,0,16.093,224,2.98,2.19
2,-4.0,0.96,-4.02,0.83,cloudy,303.9,0.0469,0.0437,0.06,snow,1016.0,Stark bewölkt,-1.55,1610067600,0,16.093,292,3.21,1.81
3,-5.95,0.94,-4.73,0.85,cloudy,303.2,0.0478,0.0413,0.06,snow,1016.0,Stark bewölkt,-2.54,1610071200,0,16.093,214,3.3,2.43
4,-6.81,0.92,-5.32,0.83,cloudy,304.7,0.0594,0.0503,0.06,snow,1016.0,Stark bewölkt,-2.85,1610074800,0,16.093,253,3.45,2.89
5,-7.09,0.85,-5.61,0.82,partly-cloudy-night,307.6,0.0266,0.0222,0.03,snow,1016.1,Überwiegend bewölkt,-3.03,1610078400,0,12.657,254,4.48,2.95
6,-7.46,0.78,-5.64,0.85,partly-cloudy-night,312.0,0.0085,0.0069,0.01,snow,1015.9,Überwiegend bewölkt,-3.43,1610082000,0,13.754,248,4.95,2.84
7,-7.12,0.86,-5.79,0.82,partly-cloudy-night,312.1,,0.0,0.0,,1016.0,Überwiegend bewölkt,-3.17,1610085600,0,14.269,239,4.86,2.81
8,-7.18,0.86,-5.76,0.82,partly-cloudy-night,312.0,,0.0,0.0,,1016.2,Überwiegend bewölkt,-3.07,1610089200,0,13.378,237,4.8,2.99
9,-7.14,0.89,-5.78,0.8,cloudy,310.8,0.0103,0.0088,0.02,snow,1016.9,Stark bewölkt,-2.84,1610092800,0,12.171,237,4.98,3.24
10,-6.74,0.93,-5.9,0.77,cloudy,311.6,0.0288,0.0255,0.03,snow,1017.2,Stark bewölkt,-2.38,1610096400,0,12.822,239,5.18,3.43
11,-6.28,0.91,-5.9,0.74,cloudy,313.9,0.0443,0.0403,0.04,snow,1017.3,Stark bewölkt,-1.94,1610100000,1,12.901,243,4.96,3.5
12,-5.2,0.91,-5.33,0.73,cloudy,317.1,0.1077,0.1055,0.07,snow,1017.1,Stark bewölkt,-1.06,1610103600,1,12.592,249,4.8,3.49
13,-4.98,0.94,-4.38,0.75,fog,317.4,0.1244,0.1283,0.18,snow,1016.7,Nebel,-0.49,1610107200,1,0.873,259,7.94,4.13
14,-4.52,0.99,-4.16,0.76,fog,315.5,0.1228,0.1265,0.2,snow,1016.6,Nebel,-0.5,1610110800,1,1.081,261,7.61,3.49
15,-4.62,0.98,-4.16,0.78,fog,312.3,0.108,0.1092,0.18,snow,1016.5,Nebel,-0.72,1610114400,0,1.384,265,7.04,3.29
16,-4.74,0.94,-4.31,0.78,fog,303.7,0.111,0.1095,0.14,snow,1017.0,Nebel,-1.04,1610118000,0,0.623,267,7.16,2.99
17,-5.39,0.95,-4.74,0.81,fog,301.9,0.1182,0.1077,0.09,snow,1017.7,Nebel,-1.98,1610121600,0,0.633,268,6.47,2.52
18,-5.58,0.92,-5.03,0.82,fog,304.2,0.1195,0.1057,0.07,snow,1018.2,Nebel,-2.38,1610125200,0,1.757,268,5.87,2.28
19,-5.39,0.9,-5.1,0.82,cloudy,304.1,0.1129,0.0998,0.04,snow,1019.5,Stark bewölkt,-2.42,1610128800,0,5.671,269,4.97,2.09
20,-5.47,0.81,-5.34,0.82,partly-cloudy-night,302.4,0.0605,0.0524,0.03,snow,1019.4,Überwiegend bewölkt,-2.7,1610132400,0,7.992,266,3.19,1.9
21,-5.53,0.74,-5.71,0.81,partly-cloudy-night,299.8,0.0405,0.0342,0.02,snow,1020.1,Überwiegend bewölkt,-2.98,1610136000,0,7.716,264,2.22,1.73
22,-5.63,0.71,-6.08,0.81,partly-cloudy-night,299.1,0.0307,0.0253,0.02,snow,1020.2,Überwiegend bewölkt,-3.36,1610139600,0,8.524,262,1.86,1.52
23,-5.66,0.73,-6.27,0.82,partly-cloudy-night,298.5,0.0248,0.02,0.01,snow,1020.6,Überwiegend bewölkt,-3.6,1610143200,0,4.651,235,1.61,1.4
