,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,9.95,0.04,0.26,0.51,clear-night,350.3,0,0,1025.8,Klar,9.95,1588802400,0,16.093,346,1.42,1.05
1,9.14,0.03,0.57,0.55,clear-night,348.2,0,0,1025.5,Klar,9.14,1588806000,0,16.093,353,1.87,1.03
2,8.43,0.02,0.86,0.59,clear-night,346.4,0,0,1025.6,Klar,8.43,1588809600,0,16.093,6,2.17,1.03
3,7.93,0.01,2.72,0.7,clear-night,345.6,0,0,1025.9,Klar,7.93,1588813200,0,16.093,51,1.76,0.82
4,7.0,0.01,2.82,0.75,clear-night,344.3,0,0,1026.2,Klar,7.0,1588816800,0,16.093,23,1.54,0.79
5,6.55,0.0,2.78,0.77,clear-night,343.9,0,0,1026.0,Klar,6.55,1588820400,0,16.093,2,1.48,0.82
6,6.39,0.0,2.72,0.77,clear-day,344.7,0,0,1026.2,Klar,6.39,1588824000,0,16.093,3,1.84,0.86
7,6.8,0.0,2.91,0.76,clear-day,346.4,0,0,1026.0,Klar,6.8,1588827600,0,16.093,29,2.39,0.99
8,8.6,0.0,2.86,0.67,clear-day,347.7,0,0,1025.7,Klar,8.6,1588831200,1,16.093,55,2.65,1.08
9,10.93,0.0,3.11,0.59,clear-day,347.0,0,0,1025.8,Klar,10.93,1588834800,2,16.093,64,2.09,1.1
10,13.47,0.0,3.47,0.51,clear-day,347.1,0,0,1025.4,Klar,13.47,1588838400,3,16.093,73,1.57,1.21
11,15.55,0.0,3.49,0.44,clear-day,347.6,0,0,1025.1,Klar,15.55,1588842000,5,16.093,80,1.17,0.98
12,17.17,0.01,3.18,0.39,clear-day,349.0,0,0,1024.7,Klar,17.17,1588845600,6,16.093,104,1.06,0.84
13,18.73,0.02,2.71,0.34,clear-day,350.9,0,0,1024.3,Klar,18.73,1588849200,6,16.093,151,1.15,1.13
14,20.2,0.03,1.9,0.3,clear-day,352.2,0,0,1023.9,Klar,20.2,1588852800,6,16.093,213,1.43,1.43
15,21.75,0.06,0.03,0.24,clear-day,353.0,0,0,1023.3,Klar,21.75,1588856400,5,16.093,355,1.02,0.89
16,22.3,0.06,-0.5,0.22,clear-day,353.3,0,0,1022.4,Klar,22.3,1588860000,4,16.093,105,1.12,1.08
17,21.34,0.08,-0.24,0.24,clear-day,353.0,0,0,1021.7,Klar,21.34,1588863600,3,16.093,124,1.27,1.27
18,21.41,0.12,0.56,0.25,clear-day,351.7,0,0,1021.2,Klar,21.41,1588867200,1,16.093,135,1.51,1.27
19,21.19,0.18,1.78,0.28,clear-day,349.8,0,0,1021.0,Klar,21.19,1588870800,0,16.093,129,1.84,1.06
20,20.23,0.29,2.72,0.31,clear-day,347.8,0,0,1020.8,Klar,20.23,1588874400,0,16.093,116,1.95,0.93
21,18.32,0.5,3.35,0.37,partly-cloudy-night,345.4,0,0,1020.8,Leicht bewölkt,18.32,1588878000,0,16.093,70,1.2,0.81
22,16.38,0.77,3.19,0.41,partly-cloudy-night,343.2,0,0,1020.8,Überwiegend bewölkt,16.38,1588881600,0,16.093,30,0.95,0.81
23,14.78,0.96,3.31,0.46,cloudy,341.6,0,0,1020.7,Stark bewölkt,14.78,1588885200,0,16.093,0,0.83,0.79
