,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-4.31,0.14,-3.86,0.89,clear-night,310.9,,0.0,0.0,,1035.9,Klar,-2.24,1577833200,0,16.093,134,1.86,1.5
1,-4.78,0.11,-3.85,0.91,clear-night,314.4,,0.0,0.0,,1035.6,Klar,-2.54,1577836800,0,16.093,135,1.89,1.57
2,-2.68,0.08,-2.46,0.9,clear-night,317.0,,0.0,0.0,,1035.3,Klar,-0.96,1577840400,0,16.093,142,1.92,1.4
3,-4.15,0.06,-3.08,0.92,clear-night,318.1,,0.0,0.0,,1034.9,Klar,-2.0,1577844000,0,16.093,130,2.1,1.57
4,-5.44,0.05,-3.66,0.95,clear-night,318.2,,0.0,0.0,,1034.7,Klar,-2.9,1577847600,0,16.093,122,2.33,1.73
5,-6.32,0.05,-4.06,0.96,clear-night,316.8,,0.0,0.0,,1034.7,Klar,-3.49,1577851200,0,16.093,120,2.66,1.86
6,-6.83,0.05,-4.23,0.97,clear-night,314.4,,0.0,0.0,,1035.5,Klar,-3.77,1577854800,0,16.093,122,3.04,1.99
7,-6.79,0.05,-4.39,0.94,clear-night,313.0,,0.0,0.0,,1035.4,Klar,-3.63,1577858400,0,16.093,123,3.3,2.08
8,-6.5,0.13,-3.95,0.97,clear-night,309.5,,0.0,0.0,,1035.7,Klar,-3.48,1577862000,0,16.093,127,3.26,1.99
9,-5.98,0.23,-3.64,0.95,clear-day,311.5,0.0037,0.0051,0.04,snow,1035.8,Klar,-2.96,1577865600,0,16.093,127,3.24,2.06
10,-4.95,0.29,-3.17,0.92,clear-day,312.7,0.0029,0.0051,0.08,snow,1035.6,Klar,-2.0,1577869200,0,16.093,126,3.23,2.13
11,-3.16,0.28,-2.29,0.87,clear-day,312.0,,0.0,0.0,,1035.1,Klar,-0.38,1577872800,1,16.093,124,3.33,2.21
12,-0.79,0.23,-1.38,0.8,clear-day,310.5,,0.0,0.0,,1034.2,Klar,1.71,1577876400,1,16.093,122,3.44,2.3
13,0.47,0.17,-0.71,0.78,clear-day,308.9,,0.0,0.0,,1033.7,Klar,2.77,1577880000,1,16.093,120,3.39,2.28
14,1.06,0.11,-0.18,0.79,clear-day,312.9,,0.0,0.0,,1033.5,Klar,3.08,1577883600,1,16.093,116,3.33,2.07
15,0.15,0.05,-0.65,0.83,clear-day,311.0,,0.0,0.0,,1033.1,Klar,1.96,1577887200,0,16.093,118,2.43,1.73
16,-0.87,0.0,-1.06,0.87,clear-day,309.6,,0.0,0.0,,1033.1,Klar,0.81,1577890800,0,16.093,121,1.84,1.52
17,-2.13,0.0,-1.41,0.91,clear-night,309.0,,0.0,0.0,,1033.1,Klar,-0.2,1577894400,0,16.093,125,1.91,1.6
18,-3.72,0.0,-1.87,0.96,clear-night,309.1,,0.0,0.0,,1033.6,Klar,-1.3,1577898000,0,16.093,131,2.3,1.81
19,-4.64,0.0,-2.14,1.0,clear-night,301.5,,0.0,0.0,,1033.9,Klar,-2.14,1577901600,0,16.093,140,2.19,1.78
20,-4.96,0.0,-2.41,1.0,clear-night,301.6,,0.0,0.0,,1033.7,Klar,-2.41,1577905200,0,16.093,143,2.13,1.79
21,-5.0,0.0,-2.89,0.97,clear-night,302.9,,0.0,0.0,,1033.7,Klar,-2.46,1577908800,0,16.093,144,2.0,1.77
22,-4.83,0.0,-3.12,0.95,clear-night,304.3,,0.0,0.0,,1033.7,Klar,-2.37,1577912400,0,16.093,149,1.86,1.73
23,-4.95,0.0,-3.61,0.93,clear-night,305.7,,0.0,0.0,,1033.2,Klar,-2.58,1577916000,0,16.093,155,1.75,1.65
