,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-3.36,0.12,-2.4,0.91,clear-night,323.4,0,0,1034.7,Klar,-1.19,1578265200,0,16.093,142,2.75,1.66
1,-3.61,0.18,-2.68,0.9,clear-night,323.9,0,0,1034.2,Klar,-1.31,1578268800,0,16.093,139,3.04,1.73
2,-2.87,0.16,-1.95,0.89,clear-night,322.5,0,0,1033.3,Klar,-0.4,1578272400,0,16.093,140,3.1,1.96
3,-3.58,0.13,-2.38,0.91,clear-night,321.4,0,0,1032.4,Klar,-1.04,1578276000,0,16.093,140,3.29,1.93
4,-4.28,0.12,-2.88,0.92,clear-night,320.6,0,0,1031.8,Klar,-1.74,1578279600,0,16.093,139,3.28,1.85
5,-4.71,0.19,-3.36,0.92,clear-night,320.7,0,0,1031.7,Klar,-2.3,1578283200,0,16.093,137,2.9,1.71
6,-4.71,0.3,-3.62,0.93,clear-night,321.1,0,0,1031.9,Klar,-2.57,1578286800,0,16.093,136,2.33,1.51
7,-4.19,0.34,-4.21,0.87,partly-cloudy-night,319.2,0,0,1032.0,Leicht bewölkt,-2.39,1578290400,0,16.093,142,1.75,1.34
8,-4.27,0.35,-4.37,0.86,partly-cloudy-night,318.0,0,0,1031.8,Leicht bewölkt,-2.4,1578294000,0,16.093,144,1.73,1.37
9,-3.91,0.33,-4.12,0.85,partly-cloudy-day,316.5,0,0,1031.6,Leicht bewölkt,-1.91,1578297600,0,16.093,148,1.94,1.48
10,-2.91,0.3,-3.73,0.81,clear-day,315.2,0,0,1031.1,Klar,-0.89,1578301200,0,16.093,153,2.17,1.59
11,-0.94,0.26,-2.77,0.76,clear-day,314.4,0,0,1030.5,Klar,0.93,1578304800,1,16.093,162,2.44,1.67
12,1.74,0.2,-1.71,0.69,clear-day,313.7,0,0,1029.7,Klar,3.35,1578308400,1,16.093,172,2.74,1.75
13,3.12,0.15,-0.92,0.67,clear-day,312.9,0,0,1029.0,Klar,4.59,1578312000,1,16.093,180,2.9,1.79
14,2.97,0.09,-0.64,0.69,clear-day,327.1,0,0,1028.6,Klar,4.47,1578315600,1,16.093,173,2.63,1.8
15,3.04,0.02,-0.3,0.72,clear-day,324.7,0,0,1027.9,Klar,4.22,1578319200,0,16.093,172,2.44,1.51
16,1.55,0.0,-0.58,0.78,clear-day,323.4,0,0,1027.6,Klar,2.9,1578322800,0,16.093,180,2.26,1.5
17,-0.07,0.0,-1.37,0.81,clear-night,324.5,0,0,1027.6,Klar,1.5,1578326400,0,16.093,182,2.12,1.51
18,-0.95,0.0,-2.34,0.8,clear-night,326.7,0,0,1027.8,Klar,0.77,1578330000,0,16.093,185,1.98,1.55
19,-1.47,0.0,-3.09,0.77,clear-night,329.1,0,0,1027.7,Klar,0.4,1578333600,0,16.093,193,2.0,1.61
20,-1.65,0.0,-3.86,0.73,clear-night,322.3,0,0,1027.6,Klar,0.38,1578337200,0,16.093,196,2.09,1.73
21,-1.18,0.0,-3.72,0.71,clear-night,325.0,0,0,1027.2,Klar,1.0,1578340800,0,16.093,197,2.57,1.91
22,-1.15,0.0,-3.67,0.7,clear-night,327.4,0,0,1026.9,Klar,1.22,1578344400,0,16.093,203,3.19,2.09
23,-1.09,0.0,-3.69,0.69,clear-night,328.3,0,0,1026.5,Klar,1.37,1578348000,0,16.093,212,3.7,2.2
