,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-2.94,1.0,-0.66,0.86,fog,312.0,,0.1038,0.18,rain,1035.7,Nebel,1.43,1578178800,0,2.559,273,9.67,4.66
1,-2.72,1.0,-0.63,0.86,cloudy,307.0,,0.0769,0.1,rain,1036.0,Stark bewölkt,1.4,1578182400,0,3.719,269,9.0,4.25
2,-1.59,1.0,-0.74,0.82,cloudy,306.0,,0.0674,0.09,rain,1036.3,Stark bewölkt,1.97,1578186000,0,4.097,224,8.22,3.59
3,-2.09,1.0,-0.55,0.87,cloudy,305.7,,0.0825,0.14,rain,1036.5,Stark bewölkt,1.3,1578189600,0,4.104,297,7.39,3.19
4,-1.41,1.0,-0.66,0.86,cloudy,305.2,,0.0946,0.18,rain,1036.8,Stark bewölkt,1.39,1578193200,0,4.018,279,6.39,2.54
5,-1.09,1.0,-0.68,0.87,cloudy,304.3,,0.0885,0.2,rain,1037.1,Stark bewölkt,1.22,1578196800,0,3.684,297,5.01,2.05
6,-0.6,1.0,-0.64,0.88,cloudy,303.4,,0.0694,0.17,rain,1037.4,Stark bewölkt,1.13,1578200400,0,3.28,225,3.46,1.59
7,1.08,1.0,-0.6,0.89,cloudy,298.8,0.0105,0.0222,0.08,snow,1037.6,Stark bewölkt,1.08,1578204000,0,4.162,265,1.54,1.02
8,1.24,0.97,-0.5,0.88,cloudy,297.1,0.0102,0.0223,0.08,snow,1037.7,Stark bewölkt,1.24,1578207600,0,7.135,316,1.09,0.89
9,1.4,0.93,-0.48,0.87,cloudy,296.0,0.0119,0.0266,0.08,snow,1037.7,Stark bewölkt,1.4,1578211200,0,11.303,206,1.08,0.93
10,1.62,0.9,-0.67,0.85,cloudy,296.3,0.0128,0.0299,0.08,snow,1037.6,Stark bewölkt,1.62,1578214800,0,14.697,226,1.16,0.98
11,2.09,0.9,-0.81,0.81,cloudy,299.1,,0.0242,0.08,rain,1037.4,Stark bewölkt,2.09,1578218400,1,16.093,159,1.12,0.99
12,3.01,0.91,-0.71,0.77,cloudy,303.3,,0.0194,0.09,rain,1037.1,Stark bewölkt,3.01,1578222000,1,16.093,33,1.09,1.01
13,3.21,0.91,-0.62,0.76,cloudy,306.8,,0.0183,0.1,rain,1036.8,Stark bewölkt,3.21,1578225600,1,16.093,326,1.06,0.99
14,3.38,0.93,-0.05,0.78,cloudy,311.7,,0.0,0.0,,1036.9,Stark bewölkt,3.38,1578229200,1,16.093,345,1.46,0.98
15,3.18,0.95,0.21,0.81,cloudy,311.2,,0.0097,0.11,rain,1036.6,Stark bewölkt,3.18,1578232800,0,16.093,11,0.88,0.66
16,2.5,0.94,0.36,0.86,cloudy,311.1,,0.0174,0.09,rain,1036.5,Stark bewölkt,2.5,1578236400,0,16.093,33,0.61,0.48
17,1.79,0.88,-0.13,0.87,cloudy,311.6,,0.0126,0.05,rain,1036.6,Stark bewölkt,1.79,1578240000,0,16.093,55,0.72,0.61
18,0.85,0.79,-0.71,0.89,partly-cloudy-night,312.5,,0.0087,0.02,rain,1036.9,Überwiegend bewölkt,0.85,1578243600,0,16.093,108,1.18,0.89
19,0.15,0.65,-1.16,0.91,partly-cloudy-night,314.5,,0.0085,0.01,rain,1037.0,Überwiegend bewölkt,0.15,1578247200,0,16.093,127,1.55,1.12
20,-0.07,0.44,-1.27,0.92,partly-cloudy-night,311.9,,0.0,0.0,,1036.8,Leicht bewölkt,-0.07,1578250800,0,16.093,137,1.43,1.13
21,-0.43,0.19,-1.6,0.92,clear-night,316.6,,0.0,0.0,,1036.2,Klar,-0.43,1578254400,0,16.093,141,1.66,1.29
22,-2.57,0.03,-1.73,0.94,clear-night,320.3,,0.0,0.0,,1035.4,Klar,-0.82,1578258000,0,16.093,143,1.94,1.43
23,-3.06,0.03,-2.06,0.93,clear-night,322.3,,0.0,0.0,,1035.1,Klar,-1.07,1578261600,0,16.093,143,2.32,1.56
