,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,5.4,0.0,-1.17,0.63,5.4,1550271600,0.0,10.003,0.0,0.62
1,1.83,0.0,-1.17,0.71,3.64,1550275200,0.0,10.003,352.0,1.96
2,2.63,0.0,-1.17,0.76,2.63,1550278800,0.0,10.003,30.0,0.41
3,1.06,0.0,-2.17,0.79,1.06,1550282400,0.0,10.003,71.0,0.87
4,0.24,0.0,-2.17,0.84,0.24,1550286000,0.0,10.003,90.0,0.62
5,-0.59,0.0,-2.99,0.84,-0.59,1550289600,0.0,10.003,281.0,0.41
6,-0.59,0.0,-2.99,0.84,-0.59,1550293200,0.0,10.003,101.0,0.62
7,-1.2,0.0,-3.57,0.84,-1.2,1550296800,0.0,10.003,,0.0
8,-1.61,0.0,-3.99,0.84,-1.61,1550300400,0.0,10.003,210.0,0.21
9,0.38,0.0,-2.0,0.84,0.38,1550304000,0.0,10.003,200.0,0.41
10,4.23,0.0,0.01,0.74,4.23,1550307600,1.0,10.003,,0.0
11,6.22,,-0.19,0.64,6.22,1550311200,,10.003,210.0,0.62
12,7.64,0.0,0.42,0.6,7.64,1550314800,2.0,10.003,210.0,1.08
13,9.05,0.0,0.83,0.56,9.05,1550318400,2.0,10.003,191.0,1.28
14,10.63,0.0,0.83,0.51,10.63,1550322000,2.0,10.003,191.0,0.87
15,11.63,0.0,0.83,0.47,11.63,1550325600,1.0,10.003,210.0,0.87
16,12.05,0.0,1.25,0.48,12.05,1550329200,0.0,10.003,240.0,0.87
17,11.63,0.0,2.0,0.52,11.63,1550332800,0.0,10.003,240.0,0.87
18,9.4,0.0,1.41,0.57,9.4,1550336400,0.0,10.003,270.0,0.62
19,6.39,0.0,1.41,0.7,6.39,1550340000,0.0,10.003,210.0,0.41
20,5.98,0.0,0.42,0.67,5.98,1550343600,0.0,10.003,,0.0
21,3.82,0.0,0.42,0.78,3.82,1550347200,0.0,10.003,,0.0
22,2.81,0.0,0.01,0.82,2.81,1550350800,0.0,10.003,150.0,0.21
23,2.39,0.0,-0.59,0.81,2.39,1550354400,0.0,10.003,80.0,0.41
