,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,10.28,0.12,9.23,0.93,clear-night,319.0,0.0051,0.03,rain,1020.1,Klar,10.28,1596578400,0,16.093,167,1.79,1.36
1,9.96,0.1,8.67,0.92,clear-night,315.8,0.0,0.0,,1020.1,Klar,9.96,1596582000,0,16.093,165,1.44,1.24
2,10.16,0.09,8.37,0.89,clear-night,307.4,0.0,0.0,,1019.8,Klar,10.16,1596585600,0,16.093,169,1.29,1.04
3,9.64,0.1,7.86,0.89,clear-night,305.1,0.0,0.0,,1019.7,Klar,9.64,1596589200,0,16.093,161,1.11,0.95
4,9.14,0.13,7.39,0.89,clear-night,303.8,0.0,0.0,,1020.3,Klar,9.14,1596592800,0,16.093,152,1.02,0.89
5,9.27,0.15,7.29,0.87,clear-night,303.1,0.0083,0.01,rain,1020.3,Klar,9.27,1596596400,0,16.093,146,1.08,0.91
6,9.82,0.14,7.6,0.86,clear-night,302.7,0.0083,0.01,rain,1020.3,Klar,9.82,1596600000,0,16.093,137,1.3,1.01
7,10.75,0.11,8.33,0.85,clear-day,302.7,0.0051,0.01,rain,1020.3,Klar,10.75,1596603600,0,16.093,129,1.64,1.18
8,11.91,0.09,8.78,0.81,clear-day,302.7,0.0,0.0,,1020.5,Klar,11.91,1596607200,1,16.093,124,1.79,1.31
9,13.51,0.2,9.39,0.76,clear-day,302.6,0.0,0.0,,1020.3,Klar,13.51,1596610800,2,16.093,116,2.52,1.68
10,15.36,0.36,9.87,0.7,partly-cloudy-day,302.5,0.0,0.0,,1020.0,Leicht bewölkt,15.36,1596614400,3,16.093,108,3.45,2.15
11,16.8,0.45,10.07,0.65,partly-cloudy-day,302.4,0.0,0.0,,1019.8,Leicht bewölkt,16.8,1596618000,5,16.093,103,4.24,2.61
12,17.83,0.42,10.08,0.6,partly-cloudy-day,302.3,0.0,0.0,,1019.4,Leicht bewölkt,17.83,1596621600,6,16.093,99,4.83,3.06
13,18.67,0.32,10.01,0.57,partly-cloudy-day,302.2,0.0,0.0,,1019.0,Leicht bewölkt,18.67,1596625200,7,16.093,97,5.31,3.48
14,20.25,0.23,8.51,0.47,clear-day,305.8,0.0051,0.01,rain,1018.8,Klar,20.25,1596628800,7,16.093,100,4.87,3.37
15,20.78,0.14,8.46,0.45,clear-day,306.6,0.0,0.0,,1018.6,Klar,20.78,1596632400,6,16.093,97,5.23,3.6
16,21.06,0.06,8.98,0.46,clear-day,307.2,0.0,0.0,,1018.5,Klar,21.06,1596636000,5,16.093,93,5.63,3.79
17,19.41,0.0,10.08,0.55,clear-day,307.8,0.0,0.0,,1018.1,Klar,19.41,1596639600,3,16.093,91,5.88,3.78
18,19.22,0.0,10.89,0.59,clear-day,308.5,0.0,0.0,,1018.1,Klar,19.22,1596643200,2,16.093,90,5.96,3.47
19,18.42,0.0,11.07,0.62,clear-day,309.1,0.0,0.0,,1018.3,Klar,18.42,1596646800,1,16.093,91,5.9,2.98
20,17.38,0.0,11.28,0.67,clear-day,309.7,0.0,0.0,,1018.6,Klar,17.38,1596650400,0,16.093,92,5.54,2.56
21,16.18,0.0,11.78,0.75,clear-night,308.3,0.0,0.0,,1019.0,Klar,16.18,1596654000,0,16.093,100,3.5,2.18
22,14.77,0.0,11.76,0.82,clear-night,308.8,0.0051,0.01,rain,1019.3,Klar,14.77,1596657600,0,16.093,105,3.44,2.06
23,13.51,0.0,11.5,0.88,clear-night,308.8,0.0083,0.01,rain,1019.6,Klar,13.51,1596661200,0,16.093,109,3.3,1.97
