,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,21.64,0.19,12.0,0.54,21.64,1563660000,0.0,9.383,252,1.84
1,22.02,0.19,12.31,0.54,22.02,1563663600,0.0,9.383,240,1.5
2,20.65,0.44,13.0,0.62,20.65,1563667200,0.0,10.003,290,3.6
3,18.39,0.44,15.38,0.83,18.33,1563670800,0.0,9.691,311,2.14
4,17.17,0.75,16.07,0.95,16.95,1563674400,0.0,9.691,281,5.09
5,17.17,0.75,16.07,0.95,16.95,1563678000,0.0,10.003,270,1.5
6,16.93,0.75,16.38,0.98,16.64,1563681600,0.0,8.357,229,2.95
7,16.93,0.19,16.38,0.98,16.64,1563685200,0.0,9.691,191,4.11
8,17.63,0.19,16.69,0.96,17.34,1563688800,1.0,9.691,230,4.11
9,18.62,0.19,17.0,0.92,18.33,1563692400,2.0,9.691,251,3.6
10,20.87,0.19,16.69,0.78,20.71,1563696000,4.0,9.07,232,3.07
11,21.8,0.44,16.31,0.71,21.71,1563699600,5.0,9.383,251,3.91
12,23.73,0.44,15.62,0.6,23.72,1563703200,6.0,9.383,249,4.45
13,24.03,0.44,14.31,0.55,24.03,1563706800,7.0,9.691,266,4.14
14,24.4,0.44,14.24,0.53,24.4,1563710400,7.0,9.383,281,4.75
15,23.41,0.44,13.24,0.53,23.41,1563714000,6.0,10.003,265,5.9
16,24.71,0.19,14.24,0.52,24.71,1563717600,6.0,9.691,249,3.95
17,25.02,0.19,14.24,0.51,25.02,1563721200,4.0,9.691,261,4.26
18,25.02,0.19,14.62,0.52,25.02,1563724800,2.0,9.691,270,4.26
19,24.65,,13.93,0.51,24.65,1563728400,,10.003,284,4.14
20,24.65,0.75,13.62,0.5,24.65,1563732000,0.0,10.003,298,3.48
21,22.95,0.75,13.62,0.56,22.95,1563735600,0.0,10.003,297,1.5
22,20.96,0.75,15.31,0.7,20.96,1563739200,0.0,10.003,140,0.69
23,19.28,0.75,15.31,0.78,19.27,1563742800,0.0,10.003,320,1.0
