,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,17.64,0.0,8.0,0.53,17.64,1562277600,0.0,10.003,320.0,,1.08
1,19.05,0.0,7.41,0.47,19.05,1562281200,0.0,10.003,327.0,,2.58
2,18.64,0.19,7.41,0.48,18.64,1562284800,0.0,10.003,260.0,,1.08
3,16.22,0.0,7.41,0.56,16.22,1562288400,0.0,10.003,11.0,,0.87
4,15.4,0.75,7.41,0.59,15.4,1562292000,0.0,10.003,330.0,,2.44
5,15.98,1.0,7.41,0.57,15.98,1562295600,0.0,10.003,21.0,,1.64
6,15.4,1.0,7.41,0.59,15.4,1562299200,0.0,10.003,357.0,,1.09
7,17.4,0.44,8.83,0.57,17.4,1562302800,0.0,10.003,210.0,,0.41
8,18.22,1.0,8.83,0.54,18.22,1562306400,1.0,10.003,,,0.0
9,19.81,0.75,8.0,0.46,19.81,1562310000,2.0,10.003,215.0,,1.75
10,21.82,0.75,7.59,0.4,21.82,1562313600,3.0,10.003,240.0,,0.62
11,23.22,0.75,7.59,0.37,23.22,1562317200,4.0,10.003,299.0,,3.22
12,23.22,0.75,8.0,0.38,23.22,1562320800,5.0,10.003,315.0,,3.3
13,25.22,0.19,8.0,0.33,25.22,1562324400,8.0,10.003,251.0,,2.6
14,26.23,0.0,7.59,0.31,26.23,1562328000,9.0,10.003,260.0,,3.72
15,27.21,0.19,8.0,0.3,27.21,1562331600,7.0,10.003,249.0,,2.72
16,28.82,0.19,6.99,0.25,28.82,1562335200,6.0,10.003,229.0,,2.72
17,29.23,0.44,6.58,0.24,29.23,1562338800,4.0,10.003,247.0,,4.19
18,30.22,0.0,6.76,0.23,30.22,1562342400,3.0,10.003,272.0,9.3,4.47
19,29.64,0.0,7.59,0.25,29.64,1562346000,1.0,10.003,281.0,,4.18
20,27.64,0.19,9.0,0.31,27.64,1562349600,0.0,10.003,0.0,9.3,4.22
21,27.11,,9.0,0.32,27.11,1562353200,,10.003,330.0,9.8,4.11
22,24.63,0.75,9.99,0.4,24.63,1562356800,0.0,10.003,357.0,8.8,3.3
23,23.22,1.0,9.99,0.43,23.22,1562360400,0.0,10.003,350.0,,2.81
