,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-15.83,0.0,-13.37,0.7,clear-night,377.5,0,0,1040.0,Klar,-8.9,1613257200,0,16.093,94,13.09,4.72
1,-15.83,0.0,-14.01,0.67,clear-night,366.8,0,0,1040.4,Klar,-9.02,1613260800,0,16.093,97,11.76,4.54
2,-16.09,0.0,-14.36,0.67,clear-night,362.5,0,0,1040.1,Klar,-9.33,1613264400,0,16.093,98,10.91,4.39
3,-15.92,0.0,-13.88,0.69,clear-night,361.4,0,0,1040.0,Klar,-9.16,1613268000,0,16.093,99,10.99,4.43
4,-16.84,0.0,-14.19,0.7,clear-night,360.4,0,0,1039.8,Klar,-9.76,1613271600,0,16.093,101,11.42,4.64
5,-17.44,0.0,-14.56,0.71,clear-night,359.5,0,0,1039.7,Klar,-10.27,1613275200,0,16.093,102,11.66,4.6
6,-17.59,0.0,-14.87,0.71,clear-night,362.5,0,0,1039.3,Klar,-10.65,1613278800,0,16.093,104,10.9,4.23
7,-16.35,0.02,-14.62,0.66,clear-night,364.1,0,0,1039.9,Klar,-9.53,1613282400,0,16.093,106,11.63,4.4
8,-15.98,0.0,-14.35,0.67,clear-day,363.7,0,0,1040.0,Klar,-9.41,1613286000,0,16.093,107,11.43,4.15
9,-14.83,0.0,-13.5,0.66,clear-day,361.6,0,0,1040.4,Klar,-8.31,1613289600,0,16.093,108,12.27,4.4
10,-13.32,0.0,-12.67,0.64,clear-day,359.8,0,0,1040.2,Klar,-6.97,1613293200,1,16.093,109,12.25,4.58
11,-11.64,0.0,-11.8,0.61,clear-day,356.2,0,0,1040.0,Klar,-5.46,1613296800,1,16.093,110,12.17,4.84
12,-10.02,0.0,-11.0,0.58,clear-day,353.4,0,0,1040.1,Klar,-4.01,1613300400,2,16.093,109,12.27,5.13
13,-8.43,0.02,-10.3,0.56,clear-day,357.7,0,0,1040.1,Klar,-2.73,1613304000,2,16.093,108,11.64,5.16
14,-5.36,0.04,-10.86,0.46,clear-day,353.6,0,0,1039.6,Klar,-0.58,1613307600,1,16.093,107,11.05,4.53
15,-6.08,0.02,-9.83,0.52,clear-day,353.6,0,0,1039.2,Klar,-1.13,1613311200,1,16.093,107,11.11,4.6
16,-8.48,0.32,-8.98,0.64,partly-cloudy-day,354.9,0,0,1038.7,Leicht bewölkt,-3.1,1613314800,0,16.093,105,11.14,4.53
17,-10.79,0.22,-9.52,0.7,clear-day,356.6,0,0,1038.8,Klar,-4.96,1613318400,0,16.093,103,11.39,4.54
18,-11.15,0.42,-10.21,0.68,partly-cloudy-night,361.4,0,0,1038.8,Leicht bewölkt,-5.31,1613322000,0,16.093,106,11.25,4.43
19,-11.96,0.44,-11.1,0.67,partly-cloudy-night,361.6,0,0,1038.8,Leicht bewölkt,-5.98,1613325600,0,16.093,109,11.73,4.41
20,-11.91,0.52,-11.28,0.66,partly-cloudy-night,360.4,0,0,1038.5,Leicht bewölkt,-6.04,1613329200,0,16.093,114,11.09,4.24
21,-12.11,0.5,-11.51,0.67,partly-cloudy-night,354.7,0,0,1038.3,Leicht bewölkt,-6.37,1613332800,0,16.093,119,10.34,4.0
22,-12.62,0.73,-11.96,0.66,partly-cloudy-night,353.4,0,0,1038.1,Überwiegend bewölkt,-6.65,1613336400,0,16.093,122,11.28,4.2
23,-12.62,0.85,-12.43,0.64,partly-cloudy-night,353.0,0,0,1037.8,Überwiegend bewölkt,-6.68,1613340000,0,16.093,124,11.32,4.14
