,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-1.75,0.75,-2.39,0.83,partly-cloudy-night,445.7,0.1145,0.1314,0.13,snow,1030.5,Überwiegend bewölkt,0.12,1579388400,0,12.261,291,3.89,1.58
1,-1.88,0.82,-2.63,0.83,partly-cloudy-night,448.9,0.1669,0.1848,0.12,snow,1030.7,Überwiegend bewölkt,-0.05,1579392000,0,11.352,296,3.09,1.54
2,-2.17,0.84,-2.68,0.84,partly-cloudy-night,451.4,0.1938,0.2091,0.15,snow,1031.2,Überwiegend bewölkt,-0.23,1579395600,0,7.285,312,3.33,1.6
3,-2.48,0.8,-2.96,0.83,partly-cloudy-night,447.5,0.1048,0.1109,0.11,snow,1031.5,Überwiegend bewölkt,-0.4,1579399200,0,8.59,305,3.18,1.68
4,-2.64,0.82,-3.44,0.81,partly-cloudy-night,442.4,0.0329,0.034,0.06,snow,1031.8,Überwiegend bewölkt,-0.64,1579402800,0,9.701,307,3.05,1.6
5,-3.09,0.8,-3.85,0.81,partly-cloudy-night,436.2,0.0134,0.0134,0.04,snow,1032.3,Überwiegend bewölkt,-0.98,1579406400,0,10.298,307,2.89,1.64
6,-3.47,0.74,-4.02,0.82,partly-cloudy-night,428.6,0.0091,0.0088,0.03,snow,1032.7,Überwiegend bewölkt,-1.29,1579410000,0,10.69,305,2.75,1.65
7,-3.37,0.73,-3.79,0.83,partly-cloudy-night,421.2,0.0091,0.0089,0.04,snow,1033.3,Überwiegend bewölkt,-1.2,1579413600,0,10.798,303,2.71,1.66
8,-3.27,0.71,-3.64,0.83,partly-cloudy-night,415.6,0.0154,0.0153,0.06,snow,1034.0,Überwiegend bewölkt,-1.04,1579417200,0,10.566,303,2.74,1.71
9,-3.14,0.72,-3.6,0.82,partly-cloudy-day,410.9,0.03,0.0304,0.09,snow,1034.7,Überwiegend bewölkt,-0.86,1579420800,0,10.075,308,2.83,1.76
10,-3.12,0.79,-3.57,0.81,partly-cloudy-day,406.7,0.0457,0.0472,0.15,snow,1035.3,Überwiegend bewölkt,-0.64,1579424400,0,9.574,317,3.0,1.94
11,-3.18,0.83,-3.79,0.78,partly-cloudy-day,402.8,0.0575,0.0602,0.18,snow,1035.8,Überwiegend bewölkt,-0.42,1579428000,0,9.331,326,3.28,2.19
12,-2.91,0.85,-3.77,0.76,partly-cloudy-day,399.6,0.0653,0.0711,0.21,snow,1036.0,Überwiegend bewölkt,0.0,1579431600,1,8.903,333,3.63,2.39
13,-2.42,0.89,-3.44,0.75,cloudy,397.8,0.0771,0.0884,0.24,snow,1036.3,Stark bewölkt,0.43,1579435200,1,8.534,340,3.91,2.41
14,-2.42,0.92,-2.68,0.8,cloudy,399.9,0.0442,0.0508,0.23,snow,1036.8,Stark bewölkt,0.45,1579438800,1,7.647,355,3.65,2.43
15,-1.92,0.94,-2.81,0.78,cloudy,402.3,0.0314,0.0371,0.21,snow,1037.2,Stark bewölkt,0.61,1579442400,0,8.687,359,3.71,2.15
16,-1.63,0.95,-3.06,0.77,cloudy,403.5,0.0297,0.0353,0.18,snow,1037.7,Stark bewölkt,0.55,1579446000,0,9.714,6,3.72,1.86
17,-1.73,0.92,-3.28,0.78,cloudy,402.2,0.0222,0.0253,0.13,snow,1038.4,Stark bewölkt,0.16,1579449600,0,10.865,16,3.69,1.61
18,-2.02,0.85,-3.25,0.81,partly-cloudy-night,399.6,0.0146,0.0157,0.08,snow,1039.3,Überwiegend bewölkt,-0.39,1579453200,0,11.996,25,3.62,1.39
19,-2.3,0.77,-3.21,0.83,partly-cloudy-night,398.6,,0.0,0.0,,1040.0,Überwiegend bewölkt,-0.68,1579456800,0,13.02,27,4.0,1.37
20,-2.42,0.78,-3.24,0.83,partly-cloudy-night,397.2,,0.0,0.0,,1040.9,Überwiegend bewölkt,-0.76,1579460400,0,12.464,30,3.51,1.38
21,-2.48,0.76,-3.18,0.83,partly-cloudy-night,395.7,0.0096,0.01,0.05,snow,1042.0,Überwiegend bewölkt,-0.65,1579464000,0,11.262,31,2.82,1.49
22,-2.65,0.8,-3.09,0.83,partly-cloudy-night,394.5,0.0207,0.0214,0.06,snow,1042.4,Überwiegend bewölkt,-0.63,1579467600,0,10.429,32,2.42,1.61
23,-2.81,0.8,-3.13,0.84,partly-cloudy-night,393.5,0.0226,0.0231,0.06,snow,1043.0,Überwiegend bewölkt,-0.7,1579471200,0,10.334,31,2.61,1.67
