,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,4.4,0.83,5.18,0.9,partly-cloudy-night,365.0,0.0,0.0,,1030.9,Überwiegend bewölkt,6.66,1590271200,0,16.093,297,9.37,3.15
1,4.22,0.69,4.86,0.9,partly-cloudy-night,368.5,0.0,0.0,,1031.2,Überwiegend bewölkt,6.42,1590274800,0,16.093,228,8.86,2.98
2,4.08,0.59,4.66,0.9,partly-cloudy-night,370.1,0.0058,0.04,rain,1031.5,Leicht bewölkt,6.22,1590278400,0,16.093,257,8.43,2.85
3,3.24,0.61,3.59,0.87,partly-cloudy-night,372.5,0.0053,0.03,rain,1032.1,Überwiegend bewölkt,5.56,1590282000,0,16.093,246,6.91,2.93
4,3.14,0.7,3.61,0.88,partly-cloudy-night,369.6,0.0087,0.03,rain,1031.9,Überwiegend bewölkt,5.48,1590285600,0,16.093,242,8.04,2.91
5,3.75,0.75,3.9,0.86,partly-cloudy-night,367.9,0.0146,0.03,rain,1031.9,Überwiegend bewölkt,6.0,1590289200,0,16.093,239,8.76,2.94
6,4.51,0.74,4.33,0.85,partly-cloudy-day,369.0,0.0139,0.03,rain,1031.8,Überwiegend bewölkt,6.68,1590292800,0,16.093,249,8.51,3.02
7,5.54,0.7,4.96,0.83,partly-cloudy-day,371.2,0.0132,0.03,rain,1031.8,Überwiegend bewölkt,7.61,1590296400,0,16.093,259,7.85,3.16
8,6.59,0.68,5.38,0.8,partly-cloudy-day,373.0,0.0,0.0,,1031.3,Überwiegend bewölkt,8.67,1590300000,1,16.093,252,7.77,3.56
9,7.65,0.75,5.34,0.74,partly-cloudy-day,374.5,0.0,0.0,,1031.5,Überwiegend bewölkt,9.74,1590303600,2,16.093,207,8.13,4.07
10,10.91,0.86,5.08,0.67,partly-cloudy-day,375.7,0.0062,0.02,rain,1031.4,Überwiegend bewölkt,10.91,1590307200,2,16.093,328,8.77,4.66
11,11.94,0.89,4.85,0.62,cloudy,375.9,0.0123,0.02,rain,1030.9,Stark bewölkt,11.94,1590310800,3,16.093,272,9.28,5.14
12,12.63,0.78,4.78,0.59,partly-cloudy-day,374.5,0.0128,0.02,rain,1030.4,Überwiegend bewölkt,12.63,1590314400,4,16.093,224,9.55,5.43
13,13.11,0.59,4.96,0.58,partly-cloudy-day,371.9,0.0177,0.02,rain,1029.9,Leicht bewölkt,13.11,1590318000,5,16.093,316,9.69,5.58
14,13.86,0.45,3.12,0.48,partly-cloudy-day,367.7,0.0,0.0,,1030.4,Leicht bewölkt,13.86,1590321600,5,16.093,287,8.88,5.25
15,15.15,0.31,2.81,0.43,partly-cloudy-day,366.0,0.0,0.0,,1030.2,Leicht bewölkt,15.15,1590325200,5,16.093,281,8.83,5.27
16,15.52,0.19,2.57,0.42,clear-day,364.6,0.0102,0.01,rain,1029.8,Klar,15.52,1590328800,4,16.093,287,8.82,5.26
17,14.28,0.14,2.65,0.45,clear-day,363.0,0.0183,0.01,rain,1029.7,Klar,14.28,1590332400,3,16.093,293,8.74,5.07
18,14.08,0.17,2.95,0.47,clear-day,360.6,0.0105,0.01,rain,1029.9,Klar,14.08,1590336000,2,16.093,288,8.57,4.56
19,13.69,0.27,3.25,0.49,clear-day,358.2,0.0,0.0,,1030.4,Klar,13.69,1590339600,1,16.093,288,8.3,3.91
20,12.78,0.4,3.57,0.54,partly-cloudy-day,357.9,0.0,0.0,,1031.0,Leicht bewölkt,12.78,1590343200,0,16.093,295,6.48,3.03
21,11.7,0.6,3.73,0.58,partly-cloudy-day,357.7,0.0,0.0,,1031.4,Überwiegend bewölkt,11.7,1590346800,0,16.093,322,5.94,2.71
22,10.42,0.83,3.75,0.63,partly-cloudy-night,358.0,0.0,0.0,,1031.9,Überwiegend bewölkt,10.42,1590350400,0,16.093,257,5.51,2.52
23,8.14,0.97,4.11,0.7,cloudy,358.0,0.0,0.0,,1032.3,Stark bewölkt,9.34,1590354000,0,16.093,276,5.03,2.36
