,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,6.65,,4.01,0.7,9.12,1553382000,0.0,10.003,30.0,4.6
1,5.64,,4.01,0.75,8.12,1553385600,0.0,10.003,20.0,4.11
2,7.05,0.0,3.42,0.78,7.05,1553389200,0.0,10.003,20.0,1.28
3,5.12,0.0,3.42,0.8,6.63,1553392800,0.0,10.003,14.0,2.16
4,6.63,0.0,3.42,0.8,6.63,1553396400,0.0,8.588,30.0,1.28
5,4.64,0.08,3.42,0.82,6.22,1553400000,0.0,8.588,24.0,2.16
6,4.43,0.08,3.42,0.86,5.64,1553403600,0.0,7.587,41.0,1.7
7,3.46,0.44,4.01,0.86,6.12,1553407200,0.0,6.004,41.0,3.6
8,5.58,0.18,4.42,0.86,6.63,1553410800,0.0,5.416,30.0,1.7
9,7.64,0.44,5.0,0.8,8.23,1553414400,1.0,6.831,30.0,1.49
10,10.11,0.19,6.0,0.76,10.11,1553418000,2.0,10.003,20.0,3.6
11,12.12,0.44,6.0,0.66,12.12,1553425200,4.0,10.003,30.0,3.1
12,13.12,0.75,5.0,0.58,13.12,1553432400,3.0,10.003,11.0,3.1
13,13.12,,5.0,0.58,13.12,1553439600,,,,
14,12.12,0.19,5.0,0.62,12.12,1553443200,1.0,10.003,311.0,5.7
15,11.63,0.19,4.01,0.6,11.63,1553446800,0.0,10.003,311.0,2.6
16,11.11,0.19,4.01,0.62,11.11,1553450400,0.0,10.003,290.0,3.1
17,7.4,0.19,4.01,0.7,9.12,1553454000,0.0,10.003,290.0,3.1
18,7.52,0.08,2.0,0.63,8.64,1553457600,0.0,10.003,281.0,2.11
19,5.02,0.0,-0.41,0.59,7.05,1553461200,0.0,10.003,278.0,2.93
20,4.05,0.0,-1.59,0.57,6.22,1553464800,0.0,10.003,263.0,2.89
