,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,14.01,0.76,11.1,0.83,partly-cloudy-night,329.4,,0.0641,0.11,rain,1002.9,Überwiegend bewölkt,14.01,1589148000,0,16.093,117,1.83,1.43
1,13.45,0.81,11.16,0.86,partly-cloudy-night,330.4,,0.0582,0.1,rain,1002.2,Überwiegend bewölkt,13.45,1589151600,0,16.093,109,1.93,1.31
2,12.95,0.81,11.14,0.89,partly-cloudy-night,330.7,,0.0485,0.07,rain,1001.5,Überwiegend bewölkt,12.95,1589155200,0,16.093,99,2.03,1.23
3,12.46,0.8,11.33,0.93,partly-cloudy-night,333.9,,0.3302,0.19,rain,1001.1,Überwiegend bewölkt,12.46,1589158800,0,16.093,115,1.85,1.38
4,12.13,0.75,11.14,0.94,partly-cloudy-night,333.1,,0.1911,0.16,rain,1000.4,Überwiegend bewölkt,12.13,1589162400,0,16.093,86,1.96,1.44
5,12.49,0.73,11.0,0.91,partly-cloudy-night,333.0,,0.1012,0.12,rain,999.7,Überwiegend bewölkt,12.49,1589166000,0,16.093,62,2.29,1.57
6,12.73,0.75,11.05,0.89,partly-cloudy-day,334.3,,0.0444,0.09,rain,999.1,Überwiegend bewölkt,12.73,1589169600,0,16.093,45,3.23,1.86
7,13.08,0.8,11.24,0.89,partly-cloudy-day,336.3,,0.0108,0.09,rain,998.5,Überwiegend bewölkt,13.08,1589173200,0,16.093,32,4.47,2.22
8,13.15,0.86,11.36,0.89,partly-cloudy-day,338.3,,0.0076,0.11,rain,998.2,Überwiegend bewölkt,13.15,1589176800,1,16.093,25,5.5,2.5
9,13.56,0.91,12.23,0.92,rain,339.6,,0.261,0.36,rain,997.9,Leichter Regen möglich,13.56,1589180400,2,16.093,24,4.5,2.24
10,13.62,0.96,12.84,0.95,rain,342.3,,0.8504,0.61,rain,997.9,Leichter Regen möglich,13.62,1589184000,2,12.65,35,5.59,2.18
11,13.35,1.0,12.68,0.96,rain,344.2,,1.6253,0.66,rain,998.1,Regen,13.35,1589187600,3,8.386,38,6.57,2.4
12,11.96,1.0,11.96,1.0,rain,344.7,,2.177,0.67,rain,998.4,Regen,11.96,1589191200,4,6.523,20,7.3,3.31
13,10.03,1.0,10.03,1.0,rain,344.5,,2.5193,0.67,rain,998.9,Regen,10.03,1589194800,4,5.095,347,7.97,4.56
14,4.78,1.0,7.87,1.0,rain,331.0,,2.4869,0.64,rain,999.9,Regen,7.87,1589198400,4,4.135,318,7.52,5.35
15,0.78,1.0,4.82,1.0,rain,331.0,,2.1445,0.64,rain,1002.4,Regen,4.85,1589202000,4,3.763,322,8.5,5.84
16,-0.34,1.0,3.89,1.0,rain,332.8,,1.5685,0.61,rain,1004.1,Regen,3.89,1589205600,3,3.726,328,9.62,5.62
17,-1.17,1.0,3.13,1.0,rain,334.6,,1.2469,0.6,rain,1005.8,Regen,3.13,1589209200,2,3.428,333,10.35,5.33
18,-2.02,1.0,2.38,1.0,rain,335.6,,1.063,0.61,rain,1007.2,Regen,2.38,1589212800,1,2.267,338,10.28,5.17
19,-2.65,1.0,1.61,0.99,rain,336.6,,0.923,0.62,rain,1008.6,Regen,1.8,1589216400,0,0.811,343,9.79,4.97
20,-2.91,1.0,0.97,0.96,snow,337.5,0.3904,0.7574,0.63,snow,1010.2,Schneefall,1.59,1589220000,0,0.063,351,11.89,4.96
21,-2.74,1.0,0.75,0.94,snow,337.3,0.3302,0.6299,0.61,snow,1011.6,Schneefall,1.58,1589223600,0,1.56,355,11.51,4.63
22,-2.26,1.0,0.69,0.93,rain,336.8,,0.5703,0.56,rain,1013.1,Leichter Regen möglich,1.77,1589227200,0,4.154,0,10.71,4.24
23,-1.92,1.0,0.75,0.92,rain,337.6,,0.5075,0.47,rain,1014.4,Leichter Regen möglich,1.84,1589230800,0,6.45,5,9.62,3.85
