,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,12.64,0.39,9.34,0.8,partly-cloudy-night,268.8,0.0051,0.02,rain,1022.4,Leicht bewölkt,12.64,1571781600,0,16.093,30,4.1,1.85
1,12.36,0.45,9.28,0.81,partly-cloudy-night,267.0,0.0062,0.02,rain,1022.0,Leicht bewölkt,12.36,1571785200,0,16.093,29,4.17,2.0
2,12.47,0.44,9.75,0.84,partly-cloudy-night,264.7,0.0062,0.01,rain,1021.7,Leicht bewölkt,12.47,1571788800,0,16.093,26,4.16,1.73
3,12.13,0.31,9.84,0.86,partly-cloudy-night,264.5,0.0,0.0,,1021.0,Leicht bewölkt,12.13,1571792400,0,16.093,33,4.83,1.97
4,11.59,0.12,9.94,0.9,clear-night,265.1,0.0,0.0,,1020.1,Klar,11.59,1571796000,0,16.093,41,5.75,2.26
5,11.21,0.0,9.96,0.92,clear-night,265.9,0.0,0.0,,1019.1,Klar,11.21,1571799600,0,16.093,47,6.58,2.58
6,10.81,0.02,9.92,0.94,clear-night,267.0,0.0,0.0,,1018.7,Klar,10.81,1571803200,0,16.093,51,7.29,2.8
7,10.57,0.12,10.15,0.97,clear-night,268.3,0.0,0.0,,1018.6,Klar,10.57,1571806800,0,16.093,55,7.9,3.02
8,10.96,0.24,10.51,0.97,clear-night,270.2,0.0,0.0,,1018.5,Klar,10.96,1571810400,0,16.093,60,6.8,3.06
9,11.44,0.29,10.73,0.95,clear-day,270.9,0.0,0.0,,1018.2,Klar,11.44,1571814000,0,16.093,61,6.82,3.27
10,12.36,0.33,11.28,0.93,partly-cloudy-day,271.2,0.0,0.0,,1017.7,Leicht bewölkt,12.36,1571817600,1,16.093,65,6.8,3.54
11,13.43,0.37,11.69,0.89,partly-cloudy-day,271.1,0.0,0.0,,1017.2,Leicht bewölkt,13.43,1571821200,1,16.093,71,6.74,3.5
12,14.63,0.41,12.25,0.86,partly-cloudy-day,270.4,0.0,0.0,,1016.7,Leicht bewölkt,14.63,1571824800,2,16.093,72,6.62,3.55
13,15.98,0.45,12.92,0.82,partly-cloudy-day,269.2,0.0,0.0,,1016.1,Leicht bewölkt,15.98,1571828400,2,16.093,76,6.45,3.45
14,14.73,0.47,12.89,0.89,partly-cloudy-day,266.9,0.0,0.0,,1016.1,Leicht bewölkt,14.73,1571832000,2,16.093,72,5.99,3.04
15,15.52,0.44,13.33,0.87,partly-cloudy-day,265.7,0.0,0.0,,1015.2,Leicht bewölkt,15.52,1571835600,2,16.093,72,5.96,2.98
16,16.36,0.39,13.78,0.85,partly-cloudy-day,264.8,0.0,0.0,,1014.1,Leicht bewölkt,16.36,1571839200,1,16.093,72,6.05,2.98
17,16.36,0.37,14.0,0.86,partly-cloudy-day,263.8,0.0,0.0,,1013.2,Leicht bewölkt,16.36,1571842800,0,16.093,70,6.24,3.01
18,15.9,0.4,13.9,0.88,partly-cloudy-day,263.0,0.0,0.0,,1012.7,Leicht bewölkt,15.9,1571846400,0,16.093,71,6.7,3.0
19,15.08,0.44,13.7,0.92,partly-cloudy-night,262.0,0.0,0.0,,1012.4,Leicht bewölkt,15.08,1571850000,0,16.093,72,7.27,3.03
20,13.92,0.53,12.7,0.92,partly-cloudy-night,262.5,0.0,0.0,,1012.3,Leicht bewölkt,13.92,1571853600,0,16.093,64,6.59,2.9
21,13.57,0.64,12.23,0.92,partly-cloudy-night,262.1,0.0,0.0,,1011.7,Überwiegend bewölkt,13.57,1571857200,0,16.093,63,6.67,2.85
22,13.45,0.82,12.01,0.91,partly-cloudy-night,261.6,0.0,0.0,,1011.3,Überwiegend bewölkt,13.45,1571860800,0,16.093,64,6.7,2.67
23,13.23,0.94,11.87,0.91,cloudy,261.3,0.0072,0.01,rain,1011.0,Stark bewölkt,13.23,1571864400,0,16.093,62,6.54,2.5
