,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,6.96,0.19,3.0,0.71,7.96,1556143200,0,10.003,170,,1.84
1,4.31,,3.0,0.8,6.26,1556146800,0,10.003,150,,2.6
2,6.26,0.19,3.0,0.8,6.26,1556150400,0,10.003,126,,0.99
3,5.26,0.44,3.0,0.85,5.26,1556154000,0,10.003,72,,1.3
4,3.11,0.75,2.69,0.89,4.26,1556157600,0,10.003,60,,1.5
5,2.75,0.75,2.0,0.87,3.95,1556161200,0,10.003,30,,1.5
6,2.76,0.75,2.69,0.91,3.95,1556164800,0,10.003,348,,1.5
7,2.25,0.44,2.0,0.87,3.95,1556168400,0,10.003,45,,1.91
8,8.4,0.44,4.38,0.76,8.4,1556172000,1,10.003,30,,0.81
9,11.02,0.19,5.69,0.7,11.02,1556175600,2,10.003,83,,3.25
10,13.71,0.19,5.69,0.58,13.71,1556179200,3,10.003,76,,3.91
11,16.72,0.19,5.31,0.47,16.72,1556182800,5,10.003,85,,4.79
12,19.03,0.44,5.31,0.41,19.03,1556186400,5,10.003,94,,4.11
13,20.03,0.44,6.0,0.4,20.03,1556190000,6,10.003,110,,3.57
14,21.71,0.75,3.31,0.3,21.71,1556193600,5,10.003,140,,5.59
15,22.33,0.75,1.25,0.25,22.33,1556197200,4,10.003,149,,5.43
16,22.64,0.75,0.01,0.22,22.64,1556200800,3,10.003,174,13.4,5.72
17,23.02,0.75,0.01,0.22,23.02,1556204400,2,10.003,184,,5.44
18,22.33,0.75,-0.39,0.22,22.33,1556208000,1,10.003,187,,4.94
19,21.33,0.75,0.99,0.26,21.33,1556211600,0,10.003,184,,4.06
20,20.34,0.75,1.68,0.29,20.34,1556215200,0,10.003,188,,4.06
21,17.27,0.75,3.45,0.4,17.27,1556218800,0,10.003,285,9.3,3.91
22,14.19,0.44,4.83,0.53,14.19,1556222400,0,10.003,303,,5.05
23,11.19,0.44,3.76,0.6,11.19,1556226000,0,10.003,298,,3.48
