,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,2.22,0.0,-1.59,0.76,2.22,1550530800,0.0,10.003,210.0,0.87
1,1.21,0.0,-1.01,0.85,1.21,1550534400,0.0,10.003,200.0,0.87
2,0.59,0.0,-1.59,0.77,2.04,1550538000,0.0,10.003,191.0,1.49
3,1.21,0.0,-1.59,0.82,1.21,1550541600,0.0,10.003,230.0,0.87
4,0.81,0.0,-2.58,0.78,0.81,1550545200,0.0,10.003,240.0,0.41
5,0.81,0.0,-1.59,0.84,0.81,1550548800,0.0,10.003,230.0,0.41
6,0.24,0.75,-2.17,0.84,0.24,1550552400,0.0,10.003,251.0,0.41
7,1.21,1.0,-2.17,0.78,1.21,1550556000,0.0,10.003,200.0,0.62
8,2.22,1.0,-0.59,0.82,2.22,1550559600,0.0,10.003,210.0,0.62
9,4.05,0.9,0.42,0.77,4.05,1550563200,0.0,10.003,210.0,1.28
10,4.23,1.0,1.41,0.82,4.23,1550566800,1.0,10.003,240.0,0.62
11,4.2,,1.82,0.79,5.22,1550570400,,10.003,275.0,1.5
12,6.22,0.62,2.83,0.79,6.22,1550574000,2.0,10.003,221.0,1.08
13,6.43,0.77,4.42,0.77,8.23,1550577600,2.0,10.003,223.0,2.93
14,10.22,0.62,4.42,0.67,10.22,1550581200,2.0,10.003,242.0,4.31
15,10.81,0.18,1.82,0.54,10.81,1550584800,1.0,10.003,244.0,5.7
16,10.81,0.44,1.82,0.54,10.81,1550588400,0.0,10.003,242.0,4.6
17,11.22,0.08,0.83,0.49,11.22,1550592000,0.0,10.003,252.0,4.69
18,6.87,0.08,0.83,0.58,8.64,1550595600,0.0,10.003,246.0,3.01
19,5.12,0.08,0.83,0.66,6.63,1550599200,0.0,10.003,227.0,2.16
20,4.15,0.0,0.23,0.68,5.64,1550602800,0.0,10.003,243.0,1.96
21,4.4,0.08,0.42,0.75,4.4,1550606400,0.0,10.003,191.0,0.87
22,1.36,0.08,-0.19,0.78,3.22,1550610000,0.0,10.003,275.0,1.94
23,1.8,0.08,-0.59,0.84,1.8,1550613600,0.0,10.003,,0.0
