,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,13.68,,13.64,1.0,13.64,1560117600,0,8.452,41.0,1.0
1,13.34,,13.33,1.0,13.33,1560121200,0,8.203,,0.0
2,12.33,,12.33,1.0,12.33,1560124800,0,7.923,60.0,0.5
3,12.33,,12.33,1.0,12.33,1560128400,0,6.947,0.0,1.0
4,11.65,,11.65,1.0,11.65,1560132000,0,6.931,144.0,1.5
5,11.65,0.44,11.65,1.0,11.65,1560135600,0,6.931,,
6,11.65,0.19,11.65,1.0,11.65,1560139200,0,10.003,161.0,1.5
7,11.65,0.19,11.65,1.0,11.65,1560142800,0,7.024,150.0,1.5
8,12.33,0.19,12.33,1.0,12.33,1560146400,1,8.452,102.0,1.16
9,13.71,0.19,13.38,0.98,13.71,1560150000,3,7.862,,
10,14.71,0.19,13.38,0.92,14.71,1560153600,5,8.452,275.0,2.56
11,15.02,0.44,13.69,0.92,15.02,1560157200,6,8.763,50.0,2.6
12,16.33,0.44,14.0,0.86,16.33,1560160800,7,8.763,80.0,2.95
13,18.33,0.44,13.0,0.71,18.33,1560164400,7,8.763,221.0,1.5
14,18.33,0.44,12.69,0.7,18.33,1560168000,7,9.07,50.0,2.09
15,17.65,0.19,14.0,0.79,17.65,1560171600,7,9.383,83.0,1.19
16,16.96,0.44,14.69,0.87,16.95,1560175200,5,9.383,76.0,1.84
17,15.83,0.44,15.38,0.98,15.64,1560178800,4,8.763,27.0,2.09
18,15.83,0.19,15.38,0.98,15.64,1560182400,2,9.07,333.0,2.26
19,15.72,0.44,14.69,0.94,15.64,1560186000,1,8.763,338.0,2.6
20,15.07,0.75,14.69,0.98,14.95,1560189600,0,10.003,137.0,1.69
21,15.12,0.53,14.95,1.0,14.95,1560193200,0,9.31,241.0,0.99
22,15.07,0.75,14.69,0.98,14.95,1560196800,0,7.927,290.0,1.45
23,14.84,0.75,14.64,1.0,14.64,1560200400,0,9.31,233.0,2.09
