,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,11.63,0.62,10.41,0.92,11.63,1569621600,0,10.003,159,,1.75
1,12.22,0.33,10.99,0.92,12.22,1569625200,0,10.003,191,,0.87
2,11.81,0.29,10.99,0.95,11.81,1569628800,0,10.003,180,,0.87
3,10.81,0.18,9.99,0.95,10.81,1569632400,0,6.933,150,,0.62
4,10.22,0.44,9.99,0.99,10.22,1569636000,0,6.413,150,,0.62
5,11.39,0.62,11.17,0.99,11.39,1569639600,0,9.587,38,,1.09
6,11.81,0.66,11.58,0.99,11.81,1569643200,0,10.003,191,,1.08
7,12.64,0.52,12.0,0.96,12.64,1569646800,0,10.003,200,,1.9
8,14.22,0.77,12.59,0.9,14.22,1569650400,0,10.003,211,,4.01
9,14.22,0.9,12.0,0.86,14.22,1569654000,0,10.003,205,,4.22
10,15.22,0.9,12.0,0.81,15.22,1569657600,1,10.003,230,8.21,6.04
11,16.22,0.9,12.0,0.76,16.22,1569661200,2,10.003,227,,6.41
12,17.81,0.75,11.41,0.66,17.81,1569664800,3,10.003,234,12.39,8.02
13,17.81,0.9,10.58,0.63,17.81,1569668400,3,10.003,242,10.8,8.15
14,18.22,0.9,9.99,0.59,18.22,1569672000,3,10.003,242,12.6,9.39
15,18.22,0.9,9.99,0.59,18.22,1569675600,2,10.003,246,12.88,8.8
16,18.81,0.77,10.41,0.58,18.81,1569679200,2,10.003,241,,8.57
17,18.22,0.77,10.41,0.6,18.22,1569682800,1,10.003,240,11.3,7.08
18,18.22,0.19,10.41,0.6,18.22,1569686400,0,10.003,244,13.4,8.0
19,16.64,0.33,9.99,0.65,16.64,1569690000,0,10.003,234,,5.67
20,15.64,0.52,9.99,0.69,15.64,1569693600,0,10.003,228,,4.68
21,15.64,0.66,9.99,0.69,15.64,1569697200,0,10.003,232,,4.51
22,15.05,0.19,9.41,0.69,15.05,1569700800,0,10.003,229,,3.24
23,14.22,0.0,9.99,0.76,14.22,1569704400,0,10.003,227,,4.01
