,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,16.22,0.44,10.41,0.68,16.22,1566252000,0,10.003,210.0,0.87
1,15.81,0.75,10.41,0.7,15.81,1566255600,0,10.003,303.0,2.44
2,15.22,0.75,10.82,0.75,15.22,1566259200,0,10.003,221.0,0.41
3,14.81,0.75,10.41,0.75,14.81,1566262800,0,10.003,230.0,0.41
4,13.81,0.44,9.83,0.77,13.81,1566266400,0,10.003,0.0,1.09
5,12.81,0.19,9.83,0.82,12.81,1566270000,0,10.003,287.0,1.5
6,13.4,0.0,9.83,0.79,13.4,1566273600,0,10.003,297.0,2.39
7,12.81,0.75,9.41,0.8,12.81,1566277200,0,10.003,230.0,0.62
8,13.81,0.44,10.41,0.8,13.81,1566280800,0,10.003,245.0,1.5
9,15.22,0.44,12.0,0.81,15.22,1566284400,1,10.003,240.0,0.88
10,17.22,0.0,11.41,0.69,17.22,1566288000,3,10.003,,0.0
11,18.22,0.19,10.82,0.62,18.22,1566291600,4,10.003,170.0,0.62
12,18.81,0.44,10.82,0.6,18.81,1566295200,5,10.003,,0.0
13,19.81,0.44,9.0,0.5,19.81,1566298800,5,10.003,180.0,0.62
14,20.23,0.44,7.41,0.43,20.23,1566302400,5,10.003,295.0,1.75
15,20.81,0.44,7.41,0.42,20.81,1566306000,5,10.003,320.0,2.09
16,21.23,0.44,6.65,0.39,21.23,1566309600,4,10.003,350.0,3.6
17,21.23,0.19,6.83,0.39,21.23,1566313200,3,10.003,284.0,2.51
18,20.81,0.0,7.65,0.43,20.81,1566316800,1,10.003,210.0,0.87
19,20.81,0.0,8.65,0.46,20.81,1566320400,0,10.003,191.0,1.28
20,18.81,1.0,10.82,0.6,18.81,1566324000,0,10.003,191.0,1.08
21,17.81,0.75,11.41,0.66,17.81,1566327600,0,10.003,134.0,1.96
22,17.22,0.75,11.41,0.69,17.22,1566331200,0,10.003,148.0,2.37
23,16.81,1.0,11.58,0.71,16.81,1566334800,0,10.003,180.0,1.9
