,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,16.22,1.0,12.0,0.76,16.22,1566338400,0.0,10.003,163.0,2.58
1,15.22,0.0,12.0,0.81,15.22,1566342000,0.0,10.003,191.0,1.28
2,13.64,0.0,10.82,0.83,13.64,1566345600,0.0,10.003,174.0,2.37
3,12.64,0.0,10.82,0.89,12.64,1566349200,0.0,10.003,210.0,1.28
4,11.63,0.0,10.41,0.92,11.63,1566352800,0.0,10.003,221.0,0.62
5,10.63,0.0,9.41,0.92,10.63,1566356400,0.0,10.003,,0.0
6,11.22,0.0,9.41,0.89,11.22,1566360000,0.0,10.003,,0.0
7,10.22,0.0,9.41,0.95,10.22,1566363600,0.0,10.003,,0.0
8,13.12,0.19,12.0,0.93,13.12,1566367200,0.0,10.003,131.0,0.5
9,14.12,0.75,13.0,0.93,14.12,1566370800,1.0,10.003,191.0,1.5
10,16.12,0.19,13.0,0.82,16.12,1566374400,3.0,10.003,,
11,18.12,0.19,13.0,0.72,18.12,1566378000,4.0,10.003,71.0,2.09
12,20.81,0.08,13.0,0.61,20.81,1566381600,6.0,10.003,120.0,2.09
13,22.13,0.44,10.99,0.49,22.13,1566385200,5.0,10.003,90.0,2.09
14,23.11,0.44,9.0,0.41,23.11,1566388800,5.0,10.003,101.0,2.6
15,22.13,,9.99,0.46,22.13,1566392400,,10.003,180.0,1.5
16,24.11,,8.0,0.36,24.11,1566396000,,10.003,191.0,2.09
17,24.11,,6.99,0.33,24.11,1566399600,,10.003,41.0,3.6
18,24.11,,8.0,0.36,24.11,1566403200,,10.003,131.0,2.6
19,23.11,,6.99,0.35,23.11,1566406800,,10.003,80.0,3.6
20,22.13,,8.0,0.4,22.13,1566410400,,10.003,60.0,3.1
21,21.12,,9.0,0.46,21.12,1566414000,0.0,10.003,80.0,2.6
22,18.4,0.0,8.65,0.53,18.4,1566417600,0.0,10.003,66.0,2.16
23,18.12,,9.99,0.59,18.12,1566421200,0.0,10.003,80.0,1.5
