,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,2.22,0.77,2.0,0.83,4.64,1553554800,0.0,10.003,305.0,,2.81
1,1.59,0.52,1.41,0.8,4.64,1553558400,0.0,10.003,320.0,,3.72
2,0.74,0.66,1.41,0.82,4.23,1553562000,0.0,10.003,325.0,,4.31
3,0.23,0.0,0.42,0.81,3.4,1553565600,0.0,10.003,333.0,,3.48
4,1.17,0.0,0.99,0.82,3.82,1553569200,0.0,10.003,337.0,,2.89
5,1.1,0.0,0.42,0.79,3.64,1553572800,0.0,10.003,325.0,,2.72
6,0.81,0.08,-1.01,0.88,0.81,1553576400,0.0,10.003,131.0,,1.08
7,0.98,0.08,-1.01,0.87,0.98,1553580000,0.0,10.003,,,
8,2.12,0.18,1.58,0.88,3.4,1553583600,1.0,10.003,265.0,,1.5
9,5.62,0.77,0.83,0.66,6.81,1553587200,1.0,10.003,303.0,,1.85
10,3.91,0.9,-0.59,0.6,6.63,1553590800,2.0,10.003,305.0,,3.92
11,3.31,0.9,-1.01,0.6,6.22,1553594400,3.0,10.003,318.0,11.3,4.09
12,5.16,0.9,-1.01,0.56,7.22,1553598000,3.0,10.003,311.0,10.3,3.01
13,7.64,,0.01,0.59,7.64,1553601600,,,,,
14,6.33,0.57,-1.01,0.53,8.12,1553605200,3.0,10.003,299.0,,2.89
15,6.82,0.75,-2.58,0.43,9.23,1553608800,2.0,10.003,320.0,10.8,4.51
16,6.91,0.75,-2.0,0.45,9.23,1553612400,1.0,10.003,306.0,,4.31
17,7.34,0.75,-1.59,0.47,9.23,1553616000,1.0,10.003,300.0,,3.43
18,6.43,0.75,-0.59,0.52,8.64,1553619600,0.0,10.003,315.0,,3.81
19,6.72,,-0.59,0.54,8.23,1553623200,0.0,10.003,300.0,,2.51
20,5.66,0.62,0.42,0.6,7.64,1553626800,0.0,10.003,295.0,,3.01
21,4.27,0.62,0.42,0.65,6.63,1553630400,0.0,10.003,315.0,,3.3
22,5.3,0.66,0.42,0.62,7.22,1553634000,0.0,10.003,300.0,,2.81
23,6.38,1.0,1.41,0.64,7.81,1553637600,0.0,10.003,300.0,,2.3
