,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,11.39,0.52,10.58,0.95,11.39,1559858400,0,10.003,101,,2.09
1,11.39,0.77,10.58,0.95,11.39,1559862000,0,10.003,90,,1.75
2,10.98,0.77,10.17,0.95,10.98,1559865600,0,10.003,80,,0.62
3,10.4,0.33,9.17,0.92,10.4,1559869200,0,10.003,50,,1.08
4,8.71,0.08,8.59,0.95,9.4,1559872800,0,8.831,90,,1.75
5,7.21,0.08,7.59,0.92,8.81,1559876400,0,8.998,77,,2.81
6,7.47,0.75,8.17,0.95,8.98,1559880000,0,3.893,69,,2.72
7,10.4,0.9,9.58,0.95,10.4,1559883600,0,3.852,76,,4.31
8,11.22,0.75,9.99,0.92,11.22,1559887200,1,7.346,67,,5.25
9,12.22,0.57,9.99,0.86,12.22,1559890800,2,10.003,67,,5.54
10,13.23,0.57,9.99,0.81,13.23,1559894400,4,10.003,67,,5.34
11,16.22,0.75,10.99,0.71,16.22,1559898000,4,10.003,76,8.21,5.7
12,19.23,0.33,10.99,0.59,19.23,1559901600,7,10.003,81,8.21,4.8
13,20.23,0.08,12.0,0.59,20.23,1559905200,8,10.003,70,,5.06
14,22.23,0.19,12.0,0.52,22.23,1559908800,8,10.003,84,,4.89
15,23.63,0.08,13.0,0.51,23.63,1559912400,7,10.003,101,,4.11
16,25.22,0.08,13.41,0.48,25.22,1559916000,6,10.003,80,,5.55
17,25.64,0.08,14.0,0.49,25.64,1559919600,4,10.003,114,,3.22
18,24.63,0.08,14.0,0.52,24.63,1559923200,2,10.003,95,,2.3
19,23.89,0.62,14.83,0.57,23.89,1559926800,1,10.003,255,,3.9
20,15.46,0.77,9.58,0.68,15.46,1559930400,0,9.414,275,13.31,10.29
21,14.22,0.62,10.41,0.78,14.22,1559934000,0,10.003,260,11.88,4.38
22,13.23,0.77,9.99,0.81,13.23,1559937600,0,10.003,249,,3.72
23,13.23,0.77,10.99,0.86,13.23,1559941200,0,10.003,163,,2.3
