,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-3.86,0.28,-2.87,0.89,clear-night,311.0,,0.0,0.0,,1036.5,Klar,-1.35,1577833200,0,16.093,46,3.82,1.87
1,-4.24,0.2,-3.15,0.89,clear-night,312.4,,0.0,0.0,,1036.3,Klar,-1.62,1577836800,0,16.093,44,3.99,1.92
2,-2.28,0.14,-1.52,0.9,clear-night,310.9,,0.0,0.0,,1036.2,Klar,-0.07,1577840400,0,16.093,47,2.84,1.8
3,-3.9,0.08,-2.54,0.91,clear-night,310.1,,0.0,0.0,,1035.8,Klar,-1.33,1577844000,0,16.093,46,3.32,1.92
4,-5.13,0.04,-3.41,0.93,clear-night,308.9,,0.0,0.0,,1035.5,Klar,-2.39,1577847600,0,16.093,48,3.75,1.92
5,-5.8,0.05,-4.01,0.92,clear-night,307.1,,0.0,0.0,,1035.3,Klar,-2.91,1577851200,0,16.093,48,4.06,1.97
6,-6.27,0.01,-4.51,0.92,clear-night,304.8,,0.0,0.0,,1035.5,Klar,-3.34,1577854800,0,16.093,49,4.32,1.95
7,-5.94,0.0,-4.77,0.88,clear-night,303.1,,0.0,0.0,,1035.4,Klar,-3.03,1577858400,0,16.093,51,4.43,1.97
8,-5.96,0.07,-4.63,0.9,clear-night,297.1,,0.0,0.0,,1035.6,Klar,-3.27,1577862000,0,16.093,55,2.93,1.79
9,-6.0,0.15,-4.56,0.9,clear-day,297.1,0.0038,0.0051,0.03,snow,1035.9,Klar,-3.18,1577865600,0,16.093,59,3.15,1.89
10,-5.62,0.21,-4.31,0.89,clear-day,296.7,0.0034,0.0051,0.04,snow,1036.0,Klar,-2.79,1577869200,0,16.093,61,3.25,1.94
11,-4.43,0.21,-3.65,0.87,clear-day,294.9,,0.0,0.0,,1035.5,Klar,-1.76,1577872800,0,16.093,62,3.12,1.95
12,-2.65,0.18,-2.65,0.85,clear-day,292.7,,0.0,0.0,,1035.3,Klar,-0.44,1577876400,1,16.093,64,2.88,1.77
13,-1.13,0.14,-1.95,0.82,clear-day,291.7,,0.0,0.0,,1035.0,Klar,0.83,1577880000,1,16.093,64,2.66,1.71
14,1.12,0.09,-0.64,0.78,clear-day,297.6,,0.0,0.0,,1034.7,Klar,2.89,1577883600,0,16.093,45,2.48,1.82
15,0.95,0.04,-0.69,0.8,clear-day,300.1,,0.0,0.0,,1033.9,Klar,2.42,1577887200,0,16.093,37,2.22,1.54
16,1.09,0.0,-0.72,0.88,clear-day,302.4,,0.0,0.0,,1033.8,Klar,1.09,1577890800,0,16.093,29,2.01,1.27
17,0.67,0.0,-0.89,0.89,clear-night,303.8,,0.0,0.0,,1033.5,Klar,0.67,1577894400,0,16.093,24,1.88,1.11
18,0.07,0.0,-1.3,0.91,clear-night,304.9,,0.0,0.0,,1034.0,Klar,0.07,1577898000,0,16.093,25,1.77,1.09
19,-0.58,0.0,-1.61,0.93,clear-night,297.0,,0.0,0.0,,1034.1,Klar,-0.58,1577901600,0,16.093,25,1.7,1.03
20,-1.01,0.0,-2.13,0.92,clear-night,298.1,,0.0,0.0,,1033.9,Klar,-1.01,1577905200,0,16.093,39,1.4,0.87
21,-1.35,0.0,-2.6,0.91,clear-night,300.7,,0.0,0.0,,1033.8,Klar,-1.35,1577908800,0,16.093,59,1.04,0.69
22,-1.56,0.0,-2.91,0.9,clear-night,303.6,,0.007,0.01,rain,1033.5,Klar,-1.56,1577912400,0,16.093,80,0.8,0.56
23,-1.84,0.0,-3.28,0.9,clear-night,307.1,,0.0,0.0,,1033.1,Klar,-1.84,1577916000,0,16.093,110,0.72,0.56
