,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,17.26,0.75,15.0,0.87,17.22,1569794400,0,6.68,251,13.9,7.73
1,17.22,0.77,12.41,0.73,17.22,1569798000,0,10.003,266,15.36,10.27
2,16.22,0.77,10.41,0.68,16.22,1569801600,0,10.003,262,15.2,10.18
3,16.22,0.9,10.99,0.71,16.22,1569805200,0,10.003,257,13.43,8.66
4,15.64,0.9,10.99,0.74,15.64,1569808800,0,10.003,244,14.52,10.09
5,15.64,0.9,10.99,0.74,15.64,1569812400,0,10.003,248,11.8,9.71
6,15.22,0.75,10.41,0.73,15.22,1569816000,0,10.003,245,12.9,9.68
7,14.05,0.9,10.41,0.79,14.05,1569819600,0,7.657,263,13.4,8.15
8,14.22,0.9,9.99,0.76,14.22,1569823200,0,10.003,263,,7.91
9,14.64,0.75,9.0,0.69,14.64,1569826800,0,10.003,266,,7.03
10,15.22,0.77,8.42,0.64,15.22,1569830400,1,10.003,267,10.78,6.82
11,15.64,0.52,9.0,0.65,15.64,1569834000,2,10.003,255,,6.98
12,16.22,0.9,8.0,0.58,16.22,1569837600,2,10.003,263,11.8,7.08
13,16.22,0.9,8.0,0.58,16.22,1569841200,3,10.003,262,9.3,6.91
14,17.22,0.9,8.0,0.55,17.22,1569844800,3,10.003,262,,6.82
15,17.81,0.9,8.0,0.53,17.81,1569848400,2,10.003,272,,4.8
16,17.64,0.9,7.41,0.51,17.64,1569852000,1,10.003,262,,4.51
17,18.64,0.62,8.0,0.5,18.64,1569855600,1,10.003,263,,6.29
18,17.64,0.52,8.0,0.53,17.64,1569859200,0,10.003,250,,4.22
19,17.21,0.66,9.41,0.6,17.21,1569862800,0,10.003,232,,5.7
20,15.21,0.52,9.99,0.71,15.21,1569866400,0,10.003,237,,5.56
21,15.12,0.19,10.99,0.76,15.12,1569870000,0,10.003,240,,4.6
22,14.12,,9.99,0.76,14.12,1569873600,0,10.003,170,,2.6
23,13.21,1.0,9.99,0.81,13.21,1569877200,0,10.003,180,,1.08
