,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,15.06,0.75,14.7,1.0,14.7,1561240800,0,10.003,290.0,3.1
1,14.89,0.75,14.7,1.0,14.7,1561244400,0,10.003,300.0,1.5
2,14.89,0.75,14.7,1.0,14.7,1561248000,0,10.003,281.0,2.6
3,14.89,0.75,14.7,1.0,14.7,1561251600,0,10.003,311.0,1.5
4,14.89,0.75,14.7,1.0,14.7,1561255200,0,8.998,350.0,1.5
5,14.89,0.75,14.7,1.0,14.7,1561258800,0,6.994,11.0,2.6
6,14.89,0.75,14.7,1.0,14.7,1561262400,0,5.002,11.0,2.09
7,14.89,0.75,14.7,1.0,14.7,1561266000,0,3.804,11.0,2.09
8,15.82,0.75,15.0,0.96,15.7,1561269600,1,10.003,71.0,1.5
9,17.87,0.75,16.0,0.9,17.7,1561273200,2,10.003,90.0,2.09
10,17.73,0.44,15.0,0.84,17.7,1561276800,4,10.003,110.0,1.5
11,18.7,0.75,15.0,0.79,18.7,1561280400,5,10.003,,
12,20.78,0.75,16.0,0.74,20.71,1561284000,5,10.003,71.0,1.5
13,20.71,0.75,15.0,0.7,20.71,1561287600,6,10.003,71.0,1.5
14,20.78,0.75,16.0,0.74,20.71,1561291200,6,10.003,20.0,3.6
15,22.74,0.19,16.0,0.66,22.7,1561294800,7,10.003,71.0,4.11
16,23.74,0.19,16.0,0.62,23.7,1561298400,6,10.003,71.0,4.11
17,23.74,0.44,16.0,0.62,23.7,1561302000,4,10.003,80.0,4.11
18,23.74,0.19,16.0,0.62,23.7,1561305600,2,10.003,90.0,4.11
19,23.74,0.19,16.0,0.62,23.7,1561309200,1,10.003,71.0,3.6
20,22.73,0.36,16.38,0.68,22.64,1561312800,0,10.003,60.0,4.75
21,21.07,0.36,16.38,0.75,20.96,1561316400,0,10.003,76.0,3.22
22,19.44,0.75,16.0,0.81,19.34,1561320000,0,10.003,60.0,3.6
23,17.77,0.75,15.69,0.88,17.65,1561323600,0,10.003,72.0,2.41
