,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-1.6,0.56,-2.4,0.71,partly-cloudy-night,357.7,,0.0,0.0,,1025.8,Leicht bewölkt,2.23,1582066800,0,16.093,231,13.39,4.08
1,-1.69,0.63,-2.46,0.71,partly-cloudy-night,360.3,,0.0,0.0,,1025.0,Überwiegend bewölkt,2.21,1582070400,0,16.093,228,13.58,4.2
2,-0.8,0.75,-2.18,0.68,partly-cloudy-night,362.1,,0.0378,0.05,rain,1024.2,Überwiegend bewölkt,3.18,1582074000,0,16.093,223,13.65,4.72
3,-1.0,0.9,-1.81,0.71,cloudy,368.2,,0.174,0.14,rain,1023.2,Stark bewölkt,3.0,1582077600,0,16.093,226,13.51,4.68
4,-1.27,1.0,-1.65,0.72,cloudy,372.7,,0.2938,0.2,rain,1022.4,Stark bewölkt,2.83,1582081200,0,16.093,228,13.65,4.8
5,-1.56,1.0,-1.82,0.72,cloudy,373.8,,0.2267,0.22,rain,1021.6,Stark bewölkt,2.79,1582084800,0,16.093,234,14.56,5.27
6,-1.98,1.0,-2.1,0.71,cloudy,373.4,,0.1251,0.21,rain,1020.9,Stark bewölkt,2.7,1582088400,0,16.093,240,15.75,5.91
7,-1.81,1.0,-1.97,0.71,cloudy,374.2,,0.0863,0.2,rain,1020.3,Stark bewölkt,2.81,1582092000,0,16.093,228,15.49,5.85
8,-1.95,1.0,-1.38,0.74,rain,378.8,,0.0879,0.27,rain,1020.3,Nieselregen möglich,2.78,1582095600,0,16.093,175,15.1,6.08
9,-2.31,1.0,-0.72,0.79,rain,384.9,,0.2062,0.39,rain,1020.5,Nieselregen möglich,2.58,1582099200,0,7.413,331,14.31,6.29
10,-2.77,1.0,-0.33,0.83,rain,389.0,,0.4008,0.48,rain,1020.9,Leichter Regen möglich,2.25,1582102800,1,0.937,271,13.58,6.41
11,-3.16,1.0,-0.52,0.84,snow,390.1,0.2966,0.5896,0.56,snow,1021.2,Schneefall,1.94,1582106400,1,1.329,233,13.15,6.39
12,-3.27,1.0,-0.57,0.84,snow,389.1,0.4904,0.841,0.59,snow,1021.7,Schneefall,1.8,1582110000,1,3.253,321,12.75,6.24
13,-3.22,1.0,-0.55,0.84,snow,386.2,0.6072,0.9628,0.56,snow,1022.2,Schneefall,1.79,1582113600,1,6.079,289,12.34,6.1
14,-3.08,0.81,-0.76,0.82,snow,380.2,0.4379,0.7116,0.52,snow,1022.9,Schneefall,1.9,1582117200,1,11.782,279,11.88,6.09
15,-1.55,0.75,-1.84,0.7,rain,372.9,,0.2351,0.28,rain,1023.8,Leichter Regen möglich,3.15,1582120800,1,16.093,279,11.44,6.2
16,-0.99,0.63,-2.27,0.66,partly-cloudy-day,364.6,,0.0953,0.13,rain,1024.4,Überwiegend bewölkt,3.49,1582124400,0,16.093,282,11.05,5.94
17,-1.35,0.57,-2.63,0.67,partly-cloudy-day,357.2,,0.0468,0.09,rain,1025.3,Leicht bewölkt,2.98,1582128000,0,16.093,282,10.97,5.32
18,-1.77,0.54,-2.58,0.7,partly-cloudy-night,350.1,,0.0146,0.07,rain,1026.1,Leicht bewölkt,2.33,1582131600,0,16.093,260,11.04,4.56
19,-2.55,0.48,-2.58,0.75,partly-cloudy-night,344.0,,0.0,0.0,,1027.0,Leicht bewölkt,1.39,1582135200,0,16.093,275,10.93,3.96
20,-2.61,0.34,-2.82,0.76,partly-cloudy-night,336.2,,0.0,0.0,,1026.8,Leicht bewölkt,1.02,1582138800,0,16.093,332,8.87,3.41
21,-2.77,0.16,-3.06,0.75,clear-night,333.2,,0.0,0.0,,1027.4,Klar,0.93,1582142400,0,16.093,195,9.54,3.49
22,-2.94,0.08,-3.34,0.74,clear-night,330.8,,0.0,0.0,,1027.6,Klar,0.81,1582146000,0,16.093,248,10.05,3.51
23,-2.93,0.12,-3.51,0.74,clear-night,328.9,,0.0,0.0,,1027.3,Klar,0.68,1582149600,0,16.093,256,10.15,3.3
