,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,2.09,0.91,1.3,0.76,cloudy,322.7,0.0443,0.05,rain,1019.0,Stark bewölkt,5.12,1613516400,0,16.093,237,14.9,3.86
1,2.35,0.92,1.91,0.77,cloudy,322.5,0.1034,0.13,rain,1018.6,Stark bewölkt,5.63,1613520000,0,16.093,243,16.77,4.53
2,2.42,0.98,2.3,0.78,rain,324.2,0.3745,0.3,rain,1019.0,Leichter Regen möglich,5.83,1613523600,0,12.093,232,15.42,4.9
3,2.11,0.96,2.44,0.81,cloudy,334.4,0.2127,0.22,rain,1019.5,Stark bewölkt,5.38,1613527200,0,16.093,284,15.04,4.39
4,1.41,1.0,2.48,0.84,cloudy,338.6,0.2295,0.25,rain,1019.9,Stark bewölkt,4.91,1613530800,0,16.093,266,14.54,4.61
5,1.22,0.95,2.06,0.85,cloudy,349.2,0.1692,0.24,rain,1020.5,Stark bewölkt,4.43,1613534400,0,16.093,286,12.6,3.91
6,1.1,0.91,1.67,0.85,rain,353.5,0.1714,0.26,rain,1020.9,Nieselregen möglich,4.0,1613538000,0,16.093,222,11.04,3.27
7,0.88,0.92,1.41,0.85,cloudy,364.4,0.1291,0.22,rain,1021.7,Stark bewölkt,3.76,1613541600,0,16.093,252,9.96,3.19
8,0.78,0.63,1.35,0.85,partly-cloudy-day,368.0,0.0357,0.12,rain,1022.4,Überwiegend bewölkt,3.64,1613545200,0,16.093,253,9.86,3.12
9,1.23,0.57,1.71,0.85,partly-cloudy-day,368.9,0.0078,0.07,rain,1023.1,Leicht bewölkt,4.05,1613548800,0,16.093,251,9.56,3.18
10,1.53,0.73,1.82,0.83,partly-cloudy-day,372.1,0.0,0.0,,1023.2,Überwiegend bewölkt,4.47,1613552400,1,16.093,248,8.97,3.48
11,1.86,0.74,1.82,0.81,partly-cloudy-day,370.2,0.0,0.0,,1023.3,Überwiegend bewölkt,4.86,1613556000,1,16.093,252,8.46,3.72
12,2.75,0.72,2.11,0.78,partly-cloudy-day,366.1,0.0052,0.14,rain,1023.1,Überwiegend bewölkt,5.73,1613559600,2,16.093,257,8.03,4.02
13,3.97,0.73,2.32,0.74,partly-cloudy-day,362.2,0.0198,0.18,rain,1022.7,Überwiegend bewölkt,6.69,1613563200,2,16.093,261,7.84,3.94
14,4.81,0.79,2.57,0.72,partly-cloudy-day,361.2,0.0222,0.17,rain,1022.3,Überwiegend bewölkt,7.24,1613566800,1,16.093,263,7.71,3.64
15,6.0,0.72,2.38,0.68,partly-cloudy-day,362.1,0.0172,0.12,rain,1022.3,Überwiegend bewölkt,7.9,1613570400,1,16.093,262,7.09,2.98
16,5.78,0.6,2.84,0.72,partly-cloudy-day,362.4,0.0127,0.11,rain,1022.0,Überwiegend bewölkt,7.55,1613574000,0,16.093,259,6.6,2.7
17,4.35,0.39,2.37,0.77,partly-cloudy-day,361.0,0.0074,0.08,rain,1022.3,Leicht bewölkt,6.01,1613577600,0,16.093,245,4.8,2.21
18,1.58,0.28,1.32,0.84,clear-night,358.7,0.0076,0.05,rain,1022.4,Klar,3.7,1613581200,0,16.093,229,3.72,2.27
19,2.38,0.29,1.45,0.86,clear-night,360.2,0.0082,0.03,rain,1023.0,Klar,3.64,1613584800,0,16.093,218,2.19,1.51
20,1.54,0.1,1.12,0.88,clear-night,359.1,0.0,0.0,,1023.1,Klar,2.98,1613588400,0,16.093,212,2.33,1.58
21,0.44,0.09,0.63,0.88,clear-night,359.7,0.0,0.0,,1023.4,Klar,2.48,1613592000,0,16.093,222,3.29,2.0
22,2.02,0.09,-0.11,0.86,clear-night,359.9,0.0,0.0,,1023.0,Klar,2.02,1613595600,0,16.093,174,1.72,1.24
23,-0.59,0.15,-0.15,0.88,clear-night,357.1,0.0,0.0,,1022.8,Klar,1.65,1613599200,0,16.093,201,3.72,2.05
