,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,2.77,0.58,2.27,0.97,partly-cloudy-night,314.8,0.0,0.0,,1034.4,Leicht bewölkt,2.77,1578265200,0,16.093,205,0.99,0.69
1,2.31,0.64,1.81,0.97,partly-cloudy-night,315.1,0.0,0.0,,1034.2,Überwiegend bewölkt,2.31,1578268800,0,16.093,216,0.56,0.56
2,2.9,0.69,2.14,0.95,partly-cloudy-night,312.8,0.0,0.0,,1033.6,Überwiegend bewölkt,2.9,1578272400,0,16.093,173,0.73,0.45
3,1.82,0.73,1.19,0.96,partly-cloudy-night,311.5,0.0,0.0,,1032.8,Überwiegend bewölkt,1.82,1578276000,0,16.093,250,0.66,0.41
4,0.91,0.72,0.49,0.97,partly-cloudy-night,310.7,0.0,0.0,,1032.2,Überwiegend bewölkt,0.91,1578279600,0,16.093,240,0.63,0.42
5,0.05,0.66,-0.05,0.99,partly-cloudy-night,310.7,0.0,0.0,,1032.3,Überwiegend bewölkt,0.05,1578283200,0,16.093,230,0.57,0.39
6,-0.37,0.54,-0.37,1.0,partly-cloudy-night,311.1,0.0,0.0,,1032.6,Leicht bewölkt,-0.37,1578286800,0,16.093,44,0.55,0.34
7,-0.36,0.4,-0.71,0.98,partly-cloudy-night,308.2,0.0,0.0,,1032.5,Leicht bewölkt,-0.36,1578290400,0,16.093,60,0.42,0.25
8,-0.58,0.29,-0.97,0.97,clear-night,306.7,0.0,0.0,,1032.1,Klar,-0.58,1578294000,0,16.093,96,0.46,0.32
9,-0.6,0.17,-0.79,0.99,clear-day,304.7,0.0,0.0,,1031.9,Klar,-0.6,1578297600,0,16.093,146,0.58,0.45
10,-0.02,0.09,-0.55,0.96,clear-day,303.0,0.0094,0.02,rain,1031.2,Klar,-0.02,1578301200,0,16.093,174,0.87,0.64
11,0.83,0.06,-0.35,0.92,clear-day,301.2,0.0102,0.03,rain,1030.6,Klar,0.83,1578304800,0,16.093,192,1.47,0.92
12,2.11,0.08,0.01,0.86,clear-day,299.6,0.0093,0.02,rain,1030.0,Klar,2.11,1578308400,1,16.093,193,2.25,1.13
13,1.86,0.09,0.15,0.81,clear-day,299.0,0.0091,0.02,rain,1029.3,Klar,3.06,1578312000,1,16.093,194,2.92,1.41
14,2.47,0.07,0.23,0.78,clear-day,315.2,0.0065,0.02,rain,1028.9,Klar,3.66,1578315600,0,16.093,200,3.17,1.46
15,1.28,0.56,-0.47,0.78,partly-cloudy-day,316.5,0.0,0.0,,1027.9,Leicht bewölkt,2.96,1578319200,0,16.093,191,3.78,1.75
16,0.39,0.53,-0.89,0.8,partly-cloudy-day,318.3,0.0,0.0,,1027.4,Leicht bewölkt,2.21,1578322800,0,16.093,193,4.33,1.77
17,-0.13,0.54,-0.76,0.83,partly-cloudy-night,320.6,0.0,0.0,,1027.3,Leicht bewölkt,1.79,1578326400,0,16.093,190,4.71,1.8
18,-0.7,0.55,-0.58,0.87,partly-cloudy-night,323.2,0.0,0.0,,1027.1,Leicht bewölkt,1.37,1578330000,0,16.093,194,5.01,1.87
19,-1.03,0.55,-0.51,0.88,partly-cloudy-night,325.7,0.0,0.0,,1026.7,Leicht bewölkt,1.25,1578333600,0,16.093,198,5.51,2.03
20,-1.18,0.62,-1.33,0.84,partly-cloudy-night,320.3,0.0,0.0,,1026.3,Überwiegend bewölkt,1.14,1578337200,0,16.093,195,5.58,2.04
21,-1.87,0.72,-1.2,0.85,partly-cloudy-night,322.3,0.0,0.0,,1025.7,Überwiegend bewölkt,1.01,1578340800,0,16.093,195,7.09,2.55
22,-1.87,0.79,-1.21,0.85,partly-cloudy-night,325.1,0.0,0.0,,1025.4,Überwiegend bewölkt,1.09,1578344400,0,16.093,199,8.34,2.65
23,-2.04,0.74,-1.25,0.84,partly-cloudy-night,328.1,0.0,0.0,,1025.0,Überwiegend bewölkt,1.14,1578348000,0,16.093,200,9.28,2.89
