,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,1.08,0.95,2.57,0.85,rain,330.3,,0.2263,0.3,rain,1028.2,Nieselregen möglich,4.96,1578092400,0,16.093,265,14.06,5.43
1,1.1,0.96,2.75,0.86,rain,327.1,,0.3514,0.41,rain,1028.5,Leichter Regen möglich,4.87,1578096000,0,16.093,253,13.29,5.16
2,1.91,0.97,3.37,0.86,rain,322.8,,0.5316,0.45,rain,1028.4,Leichter Regen möglich,5.45,1578099600,0,14.203,157,12.15,4.96
3,1.86,0.99,3.3,0.88,rain,321.8,,0.6122,0.45,rain,1028.6,Leichter Regen möglich,5.13,1578103200,0,10.39,20,10.7,4.3
4,1.66,1.0,3.04,0.89,rain,321.4,,0.6098,0.43,rain,1028.9,Leichter Regen möglich,4.71,1578106800,0,7.697,283,9.37,3.73
5,1.08,1.0,2.41,0.89,rain,321.6,,0.4491,0.41,rain,1029.6,Leichter Regen möglich,4.01,1578110400,0,6.746,270,8.14,3.33
6,0.26,1.0,1.59,0.89,rain,322.5,,0.2489,0.28,rain,1030.5,Leichter Regen möglich,3.16,1578114000,0,6.941,285,7.05,3.05
7,-0.3,1.0,0.77,0.88,cloudy,322.2,,0.062,0.11,rain,1031.0,Stark bewölkt,2.52,1578117600,0,8.743,309,5.25,2.79
8,-0.95,0.98,0.09,0.86,cloudy,322.2,,0.0369,0.07,rain,1031.5,Stark bewölkt,2.19,1578121200,0,13.366,318,6.13,3.09
9,-1.64,0.96,-0.46,0.84,cloudy,322.2,,0.0231,0.06,rain,1031.9,Stark bewölkt,1.96,1578124800,0,16.093,270,7.92,3.66
10,-2.6,0.95,-1.14,0.83,cloudy,322.1,0.0072,0.0151,0.06,snow,1032.2,Stark bewölkt,1.47,1578128400,0,16.093,288,9.36,4.19
11,-2.89,0.95,-1.62,0.8,cloudy,322.3,0.0053,0.0099,0.08,snow,1032.2,Stark bewölkt,1.45,1578132000,1,16.093,321,9.87,4.61
12,-2.65,0.96,-1.5,0.79,cloudy,322.6,0.0034,0.0073,0.12,snow,1032.2,Stark bewölkt,1.82,1578135600,1,16.093,231,10.02,5.0
13,-2.63,0.97,-1.41,0.78,cloudy,321.8,0.0022,0.0051,0.15,snow,1032.1,Stark bewölkt,1.94,1578139200,1,16.093,270,10.27,5.26
14,-1.53,0.98,-2.12,0.72,cloudy,323.4,,0.0051,0.14,rain,1032.1,Stark bewölkt,2.35,1578142800,0,16.093,274,9.75,4.21
15,-2.07,0.99,-1.79,0.75,cloudy,318.7,,0.0051,0.16,rain,1031.9,Stark bewölkt,2.12,1578146400,0,16.093,269,10.98,4.65
16,-2.55,1.0,-1.44,0.79,cloudy,315.3,,0.0051,0.14,rain,1032.0,Stark bewölkt,1.89,1578150000,0,16.093,268,11.96,5.01
17,-2.97,0.99,-1.52,0.8,cloudy,314.5,0.0024,0.0054,0.11,snow,1032.5,Stark bewölkt,1.62,1578153600,0,16.093,239,12.46,5.15
18,-3.17,0.98,-1.47,0.81,cloudy,315.1,0.004,0.0089,0.11,snow,1033.4,Stark bewölkt,1.48,1578157200,0,13.028,302,12.71,5.19
19,-3.04,0.97,-1.05,0.83,cloudy,316.5,,0.0193,0.13,rain,1034.0,Stark bewölkt,1.59,1578160800,0,7.639,278,12.66,5.21
20,-2.93,0.98,-0.73,0.85,cloudy,309.2,,0.1354,0.19,rain,1034.4,Stark bewölkt,1.53,1578164400,0,4.477,291,11.43,4.86
21,-3.01,0.99,-0.57,0.85,fog,312.4,,0.1455,0.2,rain,1034.6,Nebel,1.61,1578168000,0,1.7,254,11.43,5.19
22,-3.12,1.0,-0.54,0.86,fog,314.4,,0.1633,0.22,rain,1034.8,Nebel,1.57,1578171600,0,0.063,272,11.19,5.32
23,-3.1,1.0,-0.62,0.86,fog,313.8,,0.1425,0.21,rain,1035.2,Nebel,1.49,1578175200,0,0.876,273,10.55,5.1
