,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-4.18,0.99,-1.51,0.85,snow,383.1,0.1729,0.2321,0.33,snow,1024.8,Leichter Schneefall möglich,0.72,1580857200,0,4.755,304,10.4,5.3
1,-4.12,0.99,-1.48,0.85,cloudy,381.2,0.2134,0.2889,0.25,snow,1025.5,Stark bewölkt,0.74,1580860800,0,5.435,306,9.98,5.23
2,-3.61,0.99,-1.68,0.82,cloudy,376.5,0.0876,0.1305,0.16,snow,1025.9,Stark bewölkt,0.99,1580864400,0,6.02,311,9.68,4.88
3,-4.35,0.99,-1.9,0.82,cloudy,370.8,0.0862,0.1193,0.14,snow,1026.6,Stark bewölkt,0.76,1580868000,0,4.41,310,10.35,5.74
4,-4.97,0.99,-2.23,0.82,cloudy,366.8,0.0922,0.1191,0.14,snow,1027.4,Stark bewölkt,0.52,1580871600,0,4.14,310,10.89,6.37
5,-5.26,1.0,-2.61,0.81,cloudy,366.1,0.1017,0.1246,0.14,snow,1028.4,Stark bewölkt,0.32,1580875200,0,6.72,312,11.19,6.46
6,-5.57,1.0,-3.17,0.79,cloudy,367.2,0.1139,0.1314,0.15,snow,1029.6,Stark bewölkt,0.02,1580878800,0,10.646,316,11.37,6.28
7,-5.4,0.99,-3.66,0.76,cloudy,366.8,0.0718,0.0847,0.12,snow,1030.8,Stark bewölkt,0.02,1580882400,0,14.933,324,10.53,5.94
8,-5.27,0.96,-3.68,0.76,cloudy,366.3,0.0533,0.0611,0.12,snow,1031.8,Stark bewölkt,0.02,1580886000,0,14.838,328,9.98,5.68
9,-5.0,0.92,-3.57,0.76,cloudy,365.4,0.038,0.0436,0.15,snow,1032.7,Stark bewölkt,0.09,1580889600,0,13.365,332,9.23,5.34
10,-4.73,0.89,-3.59,0.76,cloudy,364.3,0.0342,0.0389,0.18,snow,1033.5,Stark bewölkt,0.15,1580893200,0,13.271,336,8.46,4.99
11,-4.27,0.92,-3.76,0.74,cloudy,362.7,0.0239,0.0275,0.18,snow,1034.2,Stark bewölkt,0.34,1580896800,1,16.093,336,7.65,4.62
12,-3.52,0.94,-3.62,0.73,cloudy,360.8,0.0147,0.0179,0.14,snow,1034.7,Stark bewölkt,0.74,1580900400,1,16.093,335,6.83,4.22
13,-2.42,0.91,-3.22,0.71,cloudy,358.7,0.0089,0.0128,0.08,snow,1035.3,Stark bewölkt,1.44,1580904000,1,16.093,332,6.17,3.85
14,-0.01,0.68,-4.06,0.6,partly-cloudy-day,365.3,,0.0,0.0,,1035.5,Überwiegend bewölkt,2.89,1580907600,1,16.093,316,5.08,2.97
15,0.08,0.36,-3.25,0.64,partly-cloudy-day,361.5,,0.0,0.0,,1036.2,Leicht bewölkt,2.99,1580911200,1,16.093,305,5.52,3.01
16,-1.68,0.12,-3.25,0.71,clear-day,358.5,0.0047,0.0072,0.12,snow,1036.6,Klar,1.41,1580914800,0,16.093,318,5.41,2.85
17,-2.04,0.06,-3.4,0.75,clear-day,357.5,0.0046,0.0062,0.09,snow,1037.4,Klar,0.55,1580918400,0,16.093,20,4.08,2.19
18,-0.61,0.06,-3.7,0.8,clear-night,357.2,,0.0,0.0,,1038.2,Klar,-0.61,1580922000,0,16.093,175,2.19,1.34
19,-1.22,0.06,-3.67,0.83,clear-night,355.6,,0.0,0.0,,1038.6,Klar,-1.22,1580925600,0,16.093,247,0.78,0.72
20,-1.6,0.04,-3.76,0.85,clear-night,354.4,,0.0,0.0,,1038.7,Klar,-1.6,1580929200,0,16.093,261,0.65,0.65
21,-1.87,0.02,-4.03,0.85,clear-night,353.2,,0.0,0.0,,1038.7,Klar,-1.87,1580932800,0,16.093,188,0.84,0.84
22,-2.16,0.0,-4.44,0.84,clear-night,352.8,,0.0,0.0,,1038.5,Klar,-2.16,1580936400,0,16.093,194,1.02,0.99
23,-2.46,0.0,-4.79,0.84,clear-night,354.1,0.0056,0.0051,0.01,snow,1038.3,Klar,-2.46,1580940000,0,16.093,184,1.0,0.98
