,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,16.22,1.0,9.41,0.64,16.22,1563141600,0,10.003,17,,2.58
1,16.22,0.9,9.41,0.64,16.22,1563145200,0,10.003,14,,2.93
2,16.22,0.9,9.99,0.67,16.22,1563148800,0,10.003,14,,2.58
3,16.22,0.9,9.99,0.67,16.22,1563152400,0,10.003,27,,2.37
4,15.64,0.9,9.99,0.69,15.64,1563156000,0,10.003,20,,0.87
5,15.22,0.9,9.99,0.71,15.22,1563159600,0,10.003,20,,2.16
6,15.22,0.9,9.41,0.68,15.22,1563163200,0,10.003,20,,2.37
7,15.22,0.9,10.41,0.73,15.22,1563166800,0,10.003,29,,2.72
8,16.22,0.9,10.41,0.68,16.22,1563170400,1,10.003,20,,3.59
9,17.22,0.75,9.99,0.62,17.22,1563174000,2,10.003,30,,2.57
10,18.22,0.57,9.99,0.59,18.22,1563177600,3,10.003,356,,4.47
11,18.81,0.42,9.99,0.57,18.81,1563181200,5,10.003,337,,3.22
12,20.64,0.62,9.99,0.5,20.64,1563184800,5,10.003,9,,2.51
13,21.23,0.75,9.99,0.49,21.23,1563188400,5,10.003,295,,2.51
14,20.81,0.75,9.83,0.49,20.81,1563192000,5,10.003,325,,2.72
15,21.23,0.75,9.41,0.47,21.23,1563195600,5,10.003,347,,3.1
16,21.82,0.57,9.41,0.45,21.82,1563199200,5,10.003,341,,2.6
17,21.82,0.42,9.99,0.47,21.82,1563202800,4,10.003,341,,4.6
18,21.23,0.31,9.99,0.49,21.23,1563206400,2,10.003,330,,4.6
19,20.23,0.18,9.99,0.52,20.23,1563210000,1,10.003,324,7.2,5.18
20,18.22,0.08,9.99,0.59,18.22,1563213600,0,10.003,320,,5.55
21,16.64,0.08,9.99,0.65,16.64,1563217200,0,10.003,325,,4.77
22,15.64,0.08,9.99,0.69,15.64,1563220800,0,10.003,330,,4.01
23,14.64,0.08,9.41,0.71,14.64,1563224400,0,10.003,336,,3.63
