,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,22.23,0.66,13.0,0.56,22.23,1564524000,0,10.003,226,,1.96
1,21.4,0.75,13.41,0.6,21.4,1564527600,0,10.003,267,,1.75
2,21.23,0.52,13.41,0.61,21.23,1564531200,0,10.003,191,,1.28
3,19.81,0.66,14.0,0.69,19.81,1564534800,0,10.003,180,,1.28
4,18.81,1.0,14.0,0.74,18.81,1564538400,0,10.003,200,,1.08
5,18.81,1.0,14.41,0.76,18.81,1564542000,0,10.003,170,,1.49
6,18.81,1.0,14.41,0.76,18.81,1564545600,0,10.003,170,,1.9
7,18.81,1.0,13.83,0.73,18.81,1564549200,0,10.003,234,,2.51
8,20.23,1.0,13.41,0.65,20.23,1564552800,1,10.003,241,,3.9
9,21.23,0.75,12.41,0.57,21.23,1564556400,2,10.003,251,,3.52
10,22.23,0.08,12.0,0.52,22.23,1564560000,3,10.003,260,,4.6
11,23.8,0.19,12.0,0.48,23.8,1564563600,5,10.003,230,,5.25
12,24.81,0.19,9.41,0.38,24.81,1564567200,6,10.003,248,10.3,6.99
13,24.99,0.19,8.42,0.35,24.99,1564570800,7,10.003,230,11.3,6.99
14,24.63,0.44,8.0,0.35,24.63,1564574400,6,10.003,255,10.3,6.17
15,25.81,0.44,7.41,0.31,25.81,1564578000,6,10.003,236,10.3,7.03
16,26.23,0.19,7.41,0.3,26.23,1564581600,5,10.003,221,10.8,6.62
17,25.64,0.75,6.99,0.3,25.64,1564585200,3,10.003,231,,5.18
18,26.23,0.44,6.99,0.29,26.23,1564588800,2,10.003,232,,6.41
19,24.63,1.0,6.99,0.32,24.63,1564592400,1,10.003,250,,4.77
20,24.22,1.0,8.59,0.37,24.22,1564596000,0,10.003,267,,4.51
21,22.64,0.75,8.59,0.41,22.64,1564599600,0,10.003,286,,3.52
22,21.23,0.0,9.0,0.46,21.23,1564603200,0,10.003,310,9.8,3.01
23,18.81,0.0,9.99,0.57,18.81,1564606800,0,10.003,312,,2.39
