,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,-1.74,0.09,-3.21,0.74,clear-night,313.1,0.0,0.0,,1026.7,Klar,0.85,1581202800,0,16.093,205,2.75,2.24
1,-2.06,0.25,-3.59,0.73,clear-night,317.2,0.0,0.0,,1026.7,Klar,0.71,1581206400,0,16.093,204,3.06,2.38
2,-0.49,0.48,-2.19,0.73,partly-cloudy-night,324.0,0.0,0.0,,1026.0,Leicht bewölkt,2.06,1581210000,0,16.093,209,3.19,2.41
3,-1.27,0.75,-2.07,0.77,partly-cloudy-night,328.9,0.0,0.0,,1025.7,Überwiegend bewölkt,1.46,1581213600,0,16.093,207,3.68,2.47
4,-1.94,0.92,-1.85,0.81,cloudy,335.6,0.0,0.0,,1025.3,Stark bewölkt,0.98,1581217200,0,16.093,204,4.15,2.57
5,-2.52,0.91,-1.49,0.86,cloudy,346.7,0.0,0.0,,1025.4,Stark bewölkt,0.6,1581220800,0,16.093,201,4.45,2.72
6,-2.91,0.79,-1.16,0.89,partly-cloudy-night,359.6,0.0,0.0,,1025.3,Überwiegend bewölkt,0.41,1581224400,0,16.093,199,4.73,2.89
7,-2.65,0.65,-1.0,0.87,partly-cloudy-night,369.3,0.0,0.0,,1025.3,Überwiegend bewölkt,0.86,1581228000,0,16.093,196,6.42,3.22
8,-1.5,0.56,-0.52,0.84,partly-cloudy-day,366.8,0.0062,0.03,rain,1024.8,Leicht bewölkt,1.86,1581231600,0,16.093,199,7.44,3.3
9,0.03,0.47,-0.08,0.79,partly-cloudy-day,358.4,0.0083,0.03,rain,1024.0,Leicht bewölkt,3.14,1581235200,0,16.093,202,8.56,3.32
10,1.54,0.41,0.47,0.75,partly-cloudy-day,349.7,0.0083,0.02,rain,1023.1,Leicht bewölkt,4.53,1581238800,1,16.093,205,9.6,3.58
11,3.08,0.41,1.21,0.71,partly-cloudy-day,342.8,0.0,0.0,,1022.2,Leicht bewölkt,6.12,1581242400,1,16.093,208,10.46,4.3
12,5.23,0.44,1.64,0.63,partly-cloudy-day,335.8,0.0,0.0,,1020.8,Leicht bewölkt,8.19,1581246000,1,16.093,212,11.26,5.23
13,6.87,0.48,1.93,0.58,partly-cloudy-day,328.6,0.0,0.0,,1019.5,Leicht bewölkt,9.68,1581249600,2,16.093,214,12.18,5.91
14,10.53,0.44,1.58,0.54,partly-cloudy-day,307.0,0.0,0.0,,1018.0,Leicht bewölkt,10.53,1581253200,1,16.093,210,12.23,5.44
15,7.39,0.39,1.75,0.57,partly-cloudy-day,296.9,0.0,0.0,,1016.2,Leicht bewölkt,9.96,1581256800,1,16.093,209,13.59,5.4
16,5.73,0.38,1.75,0.62,partly-cloudy-day,289.3,0.0,0.0,,1014.7,Leicht bewölkt,8.68,1581260400,0,16.093,208,15.13,5.54
17,5.72,0.45,1.23,0.59,partly-cloudy-day,285.5,0.0,0.0,,1013.9,Leicht bewölkt,8.81,1581264000,0,16.093,210,17.03,6.03
18,5.48,0.57,0.28,0.55,wind,284.2,0.0,0.0,,1013.8,Frische Brise und leicht bewölkt,8.79,1581267600,0,16.093,211,19.12,6.71
19,4.16,0.69,-0.43,0.56,wind,283.1,0.0083,0.03,rain,1012.9,Frische Brise und überwiegend bewölkt,7.92,1581271200,0,16.093,212,20.86,7.36
20,4.73,0.81,-0.26,0.54,wind,286.5,0.0117,0.02,rain,1011.5,Sturm und überwiegend bewölkt,8.41,1581274800,0,16.093,213,21.18,7.53
21,5.24,0.92,-0.54,0.51,wind,285.1,0.015,0.02,rain,1010.1,Sturm und stark bewölkt,8.95,1581278400,0,16.093,215,22.22,8.24
22,5.67,1.0,-0.48,0.5,wind,282.9,0.0147,0.03,rain,1008.8,Sturm und stark bewölkt,9.41,1581282000,0,16.093,217,23.2,8.92
23,5.92,1.0,0.25,0.52,wind,278.4,0.009,0.03,rain,1007.6,Sturm und stark bewölkt,9.7,1581285600,0,16.093,220,24.1,9.5
