,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,1.37,0.75,0.32,0.83,2.88,1549753200,0,10.003,204.0,,1.62
1,-0.07,0.75,0.32,0.85,2.57,1549756800,0,10.003,221.0,,2.6
2,0.08,0.75,0.99,0.91,2.27,1549760400,0,10.003,191.0,,2.09
3,1.21,0.75,0.99,0.83,3.65,1549764000,0,10.003,180.0,,2.6
4,1.53,0.75,0.99,0.83,3.65,1549767600,0,10.003,161.0,,2.25
5,2.27,0.75,0.99,0.91,2.27,1549771200,0,10.003,113.0,,1.16
6,2.96,0.75,0.99,0.87,2.96,1549774800,0,10.003,,,
7,2.06,0.75,1.38,0.79,4.71,1549778400,0,10.003,167.0,,3.13
8,2.06,0.75,0.69,0.75,4.71,1549782000,0,10.003,182.0,,3.13
9,2.94,0.75,0.69,0.72,5.33,1549785600,0,10.003,183.0,,2.95
10,4.11,0.75,1.38,0.67,7.03,1549789200,1,10.003,182.0,,4.48
11,5.92,0.75,1.06,0.6,8.33,1549792800,1,10.003,181.0,,4.06
12,11.4,0.75,2.07,0.53,11.4,1549796400,2,10.003,188.0,,6.2
13,11.4,0.75,1.06,0.49,11.4,1549800000,2,10.003,207.0,16.5,7.08
14,11.02,0.53,1.75,0.53,11.02,1549803600,1,10.003,225.0,18.0,8.04
15,5.15,0.75,2.83,0.66,8.89,1549807200,1,10.003,224.0,15.74,8.28
16,4.2,0.83,3.76,0.73,8.27,1549810800,0,10.003,217.0,14.29,8.81
17,2.49,0.83,4.38,0.84,6.96,1549814400,0,10.003,234.0,15.52,8.81
18,1.68,0.75,4.01,0.87,5.95,1549818000,0,10.003,230.0,11.3,7.16
19,0.04,0.75,2.31,0.81,5.26,1549821600,0,10.003,257.0,23.19,9.61
20,-1.96,0.44,1.3,0.85,3.65,1549825200,0,10.003,234.0,15.74,9.15
21,-1.77,0.53,0.69,0.81,3.65,1549828800,0,10.003,242.0,23.69,8.56
22,-3.55,0.75,0.69,0.89,2.34,1549832400,0,10.003,235.0,15.13,8.78
23,-3.83,0.75,0.69,0.91,1.95,1549836000,0,10.003,230.0,13.73,8.13
