,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,16.71,0.44,15.0,0.9,16.64,1561327200,0,10.003,60,3.1
1,16.71,0.44,15.0,0.9,16.64,1561330800,0,10.003,51,1.5
2,15.72,0.75,14.69,0.94,15.64,1561334400,0,10.003,65,2.09
3,14.78,0.75,14.64,1.0,14.64,1561338000,0,10.003,55,2.09
4,14.67,0.75,14.0,0.96,14.64,1561341600,0,10.003,64,1.84
5,14.49,0.75,14.33,1.0,14.33,1561345200,0,8.142,71,1.04
6,14.15,0.36,14.03,1.0,14.03,1561348800,0,7.365,24,1.84
7,16.24,0.36,15.69,0.98,16.02,1561352400,0,7.397,68,2.41
8,18.18,0.75,16.0,0.88,18.02,1561356000,1,9.07,74,2.95
9,19.9,0.44,16.69,0.83,19.72,1561359600,3,9.383,63,2.44
10,21.17,0.44,16.69,0.76,21.02,1561363200,4,10.003,70,3.1
11,23.07,0.44,16.0,0.65,23.02,1561366800,6,10.003,67,3.91
12,24.53,0.19,17.38,0.65,24.34,1561370400,8,10.003,71,3.95
13,25.49,0.19,17.07,0.6,25.33,1561374000,8,10.003,68,5.71
14,26.54,0.19,17.38,0.58,26.34,1561377600,8,10.003,82,5.36
15,27.47,0.19,17.38,0.57,26.65,1561381200,7,10.003,84,4.75
16,27.47,0.27,17.38,0.57,26.65,1561384800,6,10.003,77,4.75
17,27.68,0.27,17.07,0.55,26.96,1561388400,4,10.003,83,4.94
18,27.75,0.44,17.38,0.56,26.96,1561392000,2,10.003,73,4.94
19,26.05,0.75,16.38,0.56,25.95,1561395600,1,10.003,80,4.6
20,25.12,0.75,17.07,0.62,24.96,1561399200,0,10.003,74,3.95
21,23.83,0.75,17.38,0.68,23.64,1561402800,0,10.003,72,2.91
22,21.96,0.75,15.69,0.68,21.95,1561406400,0,10.003,83,2.91
23,20.01,0.75,15.69,0.76,19.96,1561410000,0,10.003,75,2.0
