,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,2.23,0.75,0.01,0.69,5.26,1557957600,0,10.003,41,,3.91
1,1.55,0.75,0.01,0.74,4.26,1557961200,0,10.003,36,,3.1
2,1.44,0.75,0.32,0.77,3.95,1557964800,0,10.003,27,,2.76
3,-0.41,0.19,0.99,0.87,2.96,1557968400,0,10.003,41,,3.64
4,-0.11,0.19,0.99,0.89,2.65,1557972000,0,10.003,17,,2.76
5,-0.35,0.19,0.01,0.85,2.34,1557975600,0,10.003,358,,2.6
6,0.16,0.19,0.32,0.86,2.34,1557979200,0,10.003,352,,2.09
7,1.44,0.44,0.99,0.86,3.02,1557982800,0,10.003,9,,1.69
8,1.83,0.44,2.0,0.87,4.02,1557986400,1,10.003,52,,2.41
9,3.51,0.53,2.31,0.81,5.33,1557990000,2,10.003,53,,2.25
10,4.56,0.75,3.0,0.79,6.34,1557993600,3,10.003,46,,2.41
11,6.0,0.75,3.0,0.74,7.33,1557997200,4,10.003,13,,2.09
12,6.99,0.75,3.0,0.69,8.33,1558000800,5,10.003,63,9.8,2.31
13,8.25,0.75,4.01,0.68,9.64,1558004400,5,10.003,45,,2.72
14,10.72,0.75,4.69,0.66,10.72,1558008000,5,10.003,50,,3.6
15,11.33,0.75,4.32,0.62,11.33,1558011600,5,10.003,30,,3.1
16,12.02,0.75,5.0,0.62,12.02,1558015200,4,10.003,33,,2.76
17,12.02,0.75,5.0,0.62,12.02,1558018800,3,10.003,41,,3.1
18,12.02,0.75,4.32,0.59,12.02,1558022400,2,10.003,37,,2.25
19,11.33,0.75,5.69,0.68,11.33,1558026000,1,10.003,85,,2.15
20,11.33,0.75,5.0,0.65,11.33,1558029600,0,10.003,68,,2.41
21,10.33,0.75,5.69,0.73,10.33,1558033200,0,10.003,130,,2.09
22,8.91,0.75,6.38,0.8,9.64,1558036800,0,10.003,85,,1.84
23,7.96,0.75,6.38,0.82,9.33,1558040400,0,10.003,80,,2.6
