,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,19.47,,16.69,0.85,19.27,1567288800,0.0,9.691,235,2.0
1,20.34,,15.38,0.73,20.34,1567292400,0.0,9.691,239,1.69
2,19.34,,15.07,0.76,19.34,1567296000,0.0,10.003,216,1.65
3,19.41,,15.07,0.76,19.41,1567299600,0.0,9.691,250,2.26
4,18.05,0.19,15.07,0.83,18.02,1567303200,0.0,9.383,221,2.6
5,18.02,0.19,14.38,0.79,18.02,1567306800,0.0,10.003,238,1.84
6,17.34,,14.07,0.81,17.34,1567310400,0.0,10.003,215,1.84
7,18.02,,14.38,0.79,18.02,1567314000,,10.003,235,2.31
8,18.72,,14.38,0.76,18.72,1567317600,,10.003,251,2.6
9,20.71,,15.0,0.7,20.71,1567321200,,10.003,247,3.6
10,21.73,0.19,15.69,0.69,21.71,1567324800,3.0,10.003,247,3.75
11,21.02,0.44,15.0,0.68,21.02,1567328400,4.0,10.003,275,5.05
12,21.33,0.19,13.62,0.61,21.33,1567332000,5.0,10.003,270,3.25
13,20.34,0.19,13.62,0.65,20.34,1567335600,6.0,10.003,271,3.21
14,20.4,0.44,13.93,0.66,20.4,1567339200,5.0,10.003,316,2.25
15,20.03,0.44,14.24,0.69,20.03,1567342800,4.0,10.003,93,1.69
16,20.71,0.44,14.24,0.66,20.71,1567346400,3.0,10.003,139,1.69
17,20.65,0.19,12.86,0.61,20.65,1567350000,2.0,10.003,296,4.75
18,20.65,0.19,12.17,0.58,20.65,1567353600,1.0,10.003,306,4.4
19,20.65,0.19,12.55,0.6,20.65,1567357200,0.0,10.003,311,3.51
20,19.65,0.36,13.24,0.67,19.65,1567360800,0.0,10.003,314,3.98
21,18.65,0.36,12.62,0.68,18.65,1567364400,0.0,10.003,315,3.14
22,17.65,0.75,11.93,0.69,17.65,1567368000,0.0,10.003,311,4.6
23,16.64,0.75,11.93,0.74,16.64,1567371600,0.0,10.003,315,3.14
