,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,14.22,0.9,11.41,0.83,14.22,1558389600,0,9.587,301,,5.06
1,14.22,0.9,11.41,0.83,14.22,1558393200,0,8.759,304,,4.97
2,14.22,0.9,11.41,0.83,14.22,1558396800,0,8.759,306,,5.35
3,13.81,0.9,11.41,0.85,13.81,1558400400,0,9.177,283,9.3,6.21
4,13.23,0.9,11.41,0.89,13.23,1558404000,0,9.587,277,9.8,5.7
5,13.23,0.75,11.41,0.89,13.23,1558407600,0,10.003,268,,4.3
6,13.23,0.9,11.41,0.89,13.23,1558411200,0,10.003,279,,4.97
7,12.22,0.9,10.99,0.92,12.22,1558414800,0,10.003,276,8.8,5.55
8,12.22,0.9,10.99,0.92,12.22,1558418400,1,10.003,290,9.3,6.58
9,13.23,0.9,10.99,0.86,13.23,1558422000,2,10.003,308,11.8,6.79
10,13.23,0.9,10.99,0.86,13.23,1558425600,3,10.003,314,10.8,6.42
11,13.23,0.9,10.99,0.86,13.23,1558429200,4,10.003,304,10.3,5.13
12,13.64,0.77,10.99,0.84,13.64,1558432800,5,10.003,305,11.3,5.75
13,14.22,0.9,10.99,0.81,14.22,1558436400,5,10.003,301,12.39,5.55
14,14.05,0.9,10.99,0.82,14.05,1558440000,5,10.003,311,10.78,5.91
15,13.64,0.9,9.99,0.79,13.64,1558443600,4,10.003,311,9.3,7.03
16,13.64,0.9,9.99,0.79,13.64,1558447200,4,10.003,305,9.3,4.97
17,13.23,0.9,10.41,0.83,13.23,1558450800,3,10.003,300,8.8,5.26
18,13.23,0.9,10.41,0.83,13.23,1558454400,2,10.003,301,10.8,4.31
19,13.23,0.9,10.41,0.83,13.23,1558458000,1,10.003,300,8.8,4.8
20,13.23,0.9,9.99,0.81,13.23,1558461600,0,10.003,297,9.3,3.98
21,12.64,0.9,9.99,0.84,12.64,1558465200,0,10.003,300,,4.27
22,13.23,0.9,9.99,0.81,13.23,1558468800,0,10.003,311,,3.6
23,13.23,0.9,9.99,0.81,13.23,1558472400,0,10.003,290,,3.43
