,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,4.43,0.98,3.57,0.94,cloudy,352.6,0.0459,0.16,rain,1003.4,Stark bewölkt,4.43,1612220400,0,16.093,233,2.17,1.26
1,3.31,0.98,3.56,0.95,cloudy,346.9,0.0262,0.11,rain,1004.0,Stark bewölkt,4.34,1612224000,0,16.093,241,2.79,1.42
2,3.3,0.89,3.58,0.94,cloudy,344.6,0.0059,0.05,rain,1004.6,Stark bewölkt,4.54,1612227600,0,16.093,226,4.42,1.59
3,3.07,0.94,3.44,0.91,cloudy,344.6,0.0057,0.05,rain,1004.9,Stark bewölkt,4.73,1612231200,0,16.093,235,4.93,1.98
4,2.93,0.96,3.25,0.91,cloudy,344.4,0.0082,0.05,rain,1004.9,Stark bewölkt,4.64,1612234800,0,16.093,233,4.25,2.01
5,2.66,0.96,3.14,0.9,cloudy,343.9,0.0291,0.1,rain,1005.2,Stark bewölkt,4.62,1612238400,0,16.093,227,4.44,2.27
6,2.47,0.97,3.09,0.9,cloudy,343.3,0.0819,0.12,rain,1005.1,Stark bewölkt,4.63,1612242000,0,16.093,206,5.23,2.49
7,2.34,0.97,3.4,0.91,cloudy,343.1,0.1056,0.17,rain,1005.1,Stark bewölkt,4.74,1612245600,0,16.093,203,6.12,2.81
8,2.34,0.99,3.75,0.93,cloudy,343.5,0.0969,0.21,rain,1004.6,Stark bewölkt,4.76,1612249200,0,16.093,190,7.11,2.85
9,2.56,1.0,4.28,0.95,cloudy,342.4,0.0818,0.25,rain,1004.4,Stark bewölkt,4.96,1612252800,0,16.093,184,8.19,2.86
10,2.72,1.0,4.63,0.96,rain,341.2,0.3666,0.52,rain,1003.6,Leichter Regen möglich,5.15,1612256400,0,15.12,178,8.65,2.96
11,2.68,1.0,5.2,0.98,rain,339.8,0.7072,0.69,rain,1003.1,Leichter Regen,5.49,1612260000,1,16.093,182,10.93,3.62
12,3.32,1.0,5.6,0.97,rain,337.9,0.419,0.61,rain,1002.3,Leichter Regen möglich,6.03,1612263600,1,11.629,187,10.98,3.66
13,3.93,0.99,6.06,0.96,rain,338.7,0.2424,0.53,rain,1001.8,Leichter Regen möglich,6.67,1612267200,1,16.093,193,11.03,3.97
14,4.89,0.99,6.77,0.96,rain,341.6,0.4107,0.65,rain,1001.2,Leichter Regen möglich,7.3,1612270800,1,11.117,201,10.63,3.62
15,5.84,0.99,7.38,0.97,rain,343.3,0.118,0.33,rain,1001.1,Nieselregen möglich,7.83,1612274400,0,16.093,213,8.64,3.1
16,6.89,0.96,7.94,0.96,cloudy,346.3,0.046,0.14,rain,1001.2,Stark bewölkt,8.62,1612278000,0,16.093,218,8.35,2.93
17,7.1,0.95,7.62,0.93,cloudy,345.5,0.08,0.17,rain,1001.8,Stark bewölkt,8.75,1612281600,0,16.093,221,6.51,2.85
18,7.29,0.94,7.64,0.92,rain,347.2,0.1867,0.28,rain,1002.3,Nieselregen möglich,8.88,1612285200,0,16.093,220,6.68,2.8
19,7.19,0.97,7.74,0.94,rain,340.4,0.3472,0.46,rain,1003.0,Leichter Regen möglich,8.68,1612288800,0,16.093,218,7.2,2.6
20,7.64,0.99,7.93,0.93,rain,340.6,0.4917,0.54,rain,1003.3,Leichter Regen möglich,8.94,1612292400,0,14.695,217,6.04,2.4
21,7.38,0.98,8.05,0.94,rain,339.7,0.6268,0.6,rain,1003.4,Leichter Regen möglich,8.95,1612296000,0,16.093,218,9.97,2.78
22,7.5,0.99,8.08,0.93,rain,336.5,0.6445,0.6,rain,1003.9,Leichter Regen möglich,9.2,1612299600,0,16.093,229,11.2,3.08
23,7.5,0.95,8.37,0.96,rain,337.4,0.5679,0.57,rain,1003.9,Leichter Regen möglich,8.98,1612303200,0,16.093,225,8.02,2.65
