,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,16.11,0.75,15.31,0.96,15.95,1566252000,0,10.003,260.0,0.85
1,16.11,0.75,15.31,0.96,15.95,1566255600,0,10.003,257.0,1.91
2,16.11,1.0,15.31,0.96,15.95,1566259200,0,9.383,257.0,1.5
3,15.64,0.53,13.62,0.88,15.64,1566262800,0,10.003,232.0,1.3
4,14.95,0.61,12.93,0.88,14.95,1566266400,0,10.003,278.0,1.6
5,14.95,1.0,12.24,0.84,14.95,1566270000,0,9.383,246.0,1.35
6,14.95,1.0,11.55,0.8,14.95,1566273600,0,9.383,281.0,1.5
7,14.95,0.36,11.55,0.8,14.95,1566277200,0,9.383,290.0,1.04
8,14.95,0.53,11.55,0.8,14.95,1566280800,0,8.452,,0.0
9,15.64,0.53,11.24,0.75,15.64,1566284400,1,8.763,350.0,1.0
10,15.33,0.75,10.93,0.75,15.33,1566288000,2,9.07,340.0,1.5
11,16.02,0.83,10.93,0.72,16.02,1566291600,3,8.452,7.0,1.76
12,16.02,0.83,11.93,0.77,16.02,1566295200,4,7.893,348.0,1.69
13,16.02,0.83,11.93,0.77,16.02,1566298800,5,8.452,323.0,2.45
14,15.64,0.75,12.31,0.81,15.64,1566302400,5,10.003,332.0,3.64
15,14.95,0.53,13.0,0.88,14.95,1566306000,5,10.003,299.0,2.26
16,14.95,0.53,13.0,0.88,14.95,1566309600,4,10.003,298.0,2.6
17,13.64,0.36,12.69,0.94,13.64,1566313200,3,9.383,299.0,2.09
18,13.64,0.36,13.0,0.96,13.64,1566316800,1,9.383,290.0,2.6
19,12.64,0.36,12.64,1.0,12.64,1566320400,0,8.142,283.0,2.09
20,12.64,0.44,12.0,0.96,12.64,1566324000,0,8.296,263.0,1.35
21,12.64,0.44,12.64,1.0,12.64,1566327600,0,8.389,270.0,2.6
22,12.64,0.44,12.64,1.0,12.64,1566331200,0,8.296,232.0,1.69
23,12.33,1.0,12.0,0.98,12.33,1566334800,0,8.296,260.0,2.09
