,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,4.43,0.66,4.42,0.82,7.22,1556402400,0,10.003,233,4.31
1,4.49,0.62,4.42,0.82,7.22,1556406000,0,10.003,249,4.19
2,4.09,0.62,3.42,0.77,7.22,1556409600,0,10.003,237,5.04
3,3.3,0.52,3.42,0.82,6.22,1556413200,0,10.003,246,4.11
4,3.41,0.75,3.0,0.83,5.64,1556416800,0,10.003,230,2.81
5,3.29,0.19,2.41,0.85,4.64,1556420400,0,10.003,191,1.7
6,4.23,0.19,2.41,0.88,4.23,1556424000,0,10.003,191,1.28
7,2.52,0.52,2.41,0.88,4.23,1556427600,0,10.003,171,1.96
8,4.15,0.66,3.42,0.86,5.64,1556431200,1,10.003,208,1.96
9,4.62,0.77,3.0,0.78,6.63,1556434800,1,10.003,242,2.78
10,5.38,0.9,3.59,0.73,8.23,1556438400,2,10.003,230,4.97
11,7.34,0.9,3.0,0.65,9.23,1556442000,3,10.003,249,3.43
12,11.22,0.9,4.01,0.61,11.22,1556445600,4,10.003,195,2.72
13,11.22,0.77,3.59,0.59,11.22,1556449200,5,10.003,164,2.37
14,10.63,0.77,2.41,0.57,10.63,1556452800,5,10.003,180,1.28
15,12.22,0.77,2.41,0.51,12.22,1556456400,4,10.003,251,1.49
16,12.81,0.62,2.17,0.48,12.81,1556460000,4,10.003,180,3.72
17,13.05,0.19,2.41,0.48,13.05,1556463600,3,10.003,210,2.39
18,13.05,0.08,2.41,0.48,13.05,1556467200,1,10.003,214,2.37
19,12.64,0.52,2.58,0.5,12.64,1556470800,0,10.003,213,2.72
20,11.63,0.19,3.76,0.58,11.63,1556474400,0,10.003,250,2.68
21,7.47,0.08,4.42,0.75,8.64,1556478000,0,10.003,240,2.16
22,7.81,0.0,4.01,0.77,7.81,1556481600,0,10.003,230,1.08
23,5.81,0.0,4.01,0.88,5.81,1556485200,0,10.003,221,0.87
