,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,14.51,0.38,8.24,0.66,partly-cloudy-night,339.5,0,0,1034.8,Leicht bewölkt,14.51,1590530400,0,16.093,46,3.56,1.47
1,13.61,0.33,8.07,0.69,partly-cloudy-night,341.8,0,0,1034.8,Leicht bewölkt,13.61,1590534000,0,16.093,37,2.84,1.3
2,12.79,0.28,7.74,0.71,clear-night,343.7,0,0,1035.2,Klar,12.79,1590537600,0,16.093,39,1.79,1.28
3,11.64,0.37,7.41,0.75,partly-cloudy-night,345.3,0,0,1035.1,Leicht bewölkt,11.64,1590541200,0,16.093,31,1.99,1.22
4,10.62,0.47,7.03,0.79,partly-cloudy-night,346.8,0,0,1034.7,Leicht bewölkt,10.62,1590544800,0,16.093,31,2.62,1.21
5,10.77,0.52,6.97,0.77,partly-cloudy-night,347.6,0,0,1034.5,Leicht bewölkt,10.77,1590548400,0,16.093,30,3.02,1.24
6,11.22,0.47,7.05,0.76,partly-cloudy-day,347.2,0,0,1034.5,Leicht bewölkt,11.22,1590552000,0,16.093,33,2.93,1.27
7,12.15,0.35,7.33,0.72,partly-cloudy-day,346.1,0,0,1034.4,Leicht bewölkt,12.15,1590555600,0,16.093,38,2.62,1.3
8,13.51,0.26,7.48,0.67,clear-day,346.6,0,0,1034.5,Klar,13.51,1590559200,1,16.093,48,2.34,1.23
9,15.51,0.19,7.93,0.61,clear-day,346.6,0,0,1034.6,Klar,15.51,1590562800,2,16.093,63,1.94,1.26
10,17.61,0.12,8.19,0.54,clear-day,346.6,0,0,1034.6,Klar,17.61,1590566400,4,16.093,76,1.5,1.12
11,19.31,0.1,7.92,0.48,clear-day,346.1,0,0,1034.3,Klar,19.31,1590570000,5,16.093,90,1.21,1.02
12,20.64,0.15,6.78,0.41,clear-day,344.8,0,0,1033.9,Klar,20.64,1590573600,6,16.093,92,1.17,0.96
13,21.68,0.24,5.29,0.34,clear-day,343.0,0,0,1033.4,Klar,21.68,1590577200,6,16.093,88,1.28,0.96
14,23.02,0.32,2.38,0.26,partly-cloudy-day,337.3,0,0,1032.8,Leicht bewölkt,23.02,1590580800,6,16.093,44,1.4,0.84
15,23.87,0.35,1.92,0.24,partly-cloudy-day,336.6,0,0,1032.4,Leicht bewölkt,23.87,1590584400,5,16.093,52,1.75,0.87
16,24.18,0.36,2.1,0.24,partly-cloudy-day,336.9,0,0,1031.8,Leicht bewölkt,24.18,1590588000,4,16.093,82,2.19,0.94
17,24.05,0.38,2.85,0.25,partly-cloudy-day,337.2,0,0,1031.3,Leicht bewölkt,24.05,1590591600,3,16.093,114,2.45,1.08
18,23.92,0.37,4.18,0.28,partly-cloudy-day,337.3,0,0,1030.8,Leicht bewölkt,23.92,1590595200,2,16.093,115,2.28,0.91
19,23.38,0.36,6.21,0.33,partly-cloudy-day,337.5,0,0,1030.4,Leicht bewölkt,23.38,1590598800,1,16.093,100,1.93,0.78
20,22.3,0.4,7.89,0.4,partly-cloudy-day,337.3,0,0,1030.1,Leicht bewölkt,22.3,1590602400,0,16.093,150,1.17,0.59
21,20.83,0.59,8.29,0.44,partly-cloudy-day,336.8,0,0,1030.2,Leicht bewölkt,20.83,1590606000,0,16.093,88,1.64,0.75
22,18.81,0.79,7.83,0.49,partly-cloudy-night,336.2,0,0,1030.3,Überwiegend bewölkt,18.81,1590609600,0,16.093,325,2.53,1.03
23,17.02,0.96,7.28,0.53,cloudy,337.2,0,0,1030.3,Stark bewölkt,17.02,1590613200,0,16.093,275,3.63,1.31
