,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,11.22,0.9,8.0,0.81,11.22,1556575200,0.0,10.003,16.0,,2.89
1,10.22,0.75,8.42,0.89,10.22,1556578800,0.0,10.003,11.0,,3.3
2,10.63,0.9,8.0,0.84,10.63,1556582400,0.0,10.003,25.0,,2.93
3,10.63,0.75,7.59,0.81,10.63,1556586000,0.0,10.003,7.0,,3.33
4,10.63,0.9,7.59,0.81,10.63,1556589600,0.0,10.003,9.0,,3.43
5,8.0,0.9,6.58,0.81,9.64,1556593200,0.0,10.003,352.0,,3.13
6,7.69,0.75,6.17,0.79,9.64,1556596800,0.0,10.003,340.0,,3.72
7,6.95,0.9,6.0,0.83,8.64,1556600400,0.0,10.003,305.0,,2.89
8,10.05,0.9,6.0,0.76,10.05,1556604000,1.0,10.003,345.0,,2.73
9,12.22,0.08,5.59,0.64,12.22,1556607600,2.0,10.003,0.0,,4.4
10,13.23,0.08,3.76,0.53,13.23,1556611200,3.0,10.003,0.0,,4.01
11,14.22,0.08,1.58,0.42,14.22,1556614800,5.0,10.003,22.0,,4.38
12,15.4,0.08,-1.34,0.32,15.4,1556618400,6.0,10.003,3.0,,3.24
13,15.81,0.0,0.01,0.34,15.81,1556622000,7.0,10.003,30.0,,3.65
14,17.22,0.0,0.42,0.32,17.22,1556625600,7.0,10.003,17.0,,4.59
15,18.22,0.0,1.41,0.32,18.22,1556629200,6.0,10.003,2.0,10.3,4.8
16,19.23,0.0,2.83,0.34,19.23,1556632800,5.0,10.003,19.0,,3.33
17,18.81,0.0,3.59,0.36,18.81,1556636400,3.0,10.003,356.0,,4.97
18,19.23,,4.59,0.38,19.23,1556640000,,,,,
19,18.22,0.19,4.01,0.39,18.22,1556643600,0.0,10.003,24.0,,4.38
20,17.22,0.0,3.0,0.39,17.22,1556647200,0.0,10.003,35.0,,4.01
21,15.64,0.0,4.01,0.46,15.64,1556650800,0.0,10.003,20.0,,1.49
22,14.05,0.0,4.01,0.51,14.05,1556654400,0.0,10.003,13.0,,2.58
23,12.64,0.0,4.42,0.57,12.64,1556658000,0.0,10.003,3.0,,2.58
