,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,1.64,0.97,-0.01,0.82,cloudy,331.5,0.0,0.0,,1024.5,Stark bewölkt,2.81,1581202800,0,16.093,196,3.17,1.37
1,1.14,0.98,0.04,0.83,cloudy,342.0,0.0,0.0,,1024.3,Stark bewölkt,2.58,1581206400,0,16.093,200,3.56,1.54
2,1.37,0.85,0.4,0.83,partly-cloudy-night,355.2,0.0,0.0,,1023.6,Überwiegend bewölkt,3.05,1581210000,0,16.093,195,4.71,1.77
3,0.08,0.73,0.5,0.88,partly-cloudy-night,367.7,0.0,0.0,,1022.8,Überwiegend bewölkt,2.33,1581213600,0,16.093,194,6.32,2.17
4,-0.89,0.59,0.35,0.9,partly-cloudy-night,374.5,0.0,0.0,,1022.1,Leicht bewölkt,1.79,1581217200,0,16.093,193,7.47,2.48
5,-1.39,0.51,0.39,0.93,partly-cloudy-night,372.2,0.0,0.0,,1022.0,Leicht bewölkt,1.36,1581220800,0,16.093,190,7.54,2.48
6,-1.47,0.48,0.48,0.95,partly-cloudy-night,364.1,0.0,0.0,,1022.0,Leicht bewölkt,1.18,1581224400,0,16.093,187,7.17,2.35
7,-1.19,0.5,0.54,0.92,partly-cloudy-night,355.8,0.0,0.0,,1021.6,Leicht bewölkt,1.73,1581228000,0,16.093,183,8.55,2.74
8,-0.49,0.57,1.38,0.91,partly-cloudy-day,348.0,0.0062,0.02,rain,1020.8,Leicht bewölkt,2.76,1581231600,0,16.093,186,9.92,3.39
9,0.86,0.77,2.7,0.89,partly-cloudy-day,339.7,0.0083,0.02,rain,1019.7,Überwiegend bewölkt,4.28,1581235200,0,16.093,192,11.72,4.2
10,2.24,0.89,3.51,0.86,cloudy,331.4,0.0083,0.03,rain,1018.5,Stark bewölkt,5.73,1581238800,0,16.093,197,13.47,5.02
11,3.85,0.93,4.15,0.8,cloudy,323.1,0.0,0.0,,1017.3,Stark bewölkt,7.3,1581242400,1,16.093,201,15.11,5.91
12,5.96,0.93,5.02,0.75,cloudy,314.8,0.0,0.0,,1015.5,Stark bewölkt,9.24,1581246000,1,16.093,206,16.52,7.0
13,10.8,0.92,5.37,0.69,wind,308.0,0.0,0.0,,1013.9,Frische Brise und stark bewölkt,10.8,1581249600,1,16.093,210,17.74,7.61
14,12.98,0.91,5.15,0.59,wind,285.6,0.0,0.0,,1012.4,Frische Brise und stark bewölkt,12.98,1581253200,1,16.093,210,18.04,7.68
15,13.15,0.94,4.5,0.56,wind,281.4,0.0,0.0,,1010.2,Frische Brise und stark bewölkt,13.15,1581256800,1,16.093,210,18.61,7.81
16,12.06,0.97,3.86,0.57,wind,279.2,0.0,0.0,,1008.3,Frische Brise und stark bewölkt,12.06,1581260400,0,16.093,212,19.3,8.2
17,12.38,0.98,3.82,0.56,wind,279.9,0.0,0.0,,1007.0,Frische Brise und stark bewölkt,12.38,1581264000,0,16.093,212,20.49,8.48
18,12.75,0.98,4.35,0.57,wind,282.4,0.0,0.0,,1006.2,Sturm und stark bewölkt,12.75,1581267600,0,16.093,213,21.26,9.05
19,12.32,0.99,4.83,0.6,wind,283.7,0.0083,0.09,rain,1005.3,Sturm und stark bewölkt,12.32,1581271200,0,16.093,214,22.25,9.73
20,12.5,1.0,4.9,0.6,wind,285.6,0.0587,0.12,rain,1003.6,Sturm und stark bewölkt,12.5,1581274800,0,16.093,211,22.57,9.71
21,12.43,0.99,5.69,0.63,wind,280.8,0.1934,0.2,rain,1001.9,Sturm und stark bewölkt,12.43,1581278400,0,16.093,216,24.2,10.79
22,12.42,0.99,6.26,0.66,wind,277.2,0.3079,0.24,rain,1000.3,Sturm und stark bewölkt,12.42,1581282000,0,16.093,220,25.77,11.82
23,12.36,0.99,6.36,0.67,wind,275.9,0.2288,0.22,rain,998.8,Sturm und stark bewölkt,12.36,1581285600,0,16.093,220,27.25,12.84
