,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,17.03,0.75,10.86,0.67,17.03,1564610400,0,10.003,290.0,1.76
1,15.64,0.75,11.55,0.77,15.64,1564614000,0,10.003,240.0,0.5
2,15.33,0.44,11.24,0.77,15.33,1564617600,0,10.003,240.0,1.0
3,13.64,0.44,11.93,0.89,13.64,1564621200,0,10.003,278.0,1.76
4,12.95,0.19,10.24,0.84,12.95,1564624800,0,8.142,210.0,1.5
5,11.96,0.19,10.62,0.91,11.96,1564628400,0,8.763,152.0,1.0
6,10.26,0.19,9.93,0.98,10.26,1564632000,0,8.142,246.0,1.19
7,11.65,0.19,9.93,0.89,11.65,1564635600,0,8.142,189.0,0.65
8,15.02,0.19,10.93,0.77,15.02,1564639200,1,9.383,210.0,1.0
9,16.72,0.19,10.24,0.66,16.72,1564642800,2,10.003,,
10,18.02,0.27,10.93,0.63,18.02,1564646400,4,10.003,137.0,1.35
11,19.34,0.27,10.3,0.56,19.34,1564650000,5,10.003,20.0,1.0
12,20.34,0.19,10.3,0.53,20.34,1564653600,7,10.003,110.0,2.09
13,20.65,0.44,9.99,0.5,20.65,1564657200,7,10.003,350.0,2.09
14,22.02,0.27,9.99,0.46,22.02,1564660800,7,10.003,229.0,1.5
15,22.33,0.44,9.31,0.43,22.33,1564664400,6,10.003,191.0,1.5
16,22.95,0.44,9.62,0.43,22.95,1564668000,5,10.003,304.0,2.25
17,22.64,0.44,9.0,0.42,22.64,1564671600,3,10.003,320.0,1.5
18,23.33,0.19,9.69,0.42,23.33,1564675200,2,10.003,7.0,1.76
19,22.95,0.19,9.0,0.41,22.95,1564678800,1,10.003,30.0,2.6
20,21.27,0.44,9.0,0.45,21.27,1564682400,0,10.003,12.0,2.11
21,19.96,0.44,10.3,0.54,19.96,1564686000,0,10.003,23.0,2.09
22,18.65,0.44,9.62,0.56,18.65,1564689600,0,10.003,339.0,1.69
23,17.27,0.44,10.68,0.65,17.27,1564693200,0,10.003,307.0,1.69
