,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,13.2,0.71,9.25,0.77,partly-cloudy-night,358.9,0.0,0.0,,1031.7,Überwiegend bewölkt,13.2,1590357600,0,16.093,278,7.06,1.92
1,12.46,0.74,9.2,0.81,partly-cloudy-night,356.7,0.0,0.0,,1031.7,Überwiegend bewölkt,12.46,1590361200,0,16.093,277,6.69,1.8
2,11.87,0.7,9.25,0.84,partly-cloudy-night,358.1,0.0,0.0,,1031.7,Überwiegend bewölkt,11.87,1590364800,0,16.093,275,5.92,1.63
3,12.21,0.71,8.94,0.8,partly-cloudy-night,356.4,0.0,0.0,,1032.0,Überwiegend bewölkt,12.21,1590368400,0,16.093,281,5.84,1.51
4,11.59,0.72,9.0,0.84,partly-cloudy-night,354.4,0.0,0.0,,1031.9,Überwiegend bewölkt,11.59,1590372000,0,16.093,280,5.92,1.88
5,11.97,0.71,9.03,0.82,partly-cloudy-night,352.9,0.0,0.0,,1031.8,Überwiegend bewölkt,11.97,1590375600,0,16.093,290,6.07,2.26
6,12.51,0.66,9.09,0.8,partly-cloudy-day,352.3,0.0,0.0,,1032.2,Überwiegend bewölkt,12.51,1590379200,0,16.093,293,6.3,2.56
7,13.43,0.59,9.27,0.76,partly-cloudy-day,352.2,0.0054,0.01,rain,1032.4,Leicht bewölkt,13.43,1590382800,0,16.093,298,6.71,2.86
8,14.26,0.57,9.44,0.73,partly-cloudy-day,351.8,0.0086,0.01,rain,1032.4,Leicht bewölkt,14.26,1590386400,1,16.093,305,6.8,3.09
9,15.18,0.62,9.54,0.69,partly-cloudy-day,353.0,0.0,0.0,,1032.5,Überwiegend bewölkt,15.18,1590390000,2,16.093,307,5.71,3.32
10,16.1,0.69,9.54,0.65,partly-cloudy-day,351.4,0.0,0.0,,1032.6,Überwiegend bewölkt,16.1,1590393600,3,16.093,314,5.93,3.83
11,16.94,0.72,9.47,0.61,partly-cloudy-day,350.0,0.0,0.0,,1032.5,Überwiegend bewölkt,16.94,1590397200,4,16.093,320,6.03,4.17
12,17.84,0.68,9.18,0.57,partly-cloudy-day,349.1,0.0,0.0,,1032.2,Überwiegend bewölkt,17.84,1590400800,4,16.093,322,6.23,4.37
13,18.76,0.59,9.04,0.53,partly-cloudy-day,348.5,0.0124,0.01,rain,1031.9,Leicht bewölkt,18.76,1590404400,5,16.093,325,6.46,4.42
14,19.48,0.54,8.66,0.5,partly-cloudy-day,347.8,0.0216,0.01,rain,1031.4,Leicht bewölkt,19.48,1590408000,5,16.093,328,6.75,4.49
15,18.85,0.66,7.93,0.49,partly-cloudy-day,344.3,0.0,0.0,,1032.1,Überwiegend bewölkt,18.85,1590411600,4,16.093,321,7.02,4.1
16,19.25,0.81,7.88,0.48,partly-cloudy-day,344.9,0.0,0.0,,1031.9,Überwiegend bewölkt,19.25,1590415200,3,16.093,323,7.45,4.37
17,18.93,0.92,7.96,0.49,cloudy,345.0,0.0,0.0,,1031.8,Stark bewölkt,18.93,1590418800,2,16.093,327,7.28,4.49
18,19.3,0.92,8.22,0.49,cloudy,344.1,0.0,0.0,,1031.8,Stark bewölkt,19.3,1590422400,1,16.093,330,6.82,4.16
19,19.32,0.87,8.58,0.5,partly-cloudy-day,342.6,0.0,0.0,,1031.8,Überwiegend bewölkt,19.32,1590426000,1,16.093,335,6.21,3.69
20,18.77,0.75,8.86,0.53,partly-cloudy-day,337.8,0.0,0.0,,1032.1,Überwiegend bewölkt,18.77,1590429600,0,16.093,334,5.58,3.35
21,17.8,0.7,8.73,0.55,partly-cloudy-day,337.7,0.0,0.0,,1032.5,Überwiegend bewölkt,17.8,1590433200,0,16.093,336,5.88,2.9
22,16.44,0.65,8.25,0.58,partly-cloudy-night,338.5,0.0,0.0,,1033.1,Überwiegend bewölkt,16.44,1590436800,0,16.093,339,6.31,2.58
23,15.18,0.58,7.8,0.61,partly-cloudy-night,338.9,0.0,0.0,,1033.6,Leicht bewölkt,15.18,1590440400,0,16.093,344,6.51,2.33
