,apparentTemperature,cloudCover,dewPoint,humidity,temperature,time,uvIndex,visibility,windBearing,windSpeed
0,1.07,0.75,0.99,0.86,3.12,1549062000,0,10.003,71.0,2.09
1,0.58,0.75,0.99,0.86,3.12,1549065600,0,10.003,71.0,2.6
2,-1.41,0.75,0.99,0.92,2.12,1549069200,0,10.003,80.0,3.6
3,-0.61,0.75,0.99,0.92,2.12,1549072800,0,10.003,71.0,2.6
4,2.22,0.85,0.23,0.87,2.22,1549076400,0,7.587,60.0,0.62
5,2.22,0.52,0.23,0.87,2.22,1549080000,0,8.005,60.0,1.28
6,2.63,0.9,-0.19,0.82,2.63,1549083600,0,5.826,80.0,0.87
7,0.18,0.9,0.83,0.91,2.22,1549087200,0,3.942,55.0,1.96
8,1.25,0.9,0.23,0.84,2.63,1549090800,0,3.182,217.0,1.5
9,2.63,0.9,0.23,0.84,2.63,1549094400,0,1.798,,0.0
10,2.63,0.9,0.83,0.88,2.63,1549098000,0,2.296,131.0,0.21
11,2.63,0.9,0.83,0.88,2.63,1549101600,1,3.099,150.0,0.62
12,1.4,0.9,1.25,0.88,3.05,1549105200,1,2.529,140.0,1.75
13,1.38,0.75,3.0,0.92,4.13,1549108800,1,3.804,210.0,3.1
14,1.78,0.75,3.0,0.92,4.13,1549112400,1,4.499,221.0,2.6
15,2.25,1.0,3.0,0.92,4.13,1549116000,1,6.004,260.0,2.09
16,2.25,0.75,3.0,0.92,4.13,1549119600,0,5.002,230.0,2.09
17,2.95,0.75,3.0,0.92,4.13,1549123200,0,5.002,191.0,1.5
18,2.95,0.75,4.01,0.99,4.13,1549126800,0,4.499,180.0,1.5
19,2.95,0.75,3.0,0.92,4.13,1549130400,0,6.004,260.0,1.5
20,4.13,0.75,3.0,0.92,4.13,1549134000,0,6.994,,
21,1.38,0.75,3.0,0.92,4.13,1549137600,0,6.994,311.0,3.1
22,2.41,0.75,0.83,0.82,3.64,1549141200,0,10.003,320.0,1.49
23,3.64,0.9,0.83,0.82,3.64,1549144800,0,10.003,300.0,0.87
